t,x,y,z,vx,vy,vz,wx,wy,wz,tvx,tvy,tvz
1.498688706916746771e-01,6.726218938074984832e-01,4.019653550632305838e-02,1.454917178254915844e-01,-7.614122147585604405e-02,-1.777958803200367088e-01,-6.108932573732087090e-02,6.722757385868541880e-01,-3.683056078226897012e-02,7.959901459308544869e-01,-7.614122147585604405e-02,-1.777958803200367088e-01,-6.108932573732087090e-02
1.508679964962858500e-01,6.732719022984229307e-01,4.012121010259589449e-02,1.464080494819576250e-01,-7.789971817339144677e-02,-1.960211441765900287e-01,-5.957205106591070831e-02,6.783418416866959788e-01,-3.827159391442679082e-02,7.943692459743825207e-01,-7.789971817339144677e-02,-1.960211441765900287e-01,-5.957205106591070831e-02
1.518671223008970228e-01,6.739250547718169670e-01,4.004576820197301018e-02,1.473350927582079695e-01,-7.901191159476306236e-02,-2.141710829685354867e-01,-5.880788665668969240e-02,6.843564960807929642e-01,-3.911438473229437301e-02,7.927842200041814724e-01,-7.901191159476306236e-02,-2.141710829685354867e-01,-5.880788665668969240e-02
1.528662481055081956e-01,6.745813052987119640e-01,3.997021119225017960e-02,1.482728833048626294e-01,-7.947741523000731445e-02,-2.322460384422573298e-01,-5.879654510020973501e-02,6.903197036764570083e-01,-3.935585290090810873e-02,7.912350590495854652e-01,-7.947741523000731445e-02,-2.322460384422573298e-01,-5.879654510020973501e-02
1.538653739101193407e-01,6.752406073367713812e-01,3.989454045337862548e-02,1.492214568742380731e-01,-7.933079838253817573e-02,-2.502504221702308573e-01,-5.949640660018770677e-02,6.962337191446194007e-01,-3.902598728216467860e-02,7.897204008325839908e-01,-7.933079838253817573e-02,-2.502504221702308573e-01,-5.949640660018770677e-02
1.548644997147305136e-01,6.759029137273334653e-01,3.981875735743316963e-02,1.501808493160312064e-01,-7.889352108960186183e-02,-2.682218787232587554e-01,-6.052808676984781922e-02,7.021192371002948907e-01,-3.842634576801882279e-02,7.882278232487495151e-01,-7.889352108960186183e-02,-2.682218787232587554e-01,-6.052808676984781922e-02
1.558636255193416864e-01,6.765681766924500629e-01,3.974286326857905116e-02,1.511510965729439271e-01,-7.845289999723410734e-02,-2.861938302613076801e-01,-6.155305747436594366e-02,7.079947166528910429e-01,-3.782788820286973192e-02,7.867462070615784953e-01,-7.845289999723410734e-02,-2.861938302613076801e-01,-6.155305747436594366e-02
1.568627513239528315e-01,6.772363478319293195e-01,3.966685954303746098e-02,1.521322346762455924e-01,-7.800893237970253635e-02,-3.041662726611829570e-01,-6.257132144948715502e-02,7.138601292077050298e-01,-3.723060626028792258e-02,7.852754967172003164e-01,-7.800893237970253635e-02,-3.041662726611829570e-01,-6.257132144948715502e-02
1.578618771285640043e-01,6.779073781203782678e-01,3.959074752905011874e-02,1.531242997412718965e-01,-7.756161578699004300e-02,-3.221392018060643125e-01,-6.358288149712761073e-02,7.197154458340265792e-01,-3.663449170780948977e-02,7.838156358162515769e-01,-7.756161578699004300e-02,-3.221392018060643125e-01,-6.358288149712761073e-02
1.588610029331751772e-01,6.785812179042464143e-01,3.951452856684257303e-02,1.541273279628632142e-01,-7.711094804357837562e-02,-3.401126135855928601e-01,-6.458774048590701367e-02,7.255606372732632536e-01,-3.603953640672100805e-02,7.823665671086749152e-01,-7.711094804357837562e-02,-3.401126135855928601e-01,-6.458774048590701367e-02
1.598601287377863223e-01,6.792578168988744336e-01,3.943820398858612075e-02,1.551413556107403002e-01,-7.665692724722728002e-02,-3.580865038959646918e-01,-6.558590135169384272e-02,7.313956739471695334e-01,-3.544573231184067197e-02,7.809282324885189475e-01,-7.665692724722728002e-02,-3.580865038959646918e-01,-6.558590135169384272e-02
1.608592545423974951e-01,6.799371241855435288e-01,3.936177511835872722e-02,1.561664190248151229e-01,-7.619955176774836914e-02,-3.760608686400198630e-01,-6.657736709816286513e-02,7.372205259661851473e-01,-3.485307147129689670e-02,7.795005729887420909e-01,-7.619955176774836914e-02,-3.760608686400198630e-01,-6.657736709816286513e-02
1.618583803470086679e-01,6.806190882085298988e-01,3.928524327210460021e-02,1.572025546104415250e-01,-7.573882024577406613e-02,-3.940357037273301000e-01,-6.756214079736526379e-02,7.430351631378749877e-01,-3.426154602630374080e-02,7.780835287760168306e-01,-7.573882024577406613e-02,-3.940357037273301000e-01,-6.756214079736526379e-02
1.628575061516198408e-01,6.813036567721633130e-01,3.920860975759246636e-02,1.582497988335999084e-01,-7.527473159152213433e-02,-4.120110050742950003e-01,-6.854022559031008877e-02,7.488395549754786051e-01,-3.367114821093324106e-02,7.766770391455354305e-01,-7.527473159152213433e-02,-4.120110050742950003e-01,-6.854022559031008877e-02
1.638566319562309859e-01,6.819907770378905720e-01,3.913187587437264026e-02,1.593081882160188867e-01,-7.480728498355489198e-02,-4.299867686042196380e-01,-6.951162468755836543e-02,7.546336707065670613e-01,-3.308187035188471514e-02,7.752810425158307428e-01,-7.480728498355489198e-02,-4.299867686042196380e-01,-6.951162468755836543e-02
1.648557577608421587e-01,6.826803955213437414e-01,3.905504291373280978e-02,1.603777593302333770e-01,-7.433647986753300074e-02,-4.479629902474123182e-01,-7.047634136982885988e-02,7.604174792818076956e-01,-3.249370486825101101e-02,7.738954764235901340e-01,-7.433647986753300074e-02,-4.479629902474123182e-01,-7.047634136982885988e-02
1.658548835654533316e-01,6.833724580894183775e-01,3.897811215865246842e-02,1.614585487945767728e-01,-7.386231595496486890e-02,-4.659396659412701758e-01,-7.143437898861501600e-02,7.661909493838373608e-01,-3.190664427128127312e-02,7.725202775184923931e-01,-7.386231595496486890e-02,-4.659396659412701758e-01,-7.143437898861501600e-02
1.668540093700644766e-01,6.840669099573535306e-01,3.890108488375612628e-02,1.625505932681107213e-01,-7.338479322195043397e-02,-4.839167916303631078e-01,-7.238574096681316128e-02,7.719540494362434613e-01,-3.132068116414123138e-02,7.711553815580427518e-01,-7.338479322195043397e-02,-4.839167916303631078e-01,-7.238574096681316128e-02
1.678531351746756495e-01,6.847636956858240698e-01,3.882396235526503619e-02,1.636539294454867899e-01,-7.290391190791974119e-02,-5.018943632665260335e-01,-7.333043079936285569e-02,7.777067476126624523e-01,-3.073580824166940312e-02,7.698007234024252243e-01,-7.290391190791974119e-02,-5.018943632665260335e-01,-7.333043079936285569e-02
1.688522609792868223e-01,6.854627591780391160e-01,3.874674583094783048e-02,1.647685940517451542e-01,-7.241967251436648434e-02,-5.198723768089443809e-01,-7.426845205389670523e-02,7.834490118459769281e-01,-3.015201829013069296e-02,7.684562370093662720e-01,-7.241967251436648434e-02,-5.198723768089443809e-01,-7.426845205389670523e-02
1.698513867838979952e-01,6.861640436768494666e-01,3.866943656006960328e-02,1.658946238370468951e-01,-7.193207580357627307e-02,-5.378508282242355776e-01,-7.519980837140272101e-02,7.891808098376357217e-01,-2.956930418696644691e-02,7.671218554290093472e-01,-7.193207580357627307e-02,-5.378508282242355776e-01,-7.519980837140272101e-02
1.708505125885091402e-01,6.868674917618671216e-01,3.859203578333976481e-02,1.670320555713403765e-01,-7.144112279734948778e-02,-5.558297134865431977e-01,-7.612450346689568492e-02,7.949021090670780332e-01,-2.898765890054116195e-02,7.657975107988108654e-01,-7.144112279734948778e-02,-5.558297134865431977e-01,-7.612450346689568492e-02
1.718496383931203131e-01,6.875730453465922487e-01,3.851454473285837593e-02,1.681809260389605098e-01,-7.094681477571826433e-02,-5.738090285776168420e-01,-7.704254113010071403e-02,8.006128768012760188e-01,-2.840707548988572612e-02,7.644831343384473898e-01,-7.094681477571826433e-02,-5.738090285776168420e-01,-7.704254113010071403e-02
1.728487641977314859e-01,6.882806132131600307e-01,3.843696507492708192e-02,1.693411356138860846e-01,-7.044899271744942126e-02,-5.917743461111618641e-01,-7.795391285366139178e-02,8.063084284998716100e-01,-2.782749570373878323e-02,7.631785354861815307e-01,-7.044899271744942126e-02,-5.917743461111618641e-01,-7.795391285366139178e-02
1.738478900023426310e-01,6.889901855720532708e-01,3.835929734209183456e-02,1.705129280323455787e-01,-6.994507675395190971e-02,-6.095386716445326813e-01,-7.885864156673345893e-02,8.119262329705120296e-01,-2.724804992397163173e-02,7.618838272212047347e-01,-6.994507675395190971e-02,-6.095386716445326813e-01,-7.885864156673345893e-02
1.748470158069538039e-01,6.897015927471492613e-01,3.828154488349751194e-02,1.716959566816123051e-01,-6.944493719562538914e-02,-6.266652416221111244e-01,-7.973953860721579023e-02,8.172813680139155990e-01,-2.667880433265541751e-02,7.606749634305423058e-01,-6.944493719562538914e-02,-6.266652416221111244e-01,-7.973953860721579023e-02
1.758461416115649767e-01,6.904145728454089692e-01,3.820371501962716715e-02,1.728898159457662453e-01,-6.896295321368417497e-02,-6.428433266898838649e-01,-8.057671834286453394e-02,8.222235678055017649e-01,-2.613241193109880345e-02,7.596411103336409010e-01,-6.896295321368417497e-02,-6.428433266898838649e-01,-8.057671834286453394e-02
1.768452674161761218e-01,6.911288195855009864e-01,3.812581677582140005e-02,1.740940367030741065e-01,-6.850150694184968525e-02,-6.580255004053738865e-01,-8.136764476263526336e-02,8.267299101783179838e-01,-2.561068650219359283e-02,7.587949797398080287e-01,-6.850150694184968525e-02,-6.580255004053738865e-01,-8.136764476263526336e-02
1.778443932207872946e-01,6.918440251488404691e-01,3.804785929024019631e-02,1.753081401699595476e-01,-6.806082115593184434e-02,-6.722117207465041488e-01,-8.211288159101845507e-02,8.308004077514504759e-01,-2.511349875515538066e-02,7.581355460248133671e-01,-6.806082115593184434e-02,-6.722117207465041488e-01,-8.211288159101845507e-02
1.788435190253984675e-01,6.925598852586598575e-01,3.796985162859886631e-02,1.765316442128231911e-01,-6.764111885196197327e-02,-6.854019460762756921e-01,-8.281299292321479821e-02,8.344350723130594671e-01,-2.464072022523655647e-02,7.576617839259887077e-01,-6.764111885196197327e-02,-6.854019460762756921e-01,-8.281299292321479821e-02
1.798426448300096403e-01,6.932760992666914257e-01,3.789180278531691093e-02,1.777640633291761862e-01,-6.724262304629757825e-02,-6.975961351442968583e-01,-8.346854307405164597e-02,8.376339155676453263e-01,-2.419222321770883588e-02,7.573726689929058953e-01,-6.724262304629757825e-02,-6.975961351442968583e-01,-8.346854307405164597e-02
1.808417706346207854e-01,6.939923702360072388e-01,3.781372168455656574e-02,1.790049086325504468e-01,-6.686555658082488085e-02,-7.087942470881603008e-01,-8.408009642752264923e-02,8.403969498728955934e-01,-2.376788075311082188e-02,7.572671780372748351e-01,-6.686555658082488085e-02,-7.087942470881603008e-01,-8.408009642752264923e-02
1.818408964392319582e-01,6.947084050199572314e-01,3.773561718115271690e-02,1.802536878411259424e-01,-6.651014193325105461e-02,-7.189962414347140784e-01,-8.464821728696390879e-02,8.427241889661708507e-01,-2.336756651375947874e-02,7.573442895820012843e-01,-6.651014193325105461e-02,-7.189962414347140784e-01,-8.464821728696390879e-02
1.828400222438431311e-01,6.954239143371412357e-01,3.765749806143486866e-02,1.815099052700260840e-01,-6.617660103247646752e-02,-7.282020781011834254e-01,-8.517346972587951093e-02,8.446156486806671859e-01,-2.299115479152608055e-02,7.576029843093229355e-01,-6.617660103247646752e-02,-7.282020781011834254e-01,-8.517346972587951093e-02
1.838391480484542762e-01,6.961386128423523445e-01,3.757937304394294575e-02,1.827730618272221108e-01,-6.586515507903481503e-02,-7.364117173961896023e-01,-8.565641743943483433e-02,8.460713476513224141e-01,-2.263852043687363674e-02,7.580422455079489641e-01,-6.586515507903481503e-02,-7.364117173961896023e-01,-8.565641743943483433e-02
1.848382738530654490e-01,6.968522191934268806e-01,3.750125078003786055e-02,1.840426550129927730e-01,-6.557602437058848710e-02,-7.436251200206349665e-01,-8.609762359663594711e-02,8.470913080105172410e-01,-2.230953880915508003e-02,7.586610595191094486e-01,-6.557602437058848710e-02,-7.436251200206349665e-01,-8.609762359663594711e-02
1.858373996576766218e-01,6.975644561139390243e-01,3.742313985440808011e-02,1.853181789228730558e-01,-6.530942813246307099e-02,-7.498422470684686925e-01,-8.649765069321513344e-02,8.476755560736509709e-01,-2.200408572816953817e-02,7.594584161814144085e-01,-6.530942813246307099e-02,-7.498422470684686925e-01,-8.649765069321513344e-02
1.868365254622877669e-01,6.982750504516760381e-01,3.734504878547342116e-02,1.865991242540359640e-01,-6.506558435320533573e-02,-7.550630600273494641e-01,-8.685706040524779348e-02,8.478241230146663643e-01,-2.172203742697276924e-02,7.604333092744267608e-01,-6.506558435320533573e-02,-7.550630600273494641e-01,-8.685706040524779348e-02
1.878356512668989398e-01,6.989837332328268094e-01,3.726698602568710023e-02,1.878849783150426389e-01,-6.484470962514590764e-02,-7.592875207791756065e-01,-8.717641344352347610e-02,8.475370455315970331e-01,-2.146327050594068475e-02,7.615847369608225170e-01,-6.484470962514590764e-02,-7.592875207791756065e-01,-8.717641344352347610e-02
1.888347770715101126e-01,6.996902397118273109e-01,3.718895996173725293e-02,1.891752250388946399e-01,-6.464701898994648643e-02,-7.625155916005211809e-01,-8.745626940869885568e-02,8.468143665022398459e-01,-2.122766188807936188e-02,7.629117022270293091e-01,-6.464701898994648643e-02,-7.625155916005211809e-01,-8.745626940869885568e-02
1.898339028761212854e-01,7.003943094167914829e-01,3.711097891464897741e-02,1.904693449993225818e-01,-6.447272578911053542e-02,-7.647472351629508447e-01,-8.769718664726201818e-02,8.456561356300399401e-01,-2.101508877557870664e-02,7.644132133222161229e-01,-6.447272578911053542e-02,-7.647472351629508447e-01,-8.769718664726201818e-02
1.908330286807324305e-01,7.010956861904698023e-01,3.703305113978756086e-02,1.917668154302457351e-01,-6.432204151943363146e-02,-7.659824145332351231e-01,-8.789972210833513211e-02,8.440624100802878171e-01,-2.082542860760563941e-02,7.660882841954940181e-01,-6.432204151943363146e-02,-7.659824145332351231e-01,-8.789972210833513211e-02
1.918321544853436034e-01,7.017941182266732580e-01,3.695518482676463101e-02,1.930671102483309254e-01,-6.419517569336866125e-02,-7.662210931734586561e-01,-8.806443120135130920e-02,8.420332551067422067e-01,-2.065855901932871219e-02,7.679359349312010474e-01,-6.419517569336866125e-02,-7.662210931734586561e-01,-8.806443120135130920e-02
1.928312802899547762e-01,7.024893838300472204e-01,3.687738709132613868e-02,1.943697361558271441e-01,-6.408052195216415448e-02,-7.657222691898365463e-01,-8.820751345601511584e-02,8.396956428808762807e-01,-2.050409369090930994e-02,7.698810756274021561e-01,-6.408052195216415448e-02,-7.657222691898365463e-01,-8.820751345601511584e-02
1.938304060945659213e-01,7.031813729645752797e-01,3.679966075974860223e-02,1.956743485781871073e-01,-6.396410177277231379e-02,-7.647967178940967559e-01,-8.834796226187201229e-02,8.372020525799037660e-01,-2.034970469528125936e-02,7.718342283423225147e-01,-6.396410177277231379e-02,-7.647967178940967559e-01,-8.834796226187201229e-02
1.948295318991770941e-01,7.038700242988015221e-01,3.672200679329249567e-02,1.969806665347041408e-01,-6.384371820204488845e-02,-7.634967384219191189e-01,-8.848893513655475829e-02,8.345784248144667572e-01,-2.019338058924121521e-02,7.737801642610822039e-01,-6.384371820204488845e-02,-7.634967384219191189e-01,-8.848893513655475829e-02
1.958286577037882670e-01,7.045552837073123520e-01,3.664442590400170119e-02,1.982884152686513191e-01,-6.371955863970736600e-02,-7.618223289051102576e-01,-8.863041178090497185e-02,8.318250758849519144e-01,-2.003518934096956000e-02,7.757186547388821296e-01,-6.371955863970736600e-02,-7.618223289051102576e-01,-8.863041178090497185e-02
1.968277835083994398e-01,7.052370990646970039e-01,3.656691875931893099e-02,1.995973189910211221e-01,-6.359181070054764628e-02,-7.597734875277228905e-01,-8.877237192424541901e-02,8.289423250155074641e-01,-1.987519889769070319e-02,7.776494745273776488e-01,-6.359181070054764628e-02,-7.597734875277228905e-01,-8.877237192424541901e-02
1.978269093130105849e-01,7.059154202503004072e-01,3.648948598307093227e-02,2.009071008935625069e-01,-6.346066221628708648e-02,-7.573502125261524220e-01,-8.891479532368365413e-02,8.259304943253531484e-01,-1.971347718445925351e-02,7.795724017926541904e-01,-6.346066221628708648e-02,-7.573502125261524220e-01,-8.891479532368365413e-02
1.988260351176217577e-01,7.065901991518915848e-01,3.641212815646849288e-02,2.022174831620101032e-01,-6.332630123737903460e-02,-7.545525021892217632e-01,-8.905766176316080862e-02,8.227899087992265326e-01,-1.955009210292994737e-02,7.814872181318884836e-01,-6.332630123737903460e-02,-7.545525021892217632e-01,-8.905766176316080862e-02
1.998251609222329306e-01,7.072613896682435897e-01,3.633484581912050509e-02,2.035281869894925433e-01,-6.318891603473078544e-02,-7.513803548582821401e-01,-8.920095105224239151e-02,8.195208962569943134e-01,-1.938511153011163168e-02,7.833937085886623075e-01,-6.318891603473078544e-02,-7.513803548582821401e-01,-8.920095105224239151e-02
2.008242867268440757e-01,7.079289477106189832e-01,3.625763947006149790e-02,2.048389325901099622e-01,-6.304869510135285848e-02,-7.478337689273042432e-01,-8.934464302464931174e-02,8.161237873224456152e-01,-1.921860331710809749e-02,7.852916616669265437e-01,-6.304869510135285848e-02,-7.478337689273042432e-01,-8.934464302464931174e-02
2.018234125314552485e-01,7.085928312031526399e-01,3.618050956879154817e-02,2.061494392126603792e-01,-6.290582715393240598e-02,-7.439127428429764821e-01,-8.948871753653041272e-02,8.125989153912968055e-01,-1.905063528784323168e-02,7.871808693435826676e-01,-6.290582715393240598e-02,-7.439127428429764821e-01,-8.948871753653041272e-02
2.028225383360664213e-01,7.092530000821251068e-01,3.610345653632836965e-02,2.074594251545084922e-01,-6.276050113433381816e-02,-7.396172751048052385e-01,-8.963315446447069068e-02,8.089466165984269264e-01,-1.888127523777548972e-02,7.890611270796704657e-01,-6.276050113433381816e-02,-7.396172751048052385e-01,-8.963315446447069068e-02
2.038216641406775664e-01,7.099094162941261832e-01,3.602648075627021967e-02,2.087686077755784297e-01,-6.261290621102363896e-02,-7.349473642652163408e-01,-8.977793370323805533e-02,8.051672297843706083e-01,-1.871059093259893474e-02,7.909322338301507660e-01,-6.261290621102363896e-02,-7.349473642652163408e-01,-8.977793370323805533e-02
2.048207899452887393e-01,7.105620437930953992e-01,3.594958257586946399e-02,2.100767035124592175e-01,-6.246323178042265112e-02,-7.299030089296560941e-01,-8.992303516326373425e-02,8.012610964610913378e-01,-1.853865010693382664e-02,7.927939920522552031e-01,-6.246323178042265112e-02,-7.299030089296560941e-01,-8.992303516326373425e-02
2.058199157498999121e-01,7.112108485362383936e-01,3.587276230711542585e-02,2.113834278926096655e-01,-6.231166746818269514e-02,-7.244842077566983063e-01,-9.006843876785614045e-02,7.972285607770582816e-01,-1.836552046300701097e-02,7.946462077123916945e-01,-6.231166746818269514e-02,-7.244842077566983063e-01,-9.006843876785614045e-02
2.068190415545110850e-01,7.118557984788135284e-01,3.579602022782643611e-02,2.126884955486484929e-01,-6.215840313039000531e-02,-7.186909594581464278e-01,-9.021412445014816150e-02,7.930699694816490952e-01,-1.819126966932159417e-02,7.964886902915946365e-01,-6.215840313039000531e-02,-7.186909594581464278e-01,-9.021412445014816150e-02
2.078181673591222300e-01,7.124968635677807471e-01,3.571935658274957848e-02,2.139916202327150074e-01,-6.200362885469367508e-02,-7.125232627991447965e-01,-9.036007214977201385e-02,7.887856718889117991e-01,-1.801596535931928450e-02,7.983212527894932853e-01,-6.200362885469367508e-02,-7.125232627991447965e-01,-9.036007214977201385e-02
2.088172931637334029e-01,7.131340160687159591e-01,3.564277158136393980e-02,2.152925168559011171e-01,-6.184761861923204068e-02,-7.059896395927801604e-01,-9.050626196515648703e-02,7.843788557246559323e-01,-1.783970296564380692e-02,8.001437132872271096e-01,-6.184761861923204068e-02,-7.059896395927801604e-01,-9.050626196515648703e-02
2.098164189683445757e-01,7.137672384308686446e-01,3.556626532219495096e-02,2.165909498791834253e-01,-6.169237408266571576e-02,-6.992770882068959359e-01,-9.065267786849634524e-02,7.799120872111086067e-01,-1.766315256995280858e-02,8.019559320031179883e-01,-6.169237408266571576e-02,-6.992770882068959359e-01,-9.065267786849634524e-02
2.108155447729557208e-01,7.143965424215001914e-01,3.548983761306797463e-02,2.178868551418211286e-01,-6.153969261398515439e-02,-6.925644130735405524e-01,-9.079931703497984286e-02,7.754450122541703960e-01,-1.748691425493022894e-02,8.037579032717595551e-01,-6.153969261398515439e-02,-6.925644130735405524e-01,-9.079931703497984286e-02
2.118146705775668937e-01,7.150219469220575608e-01,3.541348819884446858e-02,2.191802110477629739e-01,-6.138957461038044294e-02,-6.858516149715735422e-01,-9.094617988188168078e-02,7.709776872779756651e-01,-1.731098921773133875e-02,8.055496544778926182e-01,-6.138957461038044294e-02,-6.858516149715735422e-01,-9.094617988188168078e-02
2.128137963821780665e-01,7.156434708341686823e-01,3.533721683225923837e-02,2.204709961208874691e-01,-6.124202048421654304e-02,-6.791386946806818870e-01,-9.109326679717955066e-02,7.665101684227639822e-01,-1.713537864189110943e-02,8.073312131845549189e-01,-6.124202048421654304e-02,-6.791386946806818870e-01,-9.109326679717955066e-02
2.138129221867892116e-01,7.162611330786947672e-01,3.526102327393242780e-02,2.217591890046901604e-01,-6.109703066307874825e-02,-6.724256529813956718e-01,-9.124057813962280217e-02,7.620425115450306652e-01,-1.696008369748601419e-02,8.091026071306867129e-01,-6.109703066307874825e-02,-6.724256529813956718e-01,-9.124057813962280217e-02
2.148120479914003844e-01,7.168749525947841761e-01,3.518490729238075987e-02,2.230447684619649429e-01,-6.095460558981699584e-02,-6.657124906550863086e-01,-9.138811423880301155e-02,7.575747722176884302e-01,-1.678510554129473281e-02,8.108638642287480103e-01,-6.095460558981699584e-02,-6.657124906550863086e-01,-9.138811423880301155e-02
2.158111737960115573e-01,7.174849483389336147e-01,3.510886866402813250e-02,2.243277133744853713e-01,-6.081474572258808997e-02,-6.589992084839773057e-01,-9.153587539522116401e-02,7.531070057302440279e-01,-1.661044531695882176e-02,8.126150125623491371e-01,-6.081474572258808997e-02,-6.589992084839773057e-01,-9.153587539522116401e-02
2.168102996006227301e-01,7.180911392840521046e-01,3.503290717321577707e-02,2.256080027426793366e-01,-6.067745153489634280e-02,-6.522858072511478200e-01,-9.168386188035596018e-02,7.486392670889874257e-01,-1.643610415514257239e-02,8.143560803838836293e-01,-6.067745153489634280e-02,-6.522858072511478200e-01,-9.168386188035596018e-02
2.178094254052338752e-01,7.186935444185295063e-01,3.495702261221156348e-02,2.268856156853019945e-01,-6.054272351563404903e-02,-6.455722877405408733e-01,-9.183207393673015195e-02,7.441716110171918697e-01,-1.626208317369267492e-02,8.160870961121792222e-01,-6.054272351563404903e-02,-6.455722877405408733e-01,-9.183207393673015195e-02
2.188085512098450480e-01,7.192921827453098160e-01,3.488121478121885416e-02,2.281605314391039196e-01,-6.041056216911896981e-02,-6.388586507369671263e-01,-9.198051177797696154e-02,7.397040919553315996e-01,-1.608838347779693173e-02,8.178080883301515058e-01,-6.041056216911896981e-02,-6.388586507369671263e-01,-9.198051177797696154e-02
2.198076770144562209e-01,7.198870732809687922e-01,3.480548348838466421e-02,2.294327293584957350e-01,-6.028096801513128239e-02,-6.321448970261126510e-01,-9.212917558890496017e-02,7.352367640613074462e-01,-1.591500616014269315e-02,8.195190857824747876e-01,-6.028096801513128239e-02,-6.321448970261126510e-01,-9.212917558890496017e-02
2.208068028190673660e-01,7.204782350547944691e-01,3.472982854980712769e-02,2.307021889152117700e-01,-6.015394158894916965e-02,-6.254310273945465903e-01,-9.227806552556297448e-02,7.307696812106863060e-01,-1.574195230107475890e-02,8.212201173732532888e-01,-6.015394158894916965e-02,-6.254310273945465903e-01,-9.227806552556297448e-02
2.218059286236785388e-01,7.210656871078765517e-01,3.465424978954254054e-02,2.319688896979668347e-01,-6.002948344138225173e-02,-6.187170426297244896e-01,-9.242718171530361904e-02,7.263028969969558268e-01,-1.556922296875243306e-02,8.229112121637174315e-01,-6.002948344138225173e-02,-6.187170426297244896e-01,-9.242718171530361904e-02
2.228050544282897116e-01,7.216494484921937014e-01,3.457874703961166807e-02,2.332328114121123841e-01,-5.990759413880442086e-02,-6.120029435199968448e-01,-9.257652425684576025e-02,7.218364647317864202e-01,-1.539681921930655117e-02,8.245923993699115773e-01,-5.990759413880442086e-02,-6.120029435199968448e-01,-9.257652425684576025e-02
2.238041802329008845e-01,7.222295382697109245e-01,3.450332014000543485e-02,2.344939338792876304e-01,-5.978827426318467780e-02,-6.052887308546138767e-01,-9.272609322033720236e-02,7.173704374453110377e-01,-1.522474209699527931e-02,8.262637083604080779e-01,-5.978827426318467780e-02,-6.052887308546138767e-01,-9.272609322033720236e-02
2.248033060375120296e-01,7.228059755114779605e-01,3.442796893869007335e-02,2.357522370370691012e-01,-5.967152441211708708e-02,-5.985744054237326361e-01,-9.287588864741580519e-02,7.129048678864114974e-01,-1.505299263435979501e-02,8.279251686540221034e-01,-5.967152441211708708e-02,-5.985744054237326361e-01,-9.287588864741580519e-02
2.258024318421232024e-01,7.233787792967341090e-01,3.435269329161164120e-02,2.370077009386155620e-01,-5.955734519884867129e-02,-5.918599680184246647e-01,-9.302591055126972763e-02,7.084398085230210196e-01,-1.488157185237913571e-02,8.295768099175399035e-01,-5.955734519884867129e-02,-5.918599680184246647e-01,-9.302591055126972763e-02
2.268015576467343752e-01,7.239479687120158324e-01,3.427749306269996243e-02,2.382603057523103307e-01,-5.944573725230682670e-02,-5.851454194306805467e-01,-9.317615891669737971e-02,7.039753115424378649e-01,-1.471048076062474175e-02,8.312186619634572837e-01,-5.944573725230682670e-02,-5.851454194306805467e-01,-9.317615891669737971e-02
2.278006834513455203e-01,7.245135628502700209e-01,3.420236812387194431e-02,2.395100317614007879e-01,-5.933670121712463635e-02,-5.784307604534171254e-01,-9.332663370016636151e-02,6.995114288516472989e-01,-1.453972035741386143e-02,8.328507547477266293e-01,-5.933670121712463635e-02,-5.784307604534171254e-01,-9.332663370016636151e-02
2.287998092559566932e-01,7.250755808099703659e-01,3.412731835503432509e-02,2.407568593636355558e-01,-5.923023775366461491e-02,-5.717159918804831653e-01,-9.347733482987105602e-02,6.950482120776596551e-01,-1.436929162996285897e-02,8.344731183675158093e-01,-5.923023775366461491e-02,-5.717159918804831653e-01,-9.347733482987105602e-02
2.297989350605678660e-01,7.256340416942406168e-01,3.405234364408582515e-02,2.420007690708964043e-01,-5.912634753804201643e-02,-5.650011145066685669e-01,-9.362826220579031911e-02,6.905857125678579456e-01,-1.419919555453977994e-02,8.360857830589801809e-01,-5.912634753804201643e-02,-5.650011145066685669e-01,-9.362826220579031911e-02
2.307980608651790111e-01,7.261889646099785045e-01,3.397744388691877754e-02,2.432417415088297119e-01,-5.902503126214619922e-02,-5.582861291277058102e-01,-9.377941569974362901e-02,6.861239813903544649e-01,-1.402943309661611876e-02,8.376887791950349271e-01,-5.902503126214619922e-02,-5.582861291277058102e-01,-9.377941569974362901e-02
2.317971866697901839e-01,7.267403686669879903e-01,3.390261898742002317e-02,2.444797574164732923e-01,-5.892628963366027678e-02,-5.515710365402838322e-01,-9.393079515544697222e-02,6.816630693343649350e-01,-1.386000521101790617e-02,8.392821372831510418e-01,-5.892628963366027678e-02,-5.515710365402838322e-01,-9.393079515544697222e-02
2.327963124744013568e-01,7.272882729771126264e-01,3.382786885747149364e-02,2.457147976458822769e-01,-5.883012337608051201e-02,-5.448558375420454736e-01,-9.408240038856710563e-02,6.772030269105849820e-01,-1.369091284207647058e-02,8.408658879631516481e-01,-5.883012337608051201e-02,-5.448558375420454736e-01,-9.408240038856710563e-02
2.337954382790125296e-01,7.278326966533750220e-01,3.375319341694987124e-02,2.469468431617496407e-01,-5.873653322873290811e-02,-5.381405329316039099e-01,-9.423423118677592969e-02,6.727439043515858197e-01,-1.352215692377856104e-02,8.424400620050203070e-01,-5.873653322873290811e-02,-5.381405329316039099e-01,-9.423423118677592969e-02
