t,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,tau_ext0,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6,tau_cmd0,tau_cmd1,tau_cmd2,tau_cmd3,tau_cmd4,tau_cmd5,tau_cmd6,sigma_min,tau_ext_max
1.18914891,0.08109890,-0.75163156,0.02271855,-2.09517813,0.02734902,1.65445318,0.79089586,-0.97422464,-0.57550405,-0.25353088,-0.96779144,-0.00986884,-0.53581067,-0.00590919,-0.36378445,-1.26988094,-0.98293073,0.06573294,-0.26271004,-0.17739418,-0.18644984,2.66868732,2.66756155,3.90715675,-0.48473920,-0.43487830,-0.34193462,-0.36342722,0.20472698,1.26988094
1.19014822,0.08015112,-0.75219850,0.02246978,-2.09612682,0.02733773,1.65393077,0.79089463,-0.96581396,-0.57197960,-0.25224260,-0.96411621,-0.01015693,-0.53304743,-0.00488845,-0.40095507,-1.23056590,-1.00504201,0.02816761,-0.26769349,-0.18022757,-0.18690858,2.65525752,2.69817658,3.91536051,-0.42956161,-0.43049747,-0.33437731,-0.37048106,0.20481243,1.23056590
1.19114754,0.07921216,-0.75275495,0.02223639,-2.09708548,0.02733556,1.65342168,0.79089327,-0.96201554,-0.56837071,-0.24717724,-0.96143390,-0.00845098,-0.52711124,-0.00411779,-0.43000379,-1.18639165,-1.01518330,-0.01181354,-0.27200816,-0.18352969,-0.18730737,2.70451505,2.73104300,3.86833679,-0.35851880,-0.44065565,-0.34931208,-0.37577012,0.20489869,1.18639165
1.19214685,0.07826078,-0.75330085,0.02200535,-2.09805787,0.02732496,1.65290099,0.79089115,-0.95773744,-0.56083390,-0.24325912,-0.96293078,-0.00907002,-0.52646327,-0.00308490,-0.45333078,-1.14507023,-1.02156114,-0.04735495,-0.27553490,-0.18662727,-0.18765684,2.74763435,2.69661629,3.82683207,-0.22249017,-0.43402188,-0.32643005,-0.38284297,0.20498609,1.14507023
1.19314616,0.07728343,-0.75384149,0.02175552,-2.09899509,0.02731032,1.65238796,0.79088950,-0.96240205,-0.55525098,-0.24653648,-0.95859674,-0.01026792,-0.52119322,-0.00217428,-0.46858151,-1.11669274,-1.02347826,-0.07092224,-0.27790501,-0.18880818,-0.18796722,2.92352537,2.67008754,3.90483525,-0.16477959,-0.42292503,-0.33622328,-0.38895374,0.20507028,1.11669274
1.19414548,0.07634355,-0.75437946,0.02150870,-2.09994485,0.02730068,1.65189090,0.79087870,-0.95798931,-0.54959367,-0.24675665,-0.95561656,-0.01048772,-0.51578671,-0.00501697,-0.47042241,-1.10414904,-1.01298234,-0.08064614,-0.27875712,-0.18987739,-0.18826155,2.96780905,2.65825180,3.93213545,-0.09157218,-0.41910206,-0.34736757,-0.36839374,0.20515552,1.10414904
1.19514479,0.07540579,-0.75490568,0.02126036,-2.10087492,0.02729855,1.65138395,0.79087080,-0.95041603,-0.54366534,-0.24645266,-0.95360277,-0.00760431,-0.51202229,-0.00520603,-0.45781347,-1.10584124,-0.98807495,-0.07719372,-0.27808399,-0.18978101,-0.18856982,2.96802746,2.64517199,3.94967927,-0.00740386,-0.43738702,-0.34620577,-0.36655603,0.20523894,1.10584124
1.19614411,0.07446713,-0.75543205,0.02102314,-2.10181446,0.02730038,1.65088943,0.79087145,-0.94573238,-0.53772069,-0.24394959,-0.94868030,-0.00460447,-0.50878465,-0.00354098,-0.43371998,-1.12036126,-0.95344133,-0.06085160,-0.27616774,-0.18840741,-0.18887769,3.00897346,2.63648234,3.93678254,0.03799096,-0.45674357,-0.34156738,-0.37811614,0.20532312,1.12036126
1.19714342,0.07355166,-0.75595477,0.02076709,-2.10275962,0.02728897,1.65039521,0.79086892,-0.93755203,-0.53175926,-0.24855106,-0.94591669,-0.00642384,-0.50514039,-0.00377446,-0.40002201,-1.14556148,-0.91101598,-0.03294098,-0.27331629,-0.18580214,-0.18915030,3.00177055,2.61217695,4.02686199,0.11773684,-0.44152711,-0.33986567,-0.37616896,0.20540773,1.14556148
1.19814273,0.07261786,-0.75645707,0.02051815,-2.10366770,0.02727914,1.64991521,0.79086035,-0.93656707,-0.52401584,-0.24759616,-0.93523615,-0.00894556,-0.49689984,-0.00572340,-0.35657059,-1.17896934,-0.85830019,0.00359327,-0.26976185,-0.18226497,-0.18939659,3.09581454,2.57085831,4.03868205,0.08420592,-0.42172298,-0.37038749,-0.36192413,0.20548896,1.17896934
1.19914205,0.07171739,-0.75696622,0.02028765,-2.10458656,0.02727106,1.64942121,0.79086178,-0.92713850,-0.51865223,-0.24289021,-0.92820192,-0.00824053,-0.49668899,-0.00402770,-0.30497052,-1.21645039,-0.79732909,0.04363690,-0.26583739,-0.17835469,-0.18965565,3.06809034,2.58101180,3.99295000,0.09699553,-0.42461114,-0.34366295,-0.37374166,0.20557107,1.21645039
1.20014136,0.07081818,-0.75747023,0.02002928,-2.10549321,0.02727159,1.64891938,0.79085485,-0.91679696,-0.51218681,-0.24766863,-0.92327748,-0.00648086,-0.49719702,-0.00470612,-0.24924941,-1.25470483,-0.73337444,0.08412266,-0.26184472,-0.17430552,-0.18995109,3.03129484,2.55129096,4.08561966,0.14460132,-0.43501797,-0.31161691,-0.36842382,0.20565206,1.25470483
1.20114068,0.06991342,-0.75796615,0.01978812,-2.10641272,0.02727112,1.64843676,0.79084933,-0.90807884,-0.50930001,-0.24300161,-0.92028142,-0.00374127,-0.49113861,-0.00498798,-0.19268691,-1.29222805,-0.66871727,0.12493674,-0.25790426,-0.16995138,-0.19029927,3.01543326,2.59587990,4.04509695,0.21437055,-0.45258163,-0.32602122,-0.36600459,0.20573410,1.29222805
1.20213999,0.06902762,-0.75846465,0.01956101,-2.10732969,0.02726830,1.64796750,0.79084218,-0.90234430,-0.50659765,-0.23729316,-0.91796387,-0.00346206,-0.48684039,-0.00603720,-0.13875091,-1.32556439,-0.60882514,0.16549266,-0.25422561,-0.16516640,-0.19073240,3.03948766,2.64257898,3.98877386,0.29502979,-0.45281148,-0.32853902,-0.35811700,0.20581581,1.32556439
1.20313930,0.06814089,-0.75895520,0.01932219,-2.10822818,0.02725923,1.64749565,0.79083593,-0.89704705,-0.50298938,-0.23771235,-0.91376410,-0.00624659,-0.47878207,-0.00640755,-0.08933528,-1.35125141,-0.55775363,0.20441609,-0.25098332,-0.16007666,-0.19124895,3.07251366,2.66195594,4.02240744,0.35205034,-0.43118421,-0.35717508,-0.35496217,0.20589583,1.35125141
1.20413862,0.06727737,-0.75944830,0.01908755,-2.10912850,0.02725902,1.64701629,0.79083041,-0.88940077,-0.49715488,-0.23580647,-0.90760522,-0.00546082,-0.48066168,-0.00608169,-0.04376294,-1.36919088,-0.51315100,0.24022038,-0.24816238,-0.15508717,-0.19179007,3.06997587,2.65565102,4.01764845,0.38249678,-0.43494849,-0.31537914,-0.35673652,0.20597595,1.36919088
1.20513793,0.06642815,-0.75994533,0.01886152,-2.11001633,0.02725920,1.64652429,0.79082918,-0.87650526,-0.49810155,-0.23212408,-0.90306564,-0.00439067,-0.48374914,-0.00515853,-0.00370069,-1.37740876,-0.47567208,0.27041258,-0.24586387,-0.15063415,-0.19231453,2.99431141,2.76133677,3.99604712,0.42769979,-0.44074409,-0.26432379,-0.36291660,0.20605490,1.37740876
1.20613725,0.06558457,-0.76042511,0.01864585,-2.11090748,0.02725895,1.64605669,0.79081888,-0.86297778,-0.49455419,-0.22715122,-0.89828834,-0.00246728,-0.48005833,-0.00710826,0.02587088,-1.37036713,-0.45143271,0.29181182,-0.24438369,-0.14699879,-0.19284074,2.90788177,2.80065853,3.94528197,0.47275280,-0.45268646,-0.26152693,-0.34854178,0.20613405,1.37036713
1.20713656,0.06474048,-0.76090186,0.01843160,-2.11178202,0.02725928,1.64557696,0.79081796,-0.86024319,-0.48897516,-0.22302340,-0.88789033,-0.00168069,-0.48081737,-0.00570284,0.04203841,-1.34749664,-0.44414774,0.30254436,-0.24388266,-0.14440530,-0.19338431,2.97349843,2.80033634,3.91024341,0.44432519,-0.45658017,-0.22664664,-0.35805958,0.20621168,1.34749664
1.20813587,0.06389999,-0.76137409,0.01822322,-2.11264114,0.02726487,1.64509756,0.79080996,-0.85309574,-0.48596754,-0.21666915,-0.88036101,0.00059584,-0.47827944,-0.00603738,0.04559941,-1.31133417,-0.45310009,0.30104299,-0.24433418,-0.14315602,-0.19392820,2.97707494,2.84644364,3.84351024,0.45061150,-0.47129098,-0.21462834,-0.35506051,0.20628788,1.31133417
1.20913519,0.06308596,-0.76183885,0.01803499,-2.11349533,0.02726677,1.64461290,0.79079938,-0.84480400,-0.47902282,-0.20870885,-0.87108597,0.00130342,-0.48145450,-0.00629753,0.03641015,-1.26427988,-0.47965751,0.28687906,-0.24578750,-0.14338435,-0.19447634,2.96112600,2.83622957,3.74393776,0.43449372,-0.47485918,-0.16194179,-0.35246837,0.20636357,1.26427988
1.21013450,0.06227724,-0.76229057,0.01783915,-2.11435342,0.02727360,1.64411582,0.79078683,-0.83206124,-0.46869089,-0.20425930,-0.86390581,0.00192248,-0.48726665,-0.00795608,0.01275287,-1.21544528,-0.52675923,0.26414316,-0.24828932,-0.14470989,-0.19503644,2.88323715,2.76738466,3.68772396,0.45156917,-0.47795641,-0.09002184,-0.33996606,0.20643956,1.21544528
1.21113382,0.06147182,-0.76273749,0.01764456,-2.11519841,0.02727699,1.64363757,0.79078668,-0.82212390,-0.46293137,-0.20012600,-0.86110844,0.00231481,-0.48283759,-0.00580680,-0.02587080,-1.17680453,-0.59370873,0.23972841,-0.25170247,-0.14639370,-0.19557694,2.84542106,2.76348829,3.64332620,0.52731009,-0.47939380,-0.09072627,-0.35469976,0.20651433,1.17680453
1.21213313,0.06066232,-0.76317846,0.01747083,-2.11603289,0.02726948,1.64317129,0.79077836,-0.81960093,-0.45518719,-0.19226347,-0.85258918,-0.00114855,-0.47919584,-0.00721975,-0.07768721,-1.15304912,-0.67723487,0.21746853,-0.25581904,-0.14796960,-0.19607437,2.91082204,2.73379149,3.54373653,0.52460974,-0.45341323,-0.08606028,-0.34408956,0.20658807,1.15304912
1.21313244,0.05984607,-0.76361531,0.01728609,-2.11686179,0.02726614,1.64269864,0.79077395,-0.81973090,-0.45017741,-0.19080083,-0.84869426,-0.00136270,-0.47508338,-0.00625610,-0.13779954,-1.14274681,-0.77104310,0.19728902,-0.26034710,-0.14947688,-0.19653430,3.01717820,2.72772290,3.54279235,0.58935132,-0.45015481,-0.08449231,-0.35022154,0.20666128,1.14274681
1.21413176,0.05904857,-0.76405543,0.01710367,-2.11769544,0.02726355,1.64223119,0.79076652,-0.81168085,-0.44342320,-0.19075510,-0.84398138,-0.00204479,-0.47368986,-0.00719603,-0.20004018,-1.14405670,-0.86524993,0.17945192,-0.26487100,-0.15104846,-0.19695945,3.00799309,2.69949229,3.55637641,0.64290435,-0.44365961,-0.06386329,-0.34289152,0.20673485,1.14405670
1.21513107,0.05827477,-0.76448939,0.01690841,-2.11851589,0.02726344,1.64174617,0.79075274,-0.80424430,-0.44172258,-0.19294622,-0.83625455,-0.00133799,-0.47776478,-0.00845522,-0.26047879,-1.15210650,-0.95120180,0.16291381,-0.26913580,-0.15286062,-0.19736011,3.00824395,2.74386762,3.61498070,0.65206218,-0.44683468,-0.00391173,-0.33296591,0.20680722,1.15210650
1.21613038,0.05748945,-0.76491088,0.01672754,-2.11932913,0.02726265,1.64128238,0.79074518,-0.79957957,-0.43681235,-0.18880321,-0.83043553,-0.00119037,-0.47439212,-0.00770551,-0.31741487,-1.15843235,-1.02513001,0.14411592,-0.27313319,-0.15515874,-0.19773586,3.04531319,2.74869269,3.57365566,0.68749451,-0.44638125,0.00324856,-0.33744645,0.20687888,1.15843235
1.21712970,0.05669768,-0.76533016,0.01655280,-2.12014206,0.02725409,1.64082331,0.79074031,-0.80285366,-0.43066431,-0.18587706,-0.82527357,-0.00363986,-0.46948541,-0.00685066,-0.36889288,-1.16096229,-1.08682304,0.12271284,-0.27680470,-0.15788257,-0.19805101,3.19436941,2.72598836,3.54931929,0.73683536,-0.42733527,-0.00044982,-0.34274876,0.20695044,1.16096229
1.21812901,0.05591234,-0.76573602,0.01637536,-2.12093777,0.02724467,1.64036204,0.79073077,-0.79932860,-0.42201218,-0.18454220,-0.81917884,-0.00596462,-0.46539120,-0.00784615,-0.41170849,-1.16577380,-1.13518905,0.10236274,-0.27990992,-0.16068972,-0.19828577,3.24828481,2.66654686,3.54215501,0.77186435,-0.40913895,0.00192481,-0.33487291,0.20702044,1.16577380
1.21912833,0.05512303,-0.76613752,0.01619300,-2.12173099,0.02723758,1.63990486,0.79072346,-0.79622065,-0.41747780,-0.18499611,-0.81092405,-0.00652797,-0.46442378,-0.00765647,-0.44336310,-1.17664160,-1.16788954,0.08503784,-0.28224404,-0.16342546,-0.19846620,3.31101955,2.66638935,3.57013981,0.77585411,-0.40327595,0.02615741,-0.33536883,0.20709018,1.17664160
1.22012764,0.05436416,-0.76653833,0.01600449,-2.12252918,0.02723889,1.63943594,0.79071387,-0.78711339,-0.41204129,-0.18785201,-0.80470142,-0.00472191,-0.46750669,-0.00826362,-0.46296287,-1.19066738,-1.18275120,0.06954415,-0.28374170,-0.16611536,-0.19863669,3.28788480,2.65095552,3.62957392,0.80941832,-0.41432803,0.07949144,-0.33016035,0.20716031,1.19066738
1.22112695,0.05360646,-0.76692600,0.01581834,-2.12331797,0.02723220,1.63898524,0.79070670,-0.77644819,-0.40579891,-0.18688086,-0.80140056,-0.00551099,-0.45911890,-0.00905461,-0.47170289,-1.20630155,-1.18029840,0.05654126,-0.28443722,-0.16846659,-0.19884277,3.24112764,2.63036528,3.62939676,0.88121677,-0.40711709,0.05187264,-0.32381341,0.20722954,1.20630155
1.22212627,0.05283628,-0.76730670,0.01564274,-2.12411044,0.02722019,1.63856991,0.79069911,-0.77760318,-0.39710742,-0.18381697,-0.79733371,-0.00794001,-0.44644034,-0.00866580,-0.47112842,-1.22819850,-1.16421419,0.05009280,-0.28435562,-0.16998269,-0.19911512,3.35980718,2.56827546,3.59708750,0.94752308,-0.38828228,-0.00731900,-0.32567188,0.20729901,1.22819850
1.22312558,0.05207165,-0.76768711,0.01546024,-2.12488278,0.02720567,1.63813063,0.79068625,-0.77195527,-0.39155207,-0.18379644,-0.79096351,-0.01041875,-0.44498202,-0.00971679,-0.46054269,-1.26020691,-1.13641397,0.05294632,-0.28340617,-0.17052869,-0.19944781,3.38566466,2.55315310,3.61439681,0.97796394,-0.36875844,0.01341339,-0.31717447,0.20736669,1.26020691
1.22412490,0.05131676,-0.76805324,0.01527747,-2.12565937,0.02720442,1.63768532,0.79068019,-0.76606448,-0.38456024,-0.18488969,-0.78600159,-0.00795420,-0.44605086,-0.00906151,-0.43923882,-1.30107623,-1.09646357,0.06501853,-0.28147856,-0.17030903,-0.19980423,3.40772936,2.51180782,3.64531647,1.03071707,-0.38444037,0.05232814,-0.32093441,0.20743470,1.30107623
1.22512421,0.05058605,-0.76842919,0.01508035,-2.12642125,0.02721372,1.63722888,0.79067708,-0.75515799,-0.38118167,-0.18877301,-0.77575604,-0.00275520,-0.45015434,-0.00633520,-0.40799262,-1.34525084,-1.04339564,0.08358720,-0.27860610,-0.16964548,-0.20013456,3.36019688,2.52825039,3.72548764,1.00608703,-0.41968819,0.11331687,-0.33932046,0.20750141,1.34525084
1.22612352,0.04984619,-0.76879033,0.01489542,-2.12716862,0.02722218,1.63678615,0.79067225,-0.75038492,-0.37352222,-0.18552020,-0.76975041,0.00183483,-0.44937369,-0.00704122,-0.36876312,-1.38671952,-0.97854925,0.10477465,-0.27506061,-0.16870919,-0.20041243,3.39561038,2.48558686,3.69301897,1.04091483,-0.45091330,0.13973713,-0.33361930,0.20756679,1.38671952
1.22712284,0.04911091,-0.76914412,0.01471159,-2.12792682,0.02722135,1.63637808,0.79066955,-0.74771268,-0.36859685,-0.18358500,-0.76641176,0.00118678,-0.43665785,-0.00496807,-0.32354295,-1.42566796,-0.90653954,0.12848620,-0.27116709,-0.16722782,-0.20064865,3.46076316,2.47901307,3.68278910,1.11426396,-0.44513843,0.08087549,-0.34745160,0.20763303,1.42566796
1.22812215,0.04837467,-0.76950028,0.01453892,-2.12867870,0.02721070,1.63596679,0.79066638,-0.74483451,-0.36498743,-0.17987557,-0.76279622,-0.00247833,-0.42956269,-0.00476077,-0.27338508,-1.46328385,-0.83163002,0.15618987,-0.26715722,-0.16490759,-0.20087422,3.52328409,2.49553931,3.64739731,1.18250383,-0.41774509,0.06174816,-0.34820434,0.20769865,1.46328385
1.22912147,0.04765043,-0.76984371,0.01433981,-2.12941122,0.02720481,1.63553205,0.79066008,-0.73661512,-0.36002531,-0.18603678,-0.75625024,-0.00422325,-0.43126465,-0.00527391,-0.21862946,-1.49723693,-0.75384030,0.18699407,-0.26313944,-0.16181464,-0.20112536,3.51392825,2.47691433,3.75670591,1.21174097,-0.40369493,0.10539220,-0.34369241,0.20776258,1.49723693
1.23012078,0.04695687,-0.77019223,0.01415560,-2.13014293,0.02719882,1.63511446,0.79065329,-0.72294374,-0.35653476,-0.18432921,-0.74884062,-0.00468070,-0.42660305,-0.00578042,-0.16097247,-1.52423202,-0.67209256,0.21795503,-0.25921766,-0.15827312,-0.20141897,3.42337574,2.50103374,3.75086317,1.22328780,-0.39898090,0.10413984,-0.33926884,0.20782637,1.52423202
1.23112009,0.04624621,-0.77052825,0.01397221,-2.13085534,0.02720075,1.63472148,0.79065254,-0.71746192,-0.34953191,-0.18222963,-0.73891986,-0.00325478,-0.41682474,-0.00441489,-0.10442975,-1.54161333,-0.59076286,0.24489309,-0.25564266,-0.15472446,-0.20174681,3.44844968,2.46811523,3.73660849,1.20201054,-0.40795912,0.06608391,-0.34822192,0.20788844,1.54161333
1.23211941,0.04553798,-0.77085728,0.01379894,-2.13157285,0.02720105,1.63433800,0.79064886,-0.71122807,-0.34439520,-0.17963932,-0.73065851,-0.00220576,-0.40817616,-0.00366991,-0.05161235,-1.54959795,-0.51509849,0.26453297,-0.25258179,-0.15157320,-0.20208353,3.46329428,2.46258131,3.71604161,1.20401282,-0.41421793,0.03560623,-0.35267624,0.20795089,1.54959795
1.23311872,0.04484551,-0.77119085,0.01361151,-2.13230544,0.02720061,1.63394594,0.79064975,-0.70733374,-0.34136615,-0.18260860,-0.72901728,-0.00186090,-0.39917323,-0.00243029,-0.00199002,-1.54955618,-0.44479287,0.27661987,-0.24992146,-0.14904315,-0.20240106,3.51122815,2.47420833,3.77895668,1.30299974,-0.41533779,0.00287577,-0.36075336,0.20801461,1.54955618
1.23411803,0.04417516,-0.77151804,0.01341674,-2.13300691,0.02720097,1.63355367,0.79064677,-0.69401032,-0.33864457,-0.18500265,-0.72105449,-0.00143473,-0.39802124,-0.00306935,0.04539251,-1.54086620,-0.37642821,0.28207856,-0.24748209,-0.14730673,-0.20270087,3.42618107,2.50045833,3.83515138,1.30755531,-0.41705676,0.02553358,-0.35551855,0.20807559,1.54086620
1.23511735,0.04351873,-0.77184499,0.01323850,-2.13371984,0.02720002,1.63315637,0.79064079,-0.68507921,-0.33497525,-0.18237920,-0.71814961,-0.00023004,-0.40183199,-0.00379429,0.08868526,-1.52232500,-0.31101746,0.28127490,-0.24530045,-0.14646159,-0.20302590,3.39930875,2.51457816,3.81426868,1.38508506,-0.42421548,0.08337553,-0.34953689,0.20813752,1.52232500
1.23611666,0.04285994,-0.77217026,0.01306725,-2.13441808,0.02720508,1.63277357,0.79063879,-0.67613368,-0.33105370,-0.17808611,-0.71389068,0.00203411,-0.39391188,-0.00314120,0.12431443,-1.49607977,-0.25517319,0.27622000,-0.24351520,-0.14625537,-0.20341062,3.37199934,2.52994829,3.76798420,1.44148052,-0.43931423,0.05864450,-0.35340583,0.20819813,1.49607977
1.23711598,0.04219642,-0.77248963,0.01289476,-2.13511149,0.02720936,1.63241104,0.79063131,-0.67066931,-0.32899949,-0.17601955,-0.70889881,0.00290746,-0.38556476,-0.00454458,0.15044761,-1.46368237,-0.21368634,0.26788340,-0.24223614,-0.14646745,-0.20384932,3.39517956,2.56692860,3.75767057,1.48867331,-0.44459614,0.02998061,-0.34256924,0.20825826,1.46368237
1.23811529,0.04155702,-0.77281621,0.01272261,-2.13580464,0.02721314,1.63203949,0.79062859,-0.66347626,-0.32835981,-0.17557029,-0.70263131,0.00325554,-0.38238242,-0.00477356,0.16791034,-1.42134877,-0.18557955,0.25365015,-0.24154435,-0.14720211,-0.20430486,3.39304403,2.62469517,3.77270469,1.51817218,-0.44609290,0.03807218,-0.34017659,0.20831833,1.42134877
1.23911460,0.04091715,-0.77313458,0.01255464,-2.13647927,0.02720920,1.63166345,0.79063115,-0.65489381,-0.32568165,-0.17236877,-0.69578995,0.00066129,-0.37935013,-0.00188008,0.17777375,-1.36466459,-0.16865706,0.23066512,-0.24152457,-0.14862696,-0.20472008,3.37051173,2.65666642,3.74394283,1.53768536,-0.42673108,0.04769738,-0.35992420,0.20837676,1.36466459
1.24011392,0.04030982,-0.77345282,0.01239732,-2.13716452,0.02720453,1.63130535,0.79062691,-0.64330993,-0.32226147,-0.16781154,-0.69218084,-0.00110727,-0.37457583,-0.00295908,0.17884959,-1.29497885,-0.16480521,0.19974495,-0.24228085,-0.15067096,-0.20507137,3.30223383,2.67982081,3.69124554,1.60322074,-0.41319730,0.04438737,-0.35153173,0.20843605,1.29497885
1.24111323,0.03969736,-0.77375681,0.01224633,-2.13783012,0.02720063,1.63093804,0.79062788,-0.63190572,-0.31534111,-0.16260576,-0.68287147,-0.00190852,-0.37331684,-0.00148654,0.16858136,-1.21911423,-0.17829443,0.16463715,-0.24386790,-0.15306508,-0.20538222,3.23687982,2.65237983,3.62564640,1.58883334,-0.40651283,0.06648240,-0.36126094,0.20849361,1.21911423
1.24211255,0.03907435,-0.77404650,0.01208903,-2.13848996,0.02719429,1.63057587,0.79062744,-0.62784239,-0.30830082,-0.16200161,-0.67922295,-0.00323397,-0.37131139,-0.00115413,0.14708578,-1.14647000,-0.20863549,0.12986832,-0.24608674,-0.15548470,-0.20567019,3.27629203,2.60660958,3.62697282,1.65735888,-0.39591947,0.08291101,-0.36287189,0.20855063,1.14647000
1.24311186,0.03846951,-0.77434277,0.01193819,-2.13912852,0.02719485,1.63022672,0.79062553,-0.62360948,-0.30501261,-0.15863922,-0.66537745,-0.00190168,-0.36087488,-0.00063551,0.11831431,-1.08079003,-0.24918949,0.09641236,-0.24857845,-0.15790693,-0.20595533,3.31218871,2.62908222,3.59553447,1.57792771,-0.40447131,0.04015796,-0.36573005,0.20860577,1.08079003
1.24411117,0.03787532,-0.77462409,0.01178516,-2.13976697,0.02720153,1.62987641,0.79061839,-0.61504953,-0.29575300,-0.15669033,-0.65879342,0.00121549,-0.35807449,-0.00266316,0.08540485,-1.02030208,-0.29484643,0.06160296,-0.25119675,-0.16065508,-0.20626577,3.28581152,2.55615603,3.57391367,1.60302591,-0.42575164,0.05090199,-0.35049228,0.20866088,1.02030208
1.24511049,0.03731376,-0.77490353,0.01163951,-2.14040297,0.02721300,1.62952328,0.79061489,-0.60009291,-0.29145276,-0.15323723,-0.65185818,0.00481887,-0.35870303,-0.00285013,0.04766130,-0.96758333,-0.34578092,0.02693079,-0.25397829,-0.16360440,-0.20659737,3.16772552,2.56271541,3.53523006,1.61942877,-0.45066995,0.08600628,-0.34833408,0.20871575,0.96758333
1.24610980,0.03672604,-0.77517193,0.01150273,-2.14103556,0.02721068,1.62916713,0.79061614,-0.59669462,-0.28311235,-0.14922260,-0.64554815,0.00257638,-0.35700044,-0.00128204,0.00371275,-0.92640639,-0.40351460,-0.00364793,-0.25699313,-0.16627193,-0.20690840,3.21270550,2.50135801,3.48356093,1.64900983,-0.43405870,0.10497109,-0.35866876,0.20877028,0.92640639
1.24710912,0.03614579,-0.77543442,0.01136884,-2.14166108,0.02720212,1.62883742,0.79061810,-0.59130192,-0.27665838,-0.14477921,-0.64251048,-0.00169769,-0.34836032,-0.00047027,-0.04480716,-0.90073342,-0.46679176,-0.02628942,-0.26015586,-0.16820899,-0.20714714,3.22911464,2.46808274,3.42604847,1.72240884,-0.40302551,0.07410636,-0.36374431,0.20882414,0.90073342
1.24810843,0.03558678,-0.77569446,0.01123533,-2.14228026,0.02719584,1.62851323,0.79061244,-0.58313994,-0.27216417,-0.14297326,-0.63475676,-0.00443710,-0.34171831,-0.00226573,-0.09547342,-0.89137853,-0.53272922,-0.03926504,-0.26331180,-0.16922649,-0.20731076,3.20640708,2.46377938,3.41012643,1.72890824,-0.38279460,0.05715454,-0.35017408,0.20887741,0.89137853
1.24910774,0.03502872,-0.77595888,0.01110892,-2.14287751,0.02719578,1.62816328,0.79061207,-0.57543725,-0.26962954,-0.13858957,-0.62456646,-0.00250326,-0.34417519,-0.00144557,-0.14740838,-0.88948027,-0.59946927,-0.04726475,-0.26649642,-0.16973506,-0.20744146,3.19018927,2.49323354,3.35950370,1.69819007,-0.39554900,0.10546729,-0.35517876,0.20892880,0.88948027
1.25010706,0.03447269,-0.77621669,0.01098513,-2.14347756,0.02719861,1.62782403,0.79061180,-0.56942045,-0.26506430,-0.13385413,-0.61812020,-0.00070744,-0.34254609,-0.00077171,-0.20039846,-0.88536922,-0.66711034,-0.05577053,-0.26980978,-0.17023083,-0.20755855,3.19668144,2.48948552,3.29981251,1.72158039,-0.40756390,0.12467074,-0.35915213,0.20898040,0.88536922
1.25110637,0.03393318,-0.77646790,0.01085960,-2.14407942,0.02720069,1.62749791,0.79060994,-0.56290003,-0.26098067,-0.13222464,-0.61152164,-0.00013230,-0.33707198,-0.00155115,-0.25340326,-0.87672390,-0.73498815,-0.06566714,-0.27322141,-0.17078792,-0.20766293,3.19548113,2.48832988,3.28544861,1.74394490,-0.41099846,0.11633777,-0.35285052,0.20903210,0.87672390
1.25210569,0.03337490,-0.77671837,0.01073937,-2.14466273,0.02719699,1.62717303,0.79060654,-0.56226232,-0.25894096,-0.12924398,-0.60361026,-0.00141835,-0.33264324,-0.00241036,-0.30351956,-0.86257898,-0.79921700,-0.07729953,-0.27660051,-0.17139431,-0.20776641,3.27841331,2.51689973,3.25427433,1.74643469,-0.40114891,0.11538999,-0.34590230,0.20908218,0.86257898
1.25310500,0.03283245,-0.77695831,0.01061854,-2.14524747,0.02718555,1.62684658,0.79061248,-0.55918217,-0.25209393,-0.12820155,-0.59812784,-0.00349658,-0.33107889,0.00043157,-0.34687776,-0.84309544,-0.85494658,-0.09068776,-0.27972642,-0.17206826,-0.20786199,3.32537568,2.46973697,3.24418272,1.78540097,-0.38536461,0.13459391,-0.36531763,0.20913235,0.85494658
1.25410431,0.03230491,-0.77719944,0.01049557,-2.14582557,0.02718221,1.62651695,0.79061244,-0.54895392,-0.24817712,-0.12681523,-0.59417342,-0.00359302,-0.32988963,0.00021064,-0.38171679,-0.82385258,-0.89992199,-0.10230095,-0.28234438,-0.17261409,-0.20793775,3.27151210,2.46956873,3.23137335,1.84261132,-0.38386567,0.15671783,-0.36300089,0.20918192,0.89992199
1.25510363,0.03176738,-0.77743196,0.01037233,-2.14639263,0.02718038,1.62619410,0.79061015,-0.54498140,-0.24457499,-0.12648048,-0.58528073,-0.00316862,-0.32955408,-0.00075517,-0.40842209,-0.80706958,-0.93420019,-0.11052088,-0.28434743,-0.17295830,-0.20802483,3.30671998,2.47092586,3.23618789,1.83133937,-0.38608750,0.18463446,-0.35533492,0.20923053,0.93420019
1.25610294,0.03124839,-0.77766285,0.01024980,-2.14695425,0.02717940,1.62586674,0.79060787,-0.53817442,-0.24046388,-0.12574609,-0.57676650,-0.00286248,-0.32965682,-0.00130903,-0.42674490,-0.78913186,-0.95725076,-0.11836242,-0.28574790,-0.17333698,-0.20815437,3.30034939,2.46621193,3.23381220,1.82449219,-0.38756614,0.21596156,-0.35055551,0.20927864,0.95725076
