t,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,tau_ext0,tau_ext1,tau_ext2,tau_ext3,tau_ext4,tau_ext5,tau_ext6,tau_cmd0,tau_cmd1,tau_cmd2,tau_cmd3,tau_cmd4,tau_cmd5,tau_cmd6,sigma_min,tau_ext_max
0.14809271,0.02657097,-0.77441312,0.01443016,-2.20423275,-0.00003510,1.59213369,0.78546628,0.52438616,0.33128961,0.25687726,-0.11441492,0.02738641,-0.00123300,-0.00022412,0.07333272,-0.14062540,-0.01034377,0.04367018,0.71171256,0.12662524,-0.04807314,7.23787910,11.11702567,8.06889644,-7.33992603,1.25176201,-0.46996853,0.13242380,0.21400967,0.71171256
0.14909333,0.02710762,-0.77406906,0.01469010,-2.20435789,-0.00000647,1.59213181,0.78546982,0.52851174,0.33627057,0.25773772,-0.11810589,0.02769638,-0.00150603,0.00083764,0.09020080,-0.09428603,0.01186436,0.02365094,0.71381407,0.12467653,-0.04777310,7.28991561,11.09731280,8.12248064,-7.33973878,1.25539998,-0.47416044,0.12682541,0.21401933,0.71381407
0.15009396,0.02767139,-0.77371496,0.01496488,-2.20448188,0.00002474,1.59213321,0.78547327,0.53659026,0.34357618,0.26398892,-0.12004070,0.02807529,-0.00148773,0.00208497,0.10959083,-0.05266921,0.03609300,0.00690908,0.71595991,0.12281357,-0.04744735,7.28524736,11.03386553,8.10370338,-7.36319020,1.25841327,-0.48094624,0.11999626,0.21402887,0.71595991
0.15109458,0.02822774,-0.77334469,0.01524901,-2.20461220,0.00005172,1.59213237,0.78547442,0.54382433,0.35225181,0.26892264,-0.12255240,0.02752697,-0.00168767,0.00240673,0.12844610,-0.02327104,0.05673846,-0.00416243,0.71794369,0.12114089,-0.04709679,7.29386176,10.95018726,8.10351925,-7.37843436,1.26817416,-0.48609086,0.11977081,0.21403890,0.71794369
0.15209521,0.02878405,-0.77296987,0.01551942,-2.20475163,0.00008200,1.59213372,0.78547474,0.54900773,0.35816846,0.26820320,-0.12751976,0.02820125,-0.00108450,0.00128948,0.14561666,-0.01160990,0.07226629,-0.00741020,0.71977732,0.11978101,-0.04673657,7.33105472,10.91235906,8.18038452,-7.35813992,1.26928181,-0.49653335,0.12962422,0.21404966,0.71977732
0.15309584,0.02935242,-0.77259832,0.01581711,-2.20488359,0.00011526,1.59213200,0.78548040,0.55446091,0.36334925,0.27852946,-0.12911713,0.02956526,-0.00021433,0.00282792,0.16154967,-0.01685537,0.08370056,-0.00308348,0.72157506,0.11872558,-0.04637884,7.36291253,10.87161394,8.09723874,-7.38372917,1.26523317,-0.50907873,0.12066758,0.21405978,0.72157506
0.15409646,0.02992365,-0.77221321,0.01610298,-2.20502322,0.00014866,1.59212879,0.78547623,0.56194894,0.37021401,0.28103051,-0.13216517,0.03120705,-0.00104083,0.00087968,0.17487545,-0.03485881,0.08809001,0.00645401,0.72324822,0.11782894,-0.04604319,7.36757334,10.81290413,8.12955423,-7.38896414,1.25942627,-0.50943265,0.13661074,0.21407052,0.72324822
0.15509709,0.03049168,-0.77183077,0.01640013,-2.20517087,0.00018182,1.59212852,0.78548408,0.56142510,0.37297060,0.28557733,-0.13741022,0.03253513,-0.00063875,0.00232535,0.18604169,-0.06215772,0.08602653,0.01960880,0.72483321,0.11704482,-0.04574009,7.48266731,10.81435470,8.12064431,-7.36235666,1.25567236,-0.51827060,0.12814759,0.21408188,0.72483321
0.15609772,0.03107203,-0.77145434,0.01670149,-2.20532734,0.00021621,1.59213081,0.78548139,0.56592750,0.37441437,0.29010306,-0.14262751,0.03329327,0.00013563,0.00127019,0.19761936,-0.09264885,0.08146267,0.03471081,0.72647484,0.11638957,-0.04547035,7.52706538,10.83083797,8.11389482,-7.33292609,1.25589253,-0.52980499,0.13774882,0.21409391,0.72647484
0.15709834,0.03165510,-0.77107222,0.01699800,-2.20548599,0.00024854,1.59213229,0.78548180,0.57236136,0.37504847,0.29061029,-0.14713672,0.03336119,0.00095581,0.00017324,0.21079226,-0.11777939,0.07698188,0.04881836,0.72814905,0.11577440,-0.04524369,7.54484124,10.86234809,8.16485187,-7.31238892,1.26116427,-0.54130889,0.14748184,0.21410612,0.72814905
0.15809897,0.03224720,-0.77069041,0.01729384,-2.20564150,0.00028193,1.59213148,0.78548374,0.57695078,0.37729936,0.29203374,-0.15030833,0.03308800,0.00117030,0.00094705,0.22636103,-0.13123159,0.07602207,0.05897508,0.72979782,0.11501300,-0.04503843,7.58783650,10.87170021,8.20303896,-7.31173684,1.26877691,-0.54848844,0.14404831,0.21411807,0.72979782
0.15909960,0.03284579,-0.77028639,0.01759634,-2.20580540,0.00031322,1.59213118,0.78549291,0.58553141,0.38486256,0.29516608,-0.15433574,0.03210806,0.00100966,0.00327635,0.24455126,-0.13478157,0.08025923,0.06530690,0.73140595,0.11405038,-0.04480168,7.57680665,10.79567987,8.22620143,-7.29884218,1.28151145,-0.55359957,0.12944514,0.21413067,0.73140595
0.16010022,0.03345357,-0.76988024,0.01790190,-2.20597031,0.00034940,1.59213006,0.78549200,0.59060706,0.39007280,0.29776289,-0.15756786,0.03278607,0.00043567,0.00242975,0.26433629,-0.13668650,0.08830800,0.07097769,0.73297770,0.11302406,-0.04450571,7.61306276,10.75656623,8.25068856,-7.29661131,1.28237033,-0.55546452,0.13754355,0.21414333,0.73297770
0.16110085,0.03406050,-0.76947327,0.01821953,-2.20613644,0.00037965,1.59212919,0.78549571,0.59449874,0.39530978,0.30425581,-0.16052798,0.03247504,-0.00035460,0.00264157,0.28489257,-0.14174014,0.09803221,0.07759975,0.73453345,0.11199797,-0.04416217,7.66586473,10.71184796,8.21761957,-7.29756436,1.29036371,-0.55597536,0.13802133,0.21415606,0.73453345
0.16210148,0.03466466,-0.76906308,0.01852533,-2.20630714,0.00041337,1.59212589,0.78550391,0.59979281,0.39850113,0.30433495,-0.16373692,0.03314886,-0.00065909,0.00509129,0.30626451,-0.14906725,0.10859313,0.08421524,0.73611107,0.11090676,-0.04378511,7.69977449,10.70369261,8.27518015,-7.29364626,1.29144475,-0.55924807,0.12258269,0.21416916,0.73611107
0.16310210,0.03527760,-0.76864793,0.01883115,-2.20647652,0.00044987,1.59212393,0.78550947,0.60148982,0.40439361,0.30398080,-0.16626015,0.03381938,-0.00109472,0.00454171,0.33047575,-0.15699234,0.12380326,0.08947157,0.73786930,0.10966479,-0.04337887,7.78351373,10.66038105,8.33892036,-7.30158889,1.29243399,-0.56170244,0.12826592,0.21418214,0.73786930
0.16410273,0.03590711,-0.76822438,0.01913693,-2.20665684,0.00048807,1.59212443,0.78551273,0.60920126,0.40893608,0.30660303,-0.17058664,0.03464875,-0.00038671,0.00413356,0.35927192,-0.16614146,0.14714832,0.09332213,0.73993911,0.10827958,-0.04297081,7.78264894,10.62384743,8.36456497,-7.27996793,1.29221180,-0.57252174,0.13313836,0.21419599,0.73993911
0.16510335,0.03654334,-0.76780162,0.01945284,-2.20684534,0.00052116,1.59212578,0.78551390,0.61992575,0.41117131,0.30901011,-0.17561507,0.03397939,0.00064895,0.00317033,0.39038828,-0.17607575,0.17553483,0.09625585,0.74216462,0.10685882,-0.04259622,7.73926584,10.61690786,8.39186986,-7.24522994,1.30275213,-0.58553377,0.14201738,0.21421044,0.74216462
0.16610398,0.03719283,-0.76737911,0.01977333,-2.20703715,0.00055192,1.59212782,0.78552422,0.62871650,0.41566541,0.31301732,-0.18079363,0.03341828,0.00130177,0.00569553,0.41977157,-0.18479926,0.20317552,0.09859902,0.74428232,0.10550903,-0.04225319,7.72207539,10.57629996,8.39711156,-7.20914579,1.31262830,-0.59608947,0.12603894,0.21422514,0.74428232
0.16710461,0.03783984,-0.76695722,0.02009712,-2.20722166,0.00058727,1.59212745,0.78553330,0.63648077,0.41641116,0.31608437,-0.18136765,0.03305107,0.00072970,0.00658989,0.44489255,-0.18923591,0.22622896,0.09899377,0.74611696,0.10411377,-0.04191593,7.71836311,10.59461741,8.40865049,-7.23643464,1.32093284,-0.59735471,0.12149071,0.21423925,0.74611696
0.16810523,0.03849966,-0.76652596,0.02041726,-2.20741339,0.00062421,1.59212657,0.78554514,0.64250789,0.41967837,0.31644809,-0.18531009,0.03496421,0.00016917,0.00807674,0.46559866,-0.18450209,0.24499842,0.09414415,0.74763563,0.10235304,-0.04156954,7.73871654,10.57857994,8.46098693,-7.21758926,1.31326169,-0.59877337,0.11266890,0.21425392,0.74763563
0.16910586,0.03917862,-0.76609961,0.02074831,-2.20761106,0.00066760,1.59212566,0.78556134,0.65272572,0.42194726,0.32208729,-0.18875333,0.03715785,-0.00073348,0.01067745,0.48180449,-0.16912214,0.26010954,0.08319244,0.74887586,0.10013443,-0.04120979,7.69905333,10.56501341,8.43975913,-7.20217883,1.30321974,-0.59807493,0.09589178,0.21426904,0.74887586
0.17010649,0.03985328,-0.76566609,0.02108118,-2.20781359,0.00071723,1.59212262,0.78557708,0.66299324,0.42525798,0.32578477,-0.19242725,0.04095519,-0.00153098,0.01260110,0.49104878,-0.14464406,0.26802301,0.06745367,0.74971547,0.09758371,-0.04084866,7.65991974,10.53795295,8.44725313,-7.18339228,1.28171334,-0.59794866,0.08388372,0.21428453,0.74971547
0.17110711,0.04054430,-0.76522362,0.02143178,-2.20801353,0.00076557,1.59212099,0.78559888,0.67153272,0.43178210,0.33589370,-0.19539027,0.04444715,-0.00218201,0.01514205,0.49012290,-0.11515044,0.26315126,0.04908664,0.74989747,0.09488158,-0.04050928,7.64384950,10.45470717,8.36470731,-7.17570535,1.26228348,-0.59947861,0.06730280,0.21429976,0.74989747
0.17210774,0.04125697,-0.76476459,0.02177552,-2.20822077,0.00080662,1.59211943,0.78562446,0.68328010,0.43954035,0.33834395,-0.19900156,0.04406419,-0.00157831,0.01850130,0.47711592,-0.08900113,0.24168652,0.03194854,0.74922025,0.09229835,-0.04019558,7.58266947,10.36034430,8.39637512,-7.15845574,1.27059853,-0.60944800,0.04480557,0.21431557,0.74922025
0.17310837,0.04196452,-0.76430547,0.02212382,-2.20843152,0.00085055,1.59211595,0.78564204,0.69112334,0.44475320,0.34021509,-0.20284352,0.04275186,-0.00183539,0.01836946,0.45311996,-0.07300835,0.20643686,0.01934234,0.74773130,0.09005407,-0.03989679,7.57533387,10.30624254,8.42838131,-7.13720093,1.28522536,-0.61293664,0.04710513,0.21433164,0.74773130
0.17410899,0.04268377,-0.76383938,0.02248403,-2.20864247,0.00089024,1.59211606,0.78566744,0.69842416,0.45046039,0.34927308,-0.20538595,0.04169815,-0.00126553,0.02122681,0.42029135,-0.06804504,0.16144313,0.01187915,0.74559439,0.08817625,-0.03960029,7.57433376,10.23285417,8.35731246,-7.13314175,1.29808668,-0.62280602,0.02813281,0.21434768,0.74559439
0.17510962,0.04340384,-0.76337558,0.02283906,-2.20886434,0.00093970,1.59211558,0.78569532,0.70593020,0.45526862,0.35026873,-0.21017022,0.04337803,-0.00068548,0.02305013,0.37986717,-0.07224807,0.10789438,0.00888445,0.74296061,0.08659459,-0.03927649,7.57101958,10.18395811,8.40014148,-7.09680924,1.29152159,-0.63218049,0.01624065,0.21436458,0.74296061
0.17611024,0.04413413,-0.76290679,0.02321793,-2.20908323,0.00099230,1.59211141,0.78571488,0.71177426,0.45809417,0.35922033,-0.21333229,0.04623575,-0.00159528,0.02244020,0.33329008,-0.08226382,0.04768499,0.00925798,0.74001648,0.08522912,-0.03890324,7.58860387,10.15103912,8.32259500,-7.08131433,1.27630972,-0.63117842,0.02181875,0.21438119,0.74001648
0.17711087,0.04486522,-0.76245130,0.02358521,-2.20930806,0.00104921,1.59210785,0.78573662,0.72032143,0.45863627,0.36014367,-0.21628345,0.04981863,-0.00220692,0.02155969,0.28176185,-0.09070501,-0.01743807,0.00980839,0.73682599,0.08387808,-0.03848199,7.56884019,10.16387728,8.35916276,-7.06684214,1.25603679,-0.63154886,0.02914292,0.21439827,0.73682599
0.17811150,0.04561366,-0.76197769,0.02396465,-2.20953784,0.00110225,1.59210414,0.78576333,0.72739994,0.46295020,0.36716013,-0.21907710,0.05099114,-0.00307686,0.02309595,0.22642933,-0.09115360,-0.08546014,0.00740027,0.73336049,0.08232656,-0.03800147,7.56871036,10.11041895,8.31203440,-7.05522884,1.25270451,-0.63075823,0.01936301,0.21441571,0.73336049
0.17911212,0.04637939,-0.76151043,0.02434838,-2.20976246,0.00115093,1.59209966,0.78578373,0.73811277,0.46565975,0.37035182,-0.22174959,0.04980114,-0.00402496,0.02201395,0.16801446,-0.08299512,-0.15546024,0.00162796,0.72957568,0.08053565,-0.03746368,7.51669011,10.08363341,8.31967479,-7.04389235,1.26625475,-0.62899336,0.02822574,0.21443271,0.72957568
0.18011275,0.04713051,-0.76102998,0.02474236,-2.20999863,0.00119809,1.59209090,0.78580141,0.74460709,0.47023785,0.38001672,-0.22552352,0.04914822,-0.00611532,0.02096224,0.10649915,-0.06842273,-0.22880473,-0.00620656,0.72543398,0.07863125,-0.03692156,7.52474911,10.01896631,8.23298586,-7.01695334,1.27591039,-0.61956982,0.03704897,0.21445058,0.72543398
0.18111338,0.04789646,-0.76054529,0.02512991,-2.21023409,0.00124777,1.59208510,0.78581595,0.75094970,0.47680147,0.37972135,-0.22923514,0.04935061,-0.00583411,0.01859332,0.04363322,-0.05265814,-0.30442877,-0.01318493,0.72111171,0.07687965,-0.03641745,7.53503970,9.94386063,8.29119239,-6.99335165,1.27979062,-0.62628032,0.05520339,0.21446839,0.72111171
0.18211400,0.04867499,-0.76005320,0.02551441,-2.21048276,0.00129818,1.59207799,0.78582694,0.75726433,0.47987984,0.38310731,-0.23390041,0.04886423,-0.00554700,0.01646747,-0.01638545,-0.04098255,-0.37624831,-0.01650795,0.71699912,0.07552469,-0.03593941,7.54342192,9.90945509,8.29221930,-6.95204373,1.28829951,-0.63294417,0.07184360,0.21448722,0.71699912
0.18311463,0.04944537,-0.75956239,0.02590464,-2.21072695,0.00135441,1.59207608,0.78583721,0.76332306,0.48025075,0.38397377,-0.23656053,0.05113120,-0.00421137,0.01508439,-0.06995199,-0.03072343,-0.43856149,-0.01728723,0.71336755,0.07452969,-0.03546242,7.55550391,9.92064853,8.32341058,-6.93785610,1.27730584,-0.64662947,0.08327452,0.21450568,0.71336755
0.18411526,0.05022126,-0.75907123,0.02630505,-2.21097476,0.00140948,1.59207006,0.78584794,0.76402271,0.48489140,0.38992815,-0.24078042,0.05167027,-0.00459193,0.01296809,-0.11470843,-0.01678230,-0.48905659,-0.01808558,0.71034335,0.07370661,-0.03496919,7.64202253,9.86468628,8.28222021,-6.90464194,1.27830134,-0.64873666,0.09985223,0.21452438,0.71034335
0.18511588,0.05100412,-0.75856686,0.02669027,-2.21122331,0.00146456,1.59206336,0.78586730,0.77163887,0.49054944,0.38754391,-0.24221280,0.05232858,-0.00553947,0.01413536,-0.14845350,-0.00099392,-0.52584065,-0.01871353,0.70808094,0.07298022,-0.03443071,7.63387318,9.80300591,8.36951437,-6.90924550,1.27884467,-0.64628811,0.09301999,0.21454315,0.70808094
0.18611651,0.05178493,-0.75805929,0.02708495,-2.21147328,0.00151887,1.59205657,0.78587835,0.77220964,0.49390778,0.39063146,-0.24516085,0.05332292,-0.00560478,0.01316984,-0.16925949,0.01337765,-0.54606983,-0.01873678,0.70671605,0.07226788,-0.03382814,7.72187099,9.76942004,8.36704984,-6.89253022,1.27679242,-0.65006205,0.10150228,0.21456199,0.70671605
0.18711714,0.05257584,-0.75756091,0.02748674,-2.21173687,0.00157137,1.59205528,0.78588597,0.77579425,0.49682624,0.39257311,-0.25073747,0.05319983,-0.00420419,0.01245052,-0.17610721,0.02643966,-0.54890926,-0.01828442,0.70631330,0.07152208,-0.03319068,7.76764821,9.73945075,8.38272508,-6.83607875,1.28269029,-0.66439819,0.10846486,0.21458186,0.70631330
0.18811776,0.05336240,-0.75704455,0.02788635,-2.21199984,0.00163213,1.59204874,0.78589303,0.77917118,0.50216353,0.39723006,-0.25323682,0.05538505,-0.00427895,0.01114549,-0.16984106,0.03769264,-0.53725828,-0.01651835,0.70681660,0.07080763,-0.03256693,7.81756645,9.66977229,8.36321942,-6.82341240,1.27200651,-0.66838608,0.11958451,0.21460167,0.70681660
0.18911839,0.05416807,-0.75652159,0.02828671,-2.21225959,0.00169232,1.59204237,0.78589607,0.78623699,0.50936094,0.39531290,-0.25535960,0.05634424,-0.00478763,0.00906317,-0.15208927,0.04376872,-0.51379916,-0.01259126,0.70807445,0.07013278,-0.03197826,7.81620905,9.58121082,8.44381405,-6.81667502,1.27021586,-0.66902532,0.13635403,0.21462120,0.70807445
0.19011901,0.05497099,-0.75599774,0.02868945,-2.21252963,0.00174724,1.59203725,0.78590677,0.79175301,0.51402997,0.40017264,-0.25949846,0.05604332,-0.00445683,0.00888706,-0.12464256,0.04110329,-0.48020564,-0.00581631,0.70990511,0.06950704,-0.03141082,7.83536338,9.51496874,8.42236129,-6.77829630,1.27722606,-0.67591004,0.13942567,0.21464152,0.70990511
0.19111964,0.05578594,-0.75546558,0.02909402,-2.21280530,0.00180144,1.59203232,0.78591294,0.79823187,0.51780216,0.39998682,-0.26312348,0.05470663,-0.00431565,0.00746589,-0.08984604,0.03007492,-0.43923692,0.00374540,0.71210202,0.06897643,-0.03084543,7.84028328,9.46938299,8.47171538,-6.74588036,1.29169258,-0.68093631,0.15140949,0.21466224,0.71210202
0.19212027,0.05660377,-0.75493824,0.02951020,-2.21307265,0.00185180,1.59203186,0.78592089,0.80051165,0.52123809,0.40598163,-0.26480194,0.05334266,-0.00307258,0.00739617,-0.04956257,0.01477115,-0.39357176,0.01412497,0.71449469,0.06843985,-0.03027446,7.90200372,9.42353398,8.42624021,-6.74173551,1.30631458,-0.69406947,0.15383794,0.21468226,0.71449469
0.19312089,0.05741687,-0.75440914,0.02991683,-2.21335068,0.00190849,1.59202751,0.78593253,0.80556240,0.52292714,0.40561292,-0.26914345,0.05455749,-0.00371753,0.00895996,-0.00481474,0.00037503,-0.34477933,0.02261867,0.71701454,0.06768562,-0.02967873,7.92625807,9.40878804,8.47257582,-6.69748238,1.30275292,-0.69329772,0.14463757,0.21470312,0.71701454
0.19412152,0.05824472,-0.75388246,0.03033196,-2.21362846,0.00196476,1.59201708,0.78593952,0.80969299,0.52543797,0.40925715,-0.27202448,0.05588486,-0.00561314,0.00825543,0.04366474,-0.00890814,-0.29327231,0.02770943,0.71967849,0.06659573,-0.02904720,7.96168648,9.37656322,8.46071849,-6.67352703,1.29830984,-0.68370675,0.15157230,0.21472392,0.71967849
0.19512215,0.05909133,-0.75334427,0.03073879,-2.21391362,0.00202785,1.59200832,0.78594634,0.81898560,0.52779312,0.40676279,-0.27586126,0.05815275,-0.00590417,0.00764727,0.09478138,-0.01109568,-0.23902899,0.02903655,0.72246622,0.06516092,-0.02840252,7.92520876,9.35035125,8.54285548,-6.63391945,1.28720453,-0.68507737,0.15785515,0.21474530,0.72246622
0.19612277,0.05991145,-0.75280258,0.03115740,-2.21419797,0.00209173,1.59200164,0.78595551,0.81967947,0.53073970,0.41298021,-0.27845916,0.05957308,-0.00564903,0.00812020,0.14726130,-0.00602027,-0.18287397,0.02679089,0.72526281,0.06341735,-0.02777039,8.00894824,9.30838044,8.49058681,-6.61364402,1.28163522,-0.69076038,0.15643627,0.21476656,0.72526281
0.19712340,0.06074355,-0.75225835,0.03157559,-2.21447910,0.00214298,1.59199482,0.78596168,0.82186940,0.53560733,0.41254676,-0.27930125,0.05746076,-0.00544696,0.00766711,0.20105776,0.00472892,-0.12559647,0.02132571,0.72796138,0.06136319,-0.02716524,8.07216518,9.25177334,8.53731268,-6.61951864,1.30171599,-0.69556183,0.16162742,0.21478753,0.72796138
0.19812403,0.06158207,-0.75168953,0.03197804,-2.21476922,0.00219587,1.59198573,0.78596944,0.82816601,0.54482258,0.41138202,-0.28224452,0.05568108,-0.00613380,0.00784901,0.25736655,0.01450572,-0.06531679,0.01500180,0.73061283,0.05908556,-0.02657517,8.08069741,9.12344496,8.60876094,-6.59589759,1.31950673,-0.69460669,0.16238631,0.21480923,0.73061283
0.19912465,0.06244011,-0.75112617,0.03239683,-2.21505184,0.00225344,1.59196717,0.78597410,0.83621156,0.54916487,0.41210884,-0.28322066,0.05649827,-0.00978149,0.00611395,0.31582983,0.01566491,-0.00097310,0.01130020,0.73329359,0.05680638,-0.02597283,8.06112775,9.06149533,8.64457244,-6.59597527,1.31877918,-0.67201588,0.17670365,0.21483028,0.73329359
0.20012528,0.06331933,-0.75056485,0.03283202,-2.21533758,0.00231908,1.59195224,0.78597861,0.84757834,0.55344430,0.41998907,-0.28364761,0.05933648,-0.01163579,0.00630189,0.37187499,0.00917627,0.06100140,0.00985847,0.73576245,0.05459480,-0.02535828,7.99358198,8.98225797,8.58056475,-6.60068279,1.30330084,-0.66278137,0.17764901,0.21485151,0.73576245
0.20112590,0.06419555,-0.74998784,0.03325865,-2.21563504,0.00237927,1.59194623,0.78598986,0.85998484,0.55974687,0.42069550,-0.28694311,0.05966619,-0.00964642,0.00792693,0.41930642,-0.00156434,0.11126345,0.00930724,0.73764355,0.05250228,-0.02472870,7.91399913,8.88235559,8.62504863,-6.56572818,1.30593002,-0.68063936,0.16819377,0.21487364,0.73764355
0.20212653,0.06506745,-0.74941644,0.03369412,-2.21592958,0.00243648,1.59193688,0.78599723,0.86327254,0.56572515,0.42687570,-0.29021335,0.05998548,-0.00917556,0.00793262,0.45578389,-0.01850404,0.14655440,0.01141823,0.73888226,0.05074724,-0.02407325,7.95919278,8.78659376,8.57884911,-6.53344104,1.30847734,-0.68779031,0.17022318,0.21489549,0.73888226
0.20312716,0.06594712,-0.74883957,0.03412942,-2.21622032,0.00249764,1.59192871,0.78600316,0.87319487,0.56778078,0.43036551,-0.28961705,0.06112899,-0.00846125,0.00709304,0.48181891,-0.04057121,0.16725398,0.01589552,0.73955573,0.04927745,-0.02342195,7.91128947,8.74822249,8.57130803,-6.55047218,1.30521124,-0.69599775,0.17823315,0.21491702,0.73955573
0.20412778,0.06686018,-0.74825362,0.03457958,-2.21651152,0.00256616,1.59190965,0.78601305,0.88712628,0.57163240,0.43861326,-0.29099558,0.06357930,-0.01131108,0.00778432,0.49553567,-0.06076003,0.17053543,0.01867946,0.73950091,0.04771474,-0.02282891,7.80574570,8.66428588,8.50245762,-6.53796574,1.29229079,-0.67953229,0.17544409,0.21493853,0.73950091
0.20512841,0.06779486,-0.74766787,0.03503998,-2.21681544,0.00264833,1.59189001,0.78601690,0.90047640,0.57796911,0.44323654,-0.29485783,0.06961296,-0.01319904,0.00656515,0.49321476,-0.07740702,0.15153304,0.01915474,0.73851661,0.04600764,-0.02233345,7.70770455,8.54965713,8.48823801,-6.49142031,1.25374040,-0.66982420,0.18634095,0.21496099,0.73851661
0.20612904,0.06871134,-0.74708056,0.03550138,-2.21712744,0.00272882,1.59187850,0.78602468,0.90809160,0.57978661,0.45268804,-0.29980507,0.07395782,-0.01280453,0.00779546,0.47329624,-0.09378760,0.10818426,0.02031008,0.73657775,0.04446366,-0.02193876,7.68786554,8.49483385,8.38991717,-6.42693285,1.22676881,-0.67627929,0.17984179,0.21498404,0.73657775
0.20712966,0.06963813,-0.74650009,0.03596040,-2.21743351,0.00280444,1.59187832,0.78603014,0.91125530,0.58003933,0.45429939,-0.30205183,0.07474063,-0.00832580,0.00748879,0.43858943,-0.10696763,0.04464420,0.02166070,0.73377981,0.04309199,-0.02160917,7.72766974,8.48993332,8.39447353,-6.40267852,1.22524054,-0.71059195,0.18407742,0.21500659,0.73377981
0.20813029,0.07058813,-0.74590482,0.03643090,-2.21773588,0.00287901,1.59186696,0.78603785,0.92062132,0.58457731,0.46005587,-0.30078269,0.07506972,-0.00893923,0.00759057,0.39404010,-0.11105334,-0.03091635,0.01912274,0.73022542,0.04143795,-0.02129511,7.68168339,8.40679568,8.35338443,-6.42700556,1.22694541,-0.70948375,0.18546859,0.21502879,0.73022542
0.20913092,0.07153997,-0.74530585,0.03690202,-2.21804521,0.00296579,1.59183945,0.78605414,0.93040443,0.58768899,0.46182992,-0.30278989,0.07855523,-0.01494121,0.01085887,0.34221284,-0.10529279,-0.11310627,0.01041454,0.72593903,0.03913096,-0.02094362,7.62954766,8.34727176,8.36664119,-6.40335869,1.20601163,-0.66950668,0.16425857,0.21505152,0.72593903
0.21013154,0.07251954,-0.74472743,0.03738285,-2.21836320,0.00305408,1.59181417,0.78605684,0.94544119,0.58388671,0.46530928,-0.30866414,0.08167705,-0.01817100,0.00840992,0.28302987,-0.08807706,-0.19993044,-0.00441121,0.72091592,0.03625051,-0.02054063,7.49979803,8.37503972,8.34825671,-6.31722722,1.18735679,-0.64883473,0.18377371,0.21507488,0.72091592
0.21113217,0.07346818,-0.74412612,0.03787242,-2.21868299,0.00313685,1.59180461,0.78606944,0.94865945,0.58883685,0.47588454,-0.31171892,0.08156179,-0.01574625,0.00976669,0.21570014,-0.05705884,-0.29242586,-0.02423250,0.71514619,0.03314426,-0.02011531,7.53841227,8.27582635,8.22974108,-6.28002969,1.19146163,-0.66947417,0.17615259,0.21509829,0.71514619
0.21213279,0.07442635,-0.74353128,0.03836812,-2.21900140,0.00321993,1.59180267,0.78607978,0.94812675,0.59166496,0.47903970,-0.31409118,0.08177319,-0.01130546,0.01032840,0.14296155,-0.01706379,-0.38971975,-0.04667997,0.70883231,0.03006700,-0.01966132,7.62686121,8.23114183,8.20702617,-6.25351122,1.19349119,-0.70340512,0.17408412,0.21512153,0.70883231
0.21313342,0.07541060,-0.74291374,0.03886399,-2.21932592,0.00330119,1.59179223,0.78608937,0.95586888,0.59944389,0.48313685,-0.31669648,0.08046872,-0.01100443,0.01033774,0.07063183,0.02318970,-0.48556726,-0.06890846,0.70241304,0.02708314,-0.01915308,7.60193478,8.09729526,8.19058546,-6.22213384,1.20633265,-0.70883305,0.17607742,0.21514521,0.70241304
0.21413405,0.07638306,-0.74230334,0.03934907,-2.21965558,0.00338935,1.59177080,0.78609518,0.96019369,0.60102778,0.48595964,-0.31988457,0.08209007,-0.01462067,0.00836631,0.00227919,0.05767182,-0.57522840,-0.08846156,0.69626224,0.02422397,-0.01859256,7.62195723,8.06000708,8.17662320,-6.17873805,1.19822598,-0.68535933,0.19203138,0.21516932,0.69626224
0.21513467,0.07738298,-0.74169268,0.03983986,-2.21998005,0.00347980,1.59175102,0.78610311,0.97124202,0.60464774,0.48372964,-0.32319112,0.08501316,-0.01715344,0.00810971,-0.06005154,0.08661980,-0.65495993,-0.10493836,0.69067190,0.02149480,-0.01797605,7.54885029,7.99574311,8.24651178,-6.13318482,1.18119983,-0.66946949,0.19592808,0.21519296,0.69067190
0.21613530,0.07834857,-0.74108209,0.04032112,-2.22031719,0.00357067,1.59174307,0.78611811,0.97122355,0.60604272,0.48459020,-0.32720573,0.08644687,-0.01358912,0.01099454,-0.11340917,0.11300854,-0.71921203,-0.11923824,0.68592384,0.01888238,-0.01726719,7.62929435,7.97111984,8.25515662,-6.07899308,1.17432515,-0.69645636,0.17736573,0.21521758,0.71921203
0.21713593,0.07931580,-0.74045346,0.04080504,-2.22064916,0.00365823,1.59174239,0.78613073,0.96581794,0.61202829,0.48285371,-0.32904614,0.08669501,-0.00860715,0.01233482,-0.15212112,0.13698683,-0.76075430,-0.13186993,0.68236630,0.01631703,-0.01643144,7.78552927,7.89374139,8.30223781,-6.06130648,1.17609017,-0.73355573,0.16968714,0.21524174,0.76075430
0.21813655,0.08031780,-0.73983616,0.04130021,-2.22098746,0.00374267,1.59173213,0.78613113,0.97383403,0.61418924,0.48300539,-0.33035927,0.08651435,-0.00822201,0.00883577,-0.17156032,0.15757001,-0.77473662,-0.14370133,0.68017785,0.01358263,-0.01549615,7.75278397,7.85009298,8.33010944,-6.04094581,1.18096793,-0.73817320,0.19662315,0.21526632,0.77473662
