t,x,y,z,vx,vy,vz,wx,wy,wz,tvx,tvy,tvz
4.549695346501504978e-01,7.799853407232677505e-01,-2.017975138766079923e-01,2.509468434535341297e-01,4.705507335449427009e-01,2.041966789678720584e+00,-5.522943923372541919e-01,-3.894164250366647373e-01,1.282714911245375733e+00,9.333747051488248125e-01,4.705507335449427009e-01,2.041966789678720584e+00,-5.522943923372541919e-01
4.559694676933376267e-01,7.798503582485771801e-01,-2.016304933093970575e-01,2.502014113237977511e-01,4.662524441942434428e-01,2.035901348731140814e+00,-5.526319590442643204e-01,-3.875259277223505050e-01,1.281545564590427677e+00,9.332371324970171189e-01,4.662524441942434428e-01,2.035901348731140814e+00,-5.526319590442643204e-01
4.569694007365247557e-01,7.797144002323922463e-01,-2.014632481335375258e-01,2.494617825768153940e-01,4.619618465977576305e-01,2.029833791995760972e+00,-5.529619211735622430e-01,-3.856420063519181984e-01,1.280376604177695832e+00,9.331002995711836778e-01,4.619618465977576305e-01,2.029833791995760972e+00,-5.529619211735622430e-01
4.579693337797118846e-01,7.795774821876537697e-01,-2.012957816618228812e-01,2.487279569788317379e-01,4.576789630442384404e-01,2.023764116561785009e+00,-5.532843417892374660e-01,-3.837646554886298134e-01,1.279208035475211114e+00,9.329642051697519811e-01,4.576789630442384404e-01,2.023764116561785009e+00,-5.532843417892374660e-01
4.589692668228990691e-01,7.794396195101986891e-01,-2.011280971859664701e-01,2.479999342428690356e-01,4.534038155365416323e-01,2.017692319574369009e+00,-5.535992838377787884e-01,-3.818938697198969168e-01,1.278039863875835902e+00,9.328288479377342401e-01,4.534038155365416323e-01,2.017692319574369009e+00,-5.535992838377787884e-01
4.599691998660861980e-01,7.793008274786633605e-01,-2.009601979765832103e-01,2.472777140292754527e-01,4.491364257936060755e-01,2.011618398234258809e+00,-5.539068101468020977e-01,-3.800296436572302983e-01,1.276872094697942162e+00,9.326942263669090183e-01,4.491364257936060755e-01,2.011618398234258809e+00,-5.539068101468020977e-01
4.609691329092733270e-01,7.791611212543928522e-01,-2.007920872831707171e-01,2.465612959462680220e-01,4.448768152524258945e-01,2.005542349797422741e+00,-5.542069834237883796e-01,-3.781719719361818499e-01,1.275704733186084239e+00,9.325603387960004209e-01,4.448768152524258945e-01,2.005542349797422741e+00,-5.542069834237883796e-01
4.619690659524605114e-01,7.790205158813495734e-01,-2.006237683340913736e-01,2.458506795504705189e-01,4.406250050700272203e-01,1.999464171574684812e+00,-5.544998662548359381e-01,-3.763208492162752883e-01,1.274537784511672323e+00,9.324271834108621704e-01,4.406250050700272203e-01,1.999464171574684812e+00,-5.544998662548359381e-01
4.629689989956476404e-01,7.788790262860257885e-01,-2.004552443365553993e-01,2.451458643474514476e-01,4.363810161254430553e-01,1.993383860931362106e+00,-5.547855211034260492e-01,-3.744762701809403738e-01,1.273371253773643463e+00,9.322947582446576842e-01,4.363810161254430553e-01,1.993383860931362106e+00,-5.547855211034260492e-01
4.639689320388347693e-01,7.787366672773616827e-01,-2.002865184766035034e-01,2.444468497922534234e-01,4.321448690216805888e-01,1.987301415286899076e+00,-5.550640103092081556e-01,-3.726382295374343068e-01,1.272205145999135478e+00,9.321630611780482578e-01,4.321448690216805888e-01,1.987301415286899076e+00,-5.550640103092081556e-01
4.649688650820218982e-01,7.785934535466614292e-01,-2.001175939190906194e-01,2.437536352899224434e-01,4.279165840876957283e-01,1.981216832114503168e+00,-5.553353960867883909e-01,-3.708067220167617362e-01,1.271039466144147312e+00,9.320320899393680358e-01,4.279165840876957283e-01,1.981216832114503168e+00,-5.553353960867883909e-01
4.659687981252090827e-01,7.784493996675162508e-01,-1.999484738076701407e-01,2.430662201960303026e-01,4.236961813803561405e-01,1.975130108940782225e+00,-5.555997405245434173e-01,-3.689817423735864965e-01,1.269874219094213830e+00,9.319018421048126388e-01,4.236961813803561405e-01,1.975130108940782225e+00,-5.555997405245434173e-01
4.669687311683962117e-01,7.783045200957271481e-01,-1.997791612647782933e-01,2.423846038171959816e-01,4.194836806864131740e-01,1.969041243345379000e+00,-5.558571055834379271e-01,-3.671632853861415136e-01,1.268709409665064181e+00,9.317723150986229053e-01,4.194836806864131740e-01,1.969041243345379000e+00,-5.558571055834379271e-01
4.679686642115833406e-01,7.781588291692326242e-01,-1.996096593916195094e-01,2.417087854115997358e-01,4.152791015244613471e-01,1.962950232960608332e+00,-5.561075530958634605e-01,-3.653513458561271632e-01,1.267545042603287708e+00,9.316435061932647477e-01,4.152791015244613471e-01,1.962950232960608332e+00,-5.561075530958634605e-01
4.689685972547704695e-01,7.780123411080381857e-01,-1.994399712681516335e-01,2.410387641894975452e-01,4.110824631469042756e-01,1.956857075471093887e+00,-5.563511447644857721e-01,-3.635459186086132943e-01,1.266381122586996089e+00,9.315154125096163362e-01,4.110824631469042756e-01,1.956857075471093887e+00,-5.563511447644857721e-01
4.699685302979576540e-01,7.778650700141468421e-01,-1.992700999530722661e-01,2.403745393137263764e-01,4.068937845419128285e-01,1.950761768613405112e+00,-5.565879421611066302e-01,-3.617469984919235992e-01,1.265217654226479249e+00,9.313880310171525068e-01,4.068937845419128285e-01,1.950761768613405112e+00,-5.565879421611066302e-01
4.709684633411447829e-01,7.777170298714961572e-01,-1.991000484838053586e-01,2.397161099002114160e-01,4.027130844353856709e-01,1.944664310175697519e+00,-5.568180067255412702e-01,-3.599545803775287545e-01,1.264054642064866618e+00,9.312613585341262823e-01,4.027130844353856709e-01,1.944664310175697519e+00,-5.568180067255412702e-01
4.719683963843319119e-01,7.775682345458942990e-01,-1.989298198764878067e-01,2.390634750184633117e-01,3.985403812929038114e-01,1.938564697997344988e+00,-5.570413997645058402e-01,-3.581686591599194669e-01,1.262892090578781268e+00,9.311353917277566117e-01,3.985403812929038114e-01,1.938564697997344988e+00,-5.570413997645058402e-01
4.729683294275190408e-01,7.774186977849597557e-01,-1.987594171259570719e-01,2.384166336920776619e-01,3.943756933216855387e-01,1.932462929968584486e+00,-5.572581824505192793e-01,-3.563892297564882905e-01,1.261730004178993170e+00,9.310101271144134438e-01,3.943756933216855387e-01,1.932462929968584486e+00,-5.572581824505192793e-01
4.739682624707062253e-01,7.772684332180639366e-01,-1.985888432057394959e-01,2.377755848992242071e-01,3.902190384725361394e-01,1.926359004030147037e+00,-5.574684158208189633e-01,-3.546162871073932354e-01,1.260568387211070451e+00,9.308855610597975838e-01,3.902190384725361394e-01,1.926359004030147037e+00,-5.574684158208189633e-01
4.749681955138933542e-01,7.771174543562775483e-01,-1.984181010680381441e-01,2.371403275731366889e-01,3.860704344418015022e-01,1.920252918172906886e+00,-5.576721607762893385e-01,-3.528498261754248744e-01,1.259407243956033540e+00,9.307616897791350929e-01,3.860704344418015022e-01,1.920252918172906886e+00,-5.576721607762893385e-01
4.759681285570804832e-01,7.769657745923165271e-01,-1.982471936437218141e-01,2.365108606025979054e-01,3.819298986733106749e-01,1.914144670437510687e+00,-5.578694780804009934e-01,-3.510898419458651776e-01,1.258246578631000423e+00,9.306385093373545914e-01,3.819298986733106749e-01,1.914144670437510687e+00,-5.578694780804009934e-01
4.769680616002676676e-01,7.768134072004920787e-01,-1.980761238423144888e-01,2.358871828324183295e-01,3.777974483603201428e-01,1.908034258914025783e+00,-5.580604283581644953e-01,-3.493363294263386876e-01,1.257086395389829026e+00,9.305160156492773282e-01,3.777974483603201428e-01,1.908034258914025783e+00,-5.580604283581644953e-01
4.779679946434547966e-01,7.766603653366647153e-01,-1.979048945519848723e-01,2.352692930639136426e-01,3.736731004474586060e-01,1.901921681741574499e+00,-5.582450720950993261e-01,-3.475892836466626390e-01,1.255926698323769575e+00,9.303942044798030331e-01,3.736731004474586060e-01,1.901921681741574499e+00,-5.582450720950993261e-01
4.789679276866419255e-01,7.765066620381977369e-01,-1.977335086395365926e-01,2.346571900553777179e-01,3.695568716326638192e-01,1.895806937107978207e+00,-5.584234696362094796e-01,-3.458486996586881412e-01,1.254767491462100093e+00,9.302730714440934356e-01,3.695568716326638192e-01,1.895806937107978207e+00,-5.584234696362094796e-01
4.799678607298290545e-01,7.763523102239154872e-01,-1.975619689503988752e-01,2.340508725225484699e-01,3.654487783691178771e-01,1.889690023249397832e+00,-5.585956811849766002e-01,-3.441145725361378638e-01,1.253608778772769883e+00,9.301526120077622251e-01,3.654487783691178771e-01,1.889690023249397832e+00,-5.585956811849766002e-01
4.809677937730162389e-01,7.761973226940629411e-01,-1.973902783086174950e-01,2.334503391390764238e-01,3.613488368671843864e-01,1.883570938449974141e+00,-5.587617668023625583e-01,-3.423868973744383926e-01,1.252450564163037017e+00,9.300328214870593468e-01,3.613488368671843864e-01,1.883570938449974141e+00,-5.587617668023625583e-01
4.819677268162033679e-01,7.760417121302674026e-01,-1.972184395168463666e-01,2.328555885369804901e-01,3.572570630963347593e-01,1.877449681041474472e+00,-5.589217864058275698e-01,-3.406656692905457584e-01,1.251292851480103163e+00,9.299136950490586306e-01,3.572570630963347593e-01,1.877449681041474472e+00,-5.589217864058275698e-01
4.829676598593904968e-01,7.758854910955039763e-01,-1.970464553563394672e-01,2.322666193071071805e-01,3.531846315869637820e-01,1.871339057664374472e+00,-5.589388878393115601e-01,-3.389808363646665268e-01,1.250032008349168944e+00,9.298073642580289011e-01,3.531846315869637820e-01,1.871339057664374472e+00,-5.589388878393115601e-01
4.839675929025776258e-01,7.757286720340619279e-01,-1.968743285869427317e-01,2.316834299995825519e-01,3.491738086719651801e-01,1.865285151281639076e+00,-5.583171547155169057e-01,-3.374406226172551038e-01,1.248293129391386369e+00,9.297578793976797318e-01,3.491738086719651801e-01,1.865285151281639076e+00,-5.583171547155169057e-01
4.849675259457648102e-01,7.755712672715137090e-01,-1.967020619470875309e-01,2.311060191242594875e-01,3.452591171333663222e-01,1.859320632657431416e+00,-5.566977514270492478e-01,-3.361227404680891540e-01,1.245806051230174738e+00,9.297973071410847723e-01,3.452591171333663222e-01,1.859320632657431416e+00,-5.566977514270492478e-01
4.859674589889519392e-01,7.754132890146872015e-01,-1.965296581537830933e-01,2.305343851511628961e-01,3.414464811216225693e-01,1.853444444339660047e+00,-5.540811602764390553e-01,-3.350261894945624208e-01,1.242572789423841417e+00,9.299258955477034405e-01,3.414464811216225693e-01,1.853444444339660047e+00,-5.540811602764390553e-01
4.869673920321390681e-01,7.752547493516382948e-01,-1.963571199026104830e-01,2.299685265109296106e-01,3.377417838336629341e-01,1.847655538527905206e+00,-5.504678850001318846e-01,-3.341499723285532020e-01,1.238595359547124408e+00,9.301438881958709048e-01,3.377417838336629341e-01,1.847655538527905206e+00,-5.504678850001318846e-01
4.879673250753262526e-01,7.750956602516286820e-01,-1.961844498677166315e-01,2.294084415952442335e-01,3.341508674589725447e-01,1.841952877075576644e+00,-5.458584503576715541e-01,-3.334930946934918095e-01,1.233875777177340982e+00,9.304515242127775476e-01,3.341508674589725447e-01,1.841952877075576644e+00,-5.458584503576715541e-01
4.889672581185133815e-01,7.749360335651021003e-01,-1.960116507018083432e-01,2.288541287572722072e-01,3.306795331279656081e-01,1.836335431491620263e+00,-5.402534017228192154e-01,-3.330545654410148604e-01,1.228416057881047685e+00,9.308490383044676353e-01,3.306795331279656081e-01,1.836335431491620263e+00,-5.402534017228192154e-01
4.899671911617005104e-01,7.747758810236671234e-01,-1.958387250361473264e-01,2.283055863120860562e-01,3.273335408626221188e-01,1.830802182941775769e+00,-5.336533046766297472e-01,-3.328333965872172784e-01,1.222218217201218149e+00,9.313366607858700741e-01,3.273335408626221188e-01,1.830802182941775769e+00,-5.336533046766297472e-01
4.909671242048876394e-01,7.746152142400772878e-01,-1.956656754805453369e-01,2.277628125370910472e-01,3.241186095293577263e-01,1.825352122249403575e+00,-5.260587446024951319e-01,-3.328286033485029494e-01,1.215284270644920728e+00,9.319146176108474844e-01,3.241186095293577263e-01,1.825352122249403575e+00,-5.260587446024951319e-01
4.919670572480748238e-01,7.744540447082183254e-01,-1.954925046233597641e-01,2.272258056724446307e-01,3.210404167941002807e-01,1.819984249895871820e+00,-5.174703262831532591e-01,-3.330392041770394718e-01,1.207616233671494177e+00,9.325831304022714763e-01,3.210404167941002807e-01,1.819984249895871820e+00,-5.174703262831532591e-01
4.929669902912619528e-01,7.742923838030936201e-01,-1.953192150314894404e-01,2.266945639214723307e-01,3.181045990795469125e-01,1.814697576020519287e+00,-5.078886734996856944e-01,-3.334642207958118387e-01,1.199216121681205172e+00,9.333424164821065849e-01,3.181045990795469125e-01,1.814697576020519287e+00,-5.078886734996856944e-01
4.939669233344490817e-01,7.741302427808142150e-01,-1.951458092503710606e-01,2.261690854510778892e-01,3.153167515245662300e-01,1.809491120420192223e+00,-4.973144286325036911e-01,-3.341026782332849332e-01,1.190085950004381221e+00,9.341926889015129687e-01,3.153167515245662300e-01,1.809491120420192223e+00,-4.973144286325036911e-01
4.949668563776362107e-01,7.739676327785894872e-01,-1.949722898039759345e-01,2.256493683921544369e-01,3.126824279457350308e-01,1.804363912548360593e+00,-4.857482522643341016e-01,-3.349536048576747804e-01,1.180227733891014985e+00,9.351341564709507725e-01,3.126824279457350308e-01,1.804363912548360593e+00,-4.857482522643341016e-01
4.959667894208233951e-01,7.738045648147208189e-01,-1.947986591948069890e-01,2.251354108399838960e-01,3.102071408009559050e-01,1.799314991513831119e+00,-4.731908227852099080e-01,-3.360160324108277807e-01,1.169643488500819339e+00,9.361670237902999236e-01,3.102071408009559050e-01,1.799314991513831119e+00,-4.731908227852099080e-01
4.969667224640105241e-01,7.736410497805620290e-01,-1.946249199024565335e-01,2.246272107946930552e-01,3.078964009260511947e-01,1.794343628531060997e+00,-4.596428359984765510e-01,-3.372890700487469196e-01,1.158335242124996833e+00,9.372914912737045912e-01,3.078964009260511947e-01,1.794343628531060997e+00,-4.596428359984765510e-01
4.979666555071976530e-01,7.734770934809306331e-01,-1.944510661726672474e-01,2.241247155220579823e-01,3.060075709961208035e-01,1.789572775349329348e+00,-4.451567884438337730e-01,-3.388042372097725408e-01,1.146426155659418855e+00,9.385009714143536241e-01,3.060075709961208035e-01,1.789572775349329348e+00,-4.451567884438337730e-01
4.989665885503847820e-01,7.733126826854660463e-01,-1.942770549329078666e-01,2.236276698685085162e-01,3.049115310127814005e-01,1.785073462409977996e+00,-4.299919977976689456e-01,-3.405379619820136927e-01,1.134237320984586628e+00,9.397692842808267333e-01,3.049115310127814005e-01,1.785073462409977996e+00,-4.299919977976689456e-01
4.999665215935719664e-01,7.731478027771567785e-01,-1.941028171501229249e-01,2.231357663581106376e-01,3.046419481658649286e-01,1.780729511623256878e+00,-4.150883710308228558e-01,-3.422781261732765756e-01,1.122515607531111126e+00,9.410112176187435118e-01,3.046419481658649286e-01,1.780729511623256878e+00,-4.150883710308228558e-01
5.009664546367591509e-01,7.729824394656232833e-01,-1.939282786785622992e-01,2.226486971627349709e-01,3.050942909431874073e-01,1.776464537296805757e+00,-4.013362043235557119e-01,-3.438351668020350194e-01,1.111925335888714894e+00,9.421470549946476813e-01,3.050942909431874073e-01,1.776464537296805757e+00,-4.013362043235557119e-01
5.019663876799462798e-01,7.728165777383455559e-01,-1.937533645254173043e-01,2.221661546007191457e-01,3.062633143407430536e-01,1.772281196549983395e+00,-3.887325625696642639e-01,-3.452109088697987160e-01,1.102462208269101129e+00,9.431775274577081092e-01,3.062633143407430536e-01,1.772281196549983395e+00,-3.887325625696642639e-01
5.029663207231334088e-01,7.726502018766840951e-01,-1.935779988575029309e-01,2.216878311413199298e-01,3.081438193101871392e-01,1.768182114378831216e+00,-3.772744662996337373e-01,-3.464071632993940830e-01,1.094121923465380508e+00,9.441033535375799035e-01,3.081438193101871392e-01,1.768182114378831216e+00,-3.772744662996337373e-01
5.039662537663205377e-01,7.724832954708709121e-01,-1.934021050077198711e-01,2.212134194097728490e-01,3.107306502319128749e-01,1.764169891449738792e+00,-3.669588953067347004e-01,-3.474257296854036392e-01,1.086900176714373334e+00,9.449252448664660076e-01,3.107306502319128749e-01,1.764169891449738792e+00,-3.669588953067347004e-01
5.049661868095076667e-01,7.723158414339771349e-01,-1.932256054812959145e-01,2.207426121929690899e-01,3.140186923963488863e-01,1.760247111894630567e+00,-3.577827922325337862e-01,-3.482683990272210650e-01,1.080792659558360791e+00,9.456439118089927653e-01,3.140186923963488863e-01,1.760247111894630567e+00,-3.577827922325337862e-01
5.059661198526947956e-01,7.721478133504822150e-01,-1.930484569962687691e-01,2.202751065518581408e-01,3.179609626676543899e-01,1.756427304596843708e+00,-3.497341688795450043e-01,-3.489420747919521615e-01,1.075774789521899866e+00,9.462609199502027835e-01,3.179609626676543899e-01,1.756427304596843708e+00,-3.497341688795450043e-01
5.069660528958819246e-01,7.719792073367142127e-01,-1.928705217697598562e-01,2.198105887463432384e-01,3.220767648561303487e-01,1.752844423583359346e+00,-3.426976067441744322e-01,-3.495106354863919962e-01,1.071604464521475286e+00,9.467921693797985982e-01,3.220767648561303487e-01,1.752844423583359346e+00,-3.426976067441744322e-01
5.079659859390690535e-01,7.718099671127200967e-01,-1.926918707176958068e-01,2.193487697883577670e-01,3.255867899646339159e-01,1.749710253890242928e+00,-3.364944606678393901e-01,-3.500740201974077426e-01,1.067896040689891413e+00,9.472598729749788227e-01,3.255867899646339159e-01,1.749710253890242928e+00,-3.364944606678393901e-01
5.089659189822562935e-01,7.716400422086426847e-01,-1.925125485809843773e-01,2.188893579460153282e-01,3.283632854937517109e-01,1.747057680827651893e+00,-3.310981420644027451e-01,-3.506474935391177272e-01,1.064588960512943716e+00,9.476666048443852519e-01,3.283632854937517109e-01,1.747057680827651893e+00,-3.310981420644027451e-01
5.099658520254434224e-01,7.714693777683471199e-01,-1.923326152355249175e-01,2.184320635870050098e-01,3.303992744957658934e-01,1.744886232694710770e+00,-3.265106351687976360e-01,-3.512305290325816731e-01,1.061683124211889595e+00,9.480111187722083388e-01,3.303992744957658934e-01,1.744886232694710770e+00,-3.265106351687976360e-01
5.109657850686305514e-01,7.712979181567176656e-01,-1.921521311419826794e-01,2.179765974727589373e-01,3.316878150744584364e-01,1.743195470212733245e+00,-3.227339231027026023e-01,-3.518226140443738159e-01,1.059178436933248868e+00,9.482922056423404022e-01,3.316878150744584364e-01,1.743195470212733245e+00,-3.227339231027026023e-01
5.119657181118176803e-01,7.711256069680973990e-01,-1.919711573436267693e-01,2.175226707583389207e-01,3.322219957200316376e-01,1.741984980056274557e+00,-3.197699841759532036e-01,-3.524232480633223696e-01,1.057074806612327000e+00,9.485086874939387958e-01,3.322219957200316376e-01,1.741984980056274557e+00,-3.197699841759532036e-01
5.129656511550048092e-01,7.709523870338176321e-01,-1.917897554639377555e-01,2.170699949929743022e-01,3.319949306369128217e-01,1.741254368357422866e+00,-3.176207881245547981e-01,-3.530319409911440443e-01,1.055372141827792820e+00,9.486594115580035957e-01,3.319949306369128217e-01,1.741254368357422866e+00,-3.176207881245547981e-01
5.139655841981919382e-01,7.707690120767056730e-01,-1.916116346346730670e-01,2.165871642627861804e-01,3.309369058471641201e-01,1.741018834362115575e+00,-3.162819916975109225e-01,-3.535909360592985884e-01,1.054032636350452634e+00,9.487429263776604449e-01,3.309369058471641201e-01,1.741018834362115575e+00,-3.162819916975109225e-01
5.149655172413790671e-01,7.705936747165752498e-01,-1.915799519791626104e-01,2.154076219915837254e-01,3.298944886971714174e-01,1.741044787057414389e+00,-3.158394882554042549e-01,-3.523000012409958082e-01,1.053059889720513009e+00,9.487009856513342054e-01,3.298944886971714174e-01,1.741044787057414389e+00,-3.158394882554042549e-01
5.159654596812403016e-01,7.703674841273491225e-01,-1.909151246301396265e-01,2.143214665355002158e-01,6.248713410334427731e-01,3.058238151917646697e+00,-5.580510688942095232e-01,-7.762739653824444197e-01,1.228770460250728558e+00,1.389676962785882486e+00,6.248713410334427731e-01,3.058238151917646697e+00,-5.580510688942095232e-01
5.169654021211015360e-01,7.701389819220338939e-01,-1.902500414296486309e-01,2.132365876320211073e-01,6.175318429279308408e-01,3.060513116125015642e+00,-5.552409967930582724e-01,-7.766325033366947572e-01,1.224644066919224006e+00,1.390218848764171566e+00,6.175318429279308408e-01,3.060513116125015642e+00,-5.552409967930582724e-01
5.179653445609627704e-01,7.699082203122867840e-01,-1.895843980745189894e-01,2.121530332583130007e-01,6.092315969745734083e-01,3.063359537908588059e+00,-5.507566487155700630e-01,-7.773736402423103709e-01,1.219345271113905671e+00,1.391068103379599297e+00,6.092315969745734083e-01,3.063359537908588059e+00,-5.507566487155700630e-01
5.189652870008238938e-01,7.696752505940159805e-01,-1.889178915140140858e-01,2.110708516618359787e-01,5.999751459379203400e-01,3.066771905864038139e+00,-5.445974354003557671e-01,-7.784923346628795926e-01,1.212877663062921441e+00,1.392223176393303952e+00,5.999751459379203400e-01,3.066771905864038139e+00,-5.445974354003557671e-01
5.199652294406851283e-01,7.694401231684181441e-01,-1.882502199565574685e-01,2.099900914329884682e-01,5.897670452053832557e-01,3.070744730196218075e+00,-5.367628401578543595e-01,-7.799835491336598592e-01,1.205244867828050293e+00,1.393682541718181511e+00,5.897670452053832557e-01,3.070744730196218075e+00,-5.367628401578543595e-01
5.209651718805463627e-01,7.692028875407382893e-01,-1.875810828865481228e-01,2.089108015117779604e-01,5.786118655356626839e-01,3.075272548165267406e+00,-5.272524237940200420e-01,-7.818422476090356454e-01,1.196450546214643751e+00,1.395444707748974000e+00,5.786118655356626839e-01,3.075272548165267406e+00,-5.272524237940200420e-01
5.219651143204075971e-01,7.689635923171450615e-01,-1.869101810832587141e-01,2.078330311970285893e-01,5.665141957629407088e-01,3.080349929601351455e+00,-5.160658295682604146e-01,-7.840633928792477558e-01,1.186498395690196217e+00,1.397508227682487725e+00,5.665141957629407088e-01,3.080349929601351455e+00,-5.160658295682604146e-01
5.229650567602688316e-01,7.687222851997782547e-01,-1.862372166418184150e-01,2.067568301581572676e-01,5.534786454551234858e-01,3.085971482487139372e+00,-5.032027881869998165e-01,-7.866419439570468963e-01,1.175392151313098488e+00,1.399871709826202348e+00,5.534786454551234858e-01,3.085971482487139372e+00,-5.032027881869998165e-01
5.239649992001300660e-01,7.684790129800312952e-01,-1.855618929962837282e-01,2.056822484495489101e-01,5.395098475242010583e-01,3.092131858607179318e+00,-4.886631228346788869e-01,-7.895728534350238137e-01,1.163135586673512911e+00,1.402533827893461149e+00,5.395098475242010583e-01,3.092131858607179318e+00,-4.886631228346788869e-01
5.249649416399913004e-01,7.682338215301288686e-01,-1.848839149447982499e-01,2.046093365275561404e-01,5.246124607865391143e-01,3.098825759263419410e+00,-4.724467542444062973e-01,-7.928510648144382333e-01,1.149732514848680331e+00,1.405493331283378833e+00,5.246124607865391143e-01,3.098825759263419410e+00,-4.724467542444062973e-01
5.259648840798525349e-01,7.679867526453628690e-01,-1.842030021394975292e-01,2.035381468533540572e-01,5.088048344617110974e-01,3.106044168228574875e+00,-4.545573347141687592e-01,-7.964697359880024141e-01,1.135193736481035165e+00,1.408748509564097251e+00,5.088048344617110974e-01,3.106044168228574875e+00,-4.545573347141687592e-01
5.269648265197136583e-01,7.677378632316345097e-01,-1.835188069368951791e-01,2.024687242506092166e-01,4.928232282017285248e-01,3.113591540636886812e+00,-4.351711696686516029e-01,-8.003354567477929393e-01,1.119881807879940183e+00,1.412277520787162288e+00,4.928232282017285248e-01,3.113591540636886812e+00,-4.351711696686516029e-01
5.279647689595748927e-01,7.674872215607370096e-01,-1.828309290204635229e-01,2.014011076336977291e-01,4.773411628481670776e-01,3.121292084695276081e+00,-4.144508911716087152e-01,-8.043642545492430962e-01,1.104127157874031040e+00,1.416061101097918495e+00,4.773411628481670776e-01,3.121292084695276081e+00,-4.144508911716087152e-01
5.289647113994361272e-01,7.672349031886157578e-01,-1.821389318306916028e-01,2.003353319420269063e-01,4.623646389050030114e-01,3.129146209604146023e+00,-3.923977039860369054e-01,-8.085541006664567210e-01,1.087931307709567363e+00,1.420099974438149282e+00,4.623646389050030114e-01,3.129146209604146023e+00,-3.923977039860369054e-01
5.299646538392973616e-01,7.669809823921445169e-01,-1.814423789090484906e-01,1.992714324179113983e-01,4.478996726571589648e-01,3.137154365529077449e+00,-3.690129529285103294e-01,-8.129029249437937921e-01,1.071295828632884639e+00,1.424394903098983312e+00,4.478996726571589648e-01,3.137154365529077449e+00,-3.690129529285103294e-01
5.309645962791585960e-01,7.667255321266618351e-01,-1.807408339427931665e-01,1.982094446172156799e-01,4.339522960191977141e-01,3.145317041574138273e+00,-3.442981296850808892e-01,-8.174086120351673479e-01,1.054222344214894580e+00,1.428946684566828162e+00,4.339522960191977141e-01,3.145317041574138273e+00,-3.442981296850808892e-01
5.319645387190198305e-01,7.664686239802643852e-01,-1.800338608117871830e-01,1.971494044210810315e-01,4.205285563627142453e-01,3.153634763839084254e+00,-3.182548796773393973e-01,-8.220689977007210603e-01,1.036712532728302882e+00,1.433756148365696426e+00,4.205285563627142453e-01,3.153634763839084254e+00,-3.182548796773393973e-01
5.329644811588810649e-01,7.662103281248856534e-01,-1.793210236373181388e-01,1.960913480487338489e-01,4.076345163222493961e-01,3.162108093559188315e+00,-2.908850089771335967e-01,-8.268818651633231820e-01,1.018768129578098591e+00,1.438824152895266995e+00,4.076345163222493961e-01,3.162108093559188315e+00,-2.908850089771335967e-01
5.339644235987422993e-01,7.659507029105997455e-01,-1.786019499203436167e-01,1.950353059125008448e-01,3.953844564002100270e-01,3.170547394504977579e+00,-2.629404348534197799e-01,-8.317048736192746983e-01,1.000797216783466448e+00,1.444006699954303752e+00,3.953844564002100270e-01,3.170547394504977579e+00,-2.629404348534197799e-01
5.349643660386034227e-01,7.656897641636198903e-01,-1.778765196395734050e-01,1.939812840931146032e-01,3.838891279796367018e-01,3.178764021568648346e+00,-2.351734185616239925e-01,-8.363977862256677387e-01,9.832064842472953980e-01,1.449159696062298330e+00,3.838891279796367018e-01,3.178764021568648346e+00,-2.351734185616239925e-01
5.359643084784646572e-01,7.654275169483416574e-01,-1.771446757348333345e-01,1.929292827814945710e-01,3.731488222556823553e-01,3.186760443316623892e+00,-2.075860750903068264e-01,-8.409616718153001269e-01,9.659952772528899168e-01,1.454283975034035059e+00,3.731488222556823553e-01,3.186760443316623892e+00,-2.075860750903068264e-01
5.369642509183258916e-01,7.651639658441546921e-01,-1.764063613938642860e-01,1.918793022832886996e-01,3.631514124187536496e-01,3.194542856502676109e+00,-1.801767220685089044e-01,-8.453993095050917894e-01,9.491565205905454494e-01,1.459380967935778761e+00,3.631514124187536496e-01,3.194542856502676109e+00,-1.801767220685089044e-01
5.379641933581871260e-01,7.648991117178625121e-01,-1.756615345238264903e-01,1.908313446767664900e-01,3.535192520347223977e-01,3.202209003022187694e+00,-1.528514080999330560e-01,-8.497556524361460362e-01,9.325042309675224406e-01,1.464462504081242233e+00,3.535192520347223977e-01,3.202209003022187694e+00,-1.528514080999330560e-01
5.389641357980483605e-01,7.646329444438947354e-01,-1.749102012064986944e-01,1.897854177972350675e-01,3.439378163581490178e-01,3.209838798883742239e+00,-1.255318956993546897e-01,-8.540672442738113102e-01,9.158843397150483456e-01,1.469538096829378970e+00,3.439378163581490178e-01,3.209838798883742239e+00,-1.255318956993546897e-01
5.399640782379095949e-01,7.643654513192899014e-01,-1.741523784669116170e-01,1.887415308392977886e-01,3.344072321593196673e-01,3.217432416078674251e+00,-9.821929022733921766e-02,-8.583337996310081985e-01,8.992972722852035083e-01,1.474608038522735143e+00,3.344072321593196673e-01,3.217432416078674251e+00,-9.821929022733921766e-02
5.409640206777708293e-01,7.640966194363745245e-01,-1.733880836605655729e-01,1.876996931000746716e-01,3.249276222734268638e-01,3.224990032146638264e+00,-7.091470001801913892e-02,-8.625550352145695543e-01,8.827434559162863348e-01,1.479672621618572492e+00,3.249276222734268638e-01,3.224990032146638264e+00,-7.091470001801913892e-02
