t,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,ddq0,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,tau0,tau1,tau2,tau3,tau4,tau5,tau6
5.340000000000000302e-01,4.408611826623646396e-02,5.752748005364682893e-01,-1.570014864186902032e-02,-2.273193755514853809e+00,-2.029788823843880693e-02,3.289117273046675560e+00,-1.636168739088597612e-01,2.030422515031462746e-02,-4.092437714338177379e-01,7.100853324640873931e-02,1.710736352867962218e+00,1.279458709324220698e-02,-1.446727421325368024e+00,8.607131305684906364e-02,1.632747781419890964e-02,-3.290900563413585722e-01,5.710093552531225747e-02,1.375674749497260763e+00,1.028866333781320447e-02,-1.163374110561272268e+00,6.921354762227338586e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.350000000000000311e-01,4.410643061893126243e-02,5.748653929495264325e-01,-1.562911168473505447e-02,-2.271482334374178791e+00,-2.028508852982159605e-02,3.287669966517239306e+00,-1.635307681424603143e-01,2.032044403368076652e-02,-4.095706727042707218e-01,7.106525440223702972e-02,1.712102877971577453e+00,1.280480732643243802e-02,-1.447883057806709450e+00,8.614006626349958451e-02,1.611024426162743772e-02,-3.247115844874393087e-01,5.634121995745350331e-02,1.357371695197207906e+00,1.015177490265385674e-02,-1.147895670236145804e+00,6.829267637644131916e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.360000000000000320e-01,4.412675908184814783e-02,5.744556606514470420e-01,-1.555801838645866873e-02,-2.269769555863677013e+00,-2.027227866944345674e-02,3.286221512093713049e+00,-1.634445940834784727e-01,2.033644555014096911e-02,-4.098931928150532089e-01,7.112121537613017019e-02,1.713451088785180820e+00,1.281489058715568757e-02,-1.449023206345961601e+00,8.620789803360824621e-02,1.589274461828041329e-02,-3.203277494151877125e-01,5.558057380910985668e-02,1.339046221368239920e+00,1.001471879196996762e-02,-1.132398270269925789e+00,6.737067714949773745e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.370000000000000329e-01,4.414710343748778909e-02,5.740456080260590843e-01,-1.548686950768494996e-02,-2.268055438308796301e+00,-2.025945879436030078e-02,3.284771925273473947e+00,-1.633583526539121589e-01,2.035222943545231256e-02,-4.102113264401915371e-01,7.117641524397000374e-02,1.714780963044932216e+00,1.282483670890082091e-02,-1.450147848115145743e+00,8.627480724702701886e-02,1.567498257986316146e-02,-3.159386256137499682e-01,5.481901000501060439e-02,1.320698639392707818e+00,9.877497334588258848e-03,-1.116882173990964233e+00,6.644756560784786936e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.380000000000000338e-01,4.416746346808845397e-02,5.736352394624798512e-01,-1.541566580997662597e-02,-2.266340000057092574e+00,-2.024662904179340070e-02,3.283321221572596205e+00,-1.632720447768716276e-01,2.036779542906755683e-02,-4.105250683282007929e-01,7.123085309456317349e-02,1.716092478798377785e+00,1.283464552748556260e-02,-1.451256964549614947e+00,8.634079279927446560e-02,1.545696184208078527e-02,-3.115442875722678195e-01,5.405654146988481124e-02,1.302329260652951959e+00,9.740112859335528506e-03,-1.101347644727607822e+00,6.552335741789611090e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.390000000000000346e-01,4.418783895562969355e-02,5.732245593550414631e-01,-1.534440805580114531e-02,-2.264623259477918982e+00,-2.023378954912703059e-02,3.281869416525589944e+00,-1.631856713765637845e-01,2.038314327413524515e-02,-4.108344133020855882e-01,7.128452802964101165e-02,1.717385614404444150e+00,1.284431688105647056e-02,-1.452350537348048309e+00,8.640585360153553440e-02,1.523868610063854045e-02,-3.071448097798854526e-01,5.329318112846126443e-02,1.283938396531320691e+00,9.602567695038477513e-03,-1.085794945808205902e+00,6.459806824604585884e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.400000000000000355e-01,4.420822968183611701e-02,5.728135721032154848e-01,-1.527309700851777613e-02,-2.262905234962113266e+00,-2.022094045390616240e-02,3.280416525685128093e+00,-1.630992333782764481e-01,2.039827271749953402e-02,-4.111393562593400053e-01,7.133743916385959505e-02,1.718660348533440851e+00,1.285385061008890301e-02,-1.453428548472454951e+00,8.646998858066143323e-02,1.502015905124165496e-02,-3.027402667257466096e-01,5.252894190546875119e-02,1.265526358410161478e+00,9.464864170523779041e-03,-1.070224340561103382e+00,6.367171375870239736e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.410000000000000364e-01,4.422863542818093741e-02,5.724022821115385407e-01,-1.520173343236465649e-02,-2.261185944921687341e+00,-2.020808189383412057e-02,3.278962564621796805e+00,-1.630127317083628347e-01,2.041318350970030421e-02,-4.114398921719462088e-01,7.138958562479966186e-02,1.719916660167058353e+00,1.286324655738705670e-02,-1.454490980148171353e+00,8.653319667916986591e-02,1.480138438959528735e-02,-2.983307328989941443e-01,5.176383672563644733e-02,1.247093457671811123e+00,9.327004614618217282e-03,-1.054636092314652274e+00,6.274430962226934527e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.420000000000000373e-01,4.424905597588982969e-02,5.719906937895384846e-01,-1.513031809244590187e-02,-2.259465407789516433e+00,-2.019521400677027831e-02,3.277507548923821901e+00,-1.629261672942257655e-01,2.042787540497319893e-02,-4.117360160863766660e-01,7.144096655296677811e-02,1.721154528598372702e+00,1.287250456808394609e-02,-1.455537814863860024e+00,8.659547685524501826e-02,1.458236581140470722e-02,-2.939162827887715768e-01,5.099787851369330660e-02,1.228640005698625970e+00,9.188991356148534795e-03,-1.039030464397198372e+00,6.181587150315120960e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.430000000000000382e-01,4.426949110594450426e-02,5.715788115516589052e-01,-1.505885175471865026e-02,-2.257743642019026442e+00,-2.018233693072769147e-02,3.276051494196807745e+00,-1.628395410643020402e-01,2.044234816124950588e-02,-4.120277231235922599e-01,7.149158110179124059e-02,1.722373933431837978e+00,1.288162448964143975e-02,-1.456569035371517717e+00,8.665682808273741933e-02,1.436310701237510090e-02,-2.894969908842224271e-01,5.023108019436806071e-02,1.210166313872948152e+00,9.050826723941404750e-03,-1.023407720137090138e+00,6.088641506775244183e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.440000000000000391e-01,4.428994059908648862e-02,5.711666398171859615e-01,-1.498733518598013154e-02,-2.256020666083883075e+00,-2.016945080387080522e-02,3.274594416063479230e+00,-1.627528539480468384e-01,2.045660154015624399e-02,-4.123150084790434544e-01,7.154142843762797965e-02,1.723574854583294069e+00,1.289060617185019270e-02,-1.457584624686463215e+00,8.671724935116395527e-02,1.414361168821169634e-02,-2.850729316744913255e-01,4.946345469238999648e-02,1.191672693577119801e+00,8.912513046823576646e-03,-1.007768122862679583e+00,5.995595598247716040e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.450000000000000400e-01,4.431040423582076337e-02,5.707541830101724445e-01,-1.491576915385477153e-02,-2.254296498477681876e+00,-2.015655576451309480e-02,3.273136330163409546e+00,-1.626661068759178430e-01,2.047063530701611830e-02,-4.125978674226694620e-01,7.159050773975675352e-02,1.724757272279963560e+00,1.289944946682972972e-02,-1.458584566087347323e+00,8.677673966570791098e-02,1.392388353461969375e-02,-2.806441796487195717e-01,4.869501493248773460e-02,1.173159456193497263e+00,8.774052653621813858e-03,-9.921119359023125028e-01,5.902450991373014988e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.460000000000000409e-01,4.433088179641948151e-02,5.703414455593640575e-01,-1.484415442678126140e-02,-2.252571157713632921e+00,-2.014365195111476187e-02,3.271677252152764837e+00,-1.625793007793599476e-01,2.048444923084756161e-02,-4.128762952988986878e-01,7.163881820038192627e-02,1.725921167060446626e+00,1.290815422902835338e-02,-1.459568843116148873e+00,8.683529804721902556e-02,1.370392624730439046e-02,-2.762108092960526839e-01,4.792577383939061741e-02,1.154626913104417341e+00,8.635447873162810373e-03,-9.764394225843417985e-01,5.809209252791519562e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.470000000000000417e-01,4.435137306092564596e-02,5.699284318981249209e-01,-1.477249177399961484e-02,-2.250844662324252621e+00,-2.013073950228039949e-02,3.270217197704035517e+00,-1.624924365907891022e-01,2.049804308436473793e-02,-4.131502875266490626e-01,7.168635902463271758e-02,1.727066519774731468e+00,1.291672031522324293e-02,-1.460537439578173835e+00,8.689292353221350629e-02,1.348374352197090342e-02,-2.717728951056330722e-01,4.715574433782698804e-02,1.136075375692227496e+00,8.496701034273329567e-03,-9.607508462371079361e-01,5.715871949143669362e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.480000000000000426e-01,4.437187780915687052e-02,5.695151464643631867e-01,-1.470078196553824962e-02,-2.249117030861055078e+00,-2.011781855675664338e-02,3.268756182505776930e+00,-1.624055152435771032e-01,2.051141664397741760e-02,-4.134198395993269326e-01,7.173312943056298074e-02,1.728193311584184544e+00,1.292514758452037449e-02,-1.461490339542056205e+00,8.694961517287380648e-02,1.326333905432440508e-02,-2.673305115666044784e-01,4.638493935252624434e-02,1.117505155339278744e+00,8.357814465780030733e-03,-9.450464701889638164e-01,5.622440647069926190e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.490000000000000435e-01,4.439239582070896029e-02,5.691015937004560987e-01,-1.462902577220107775e-02,-2.247388281894232342e+00,-2.010488925342987163e-02,3.267294222262343339e+00,-1.623185376720356898e-01,2.052456968979116114e-02,-4.136849470848289467e-01,7.177912864915141078e-02,1.729301523961556564e+00,1.293343589835454187e-02,-1.462427527339760225e+00,8.700537203704894473e-02,1.304271654007031767e-02,-2.628837331681106448e-01,4.561337180821761761e-02,1.098916563427916770e+00,8.218790496509753574e-03,-9.293265577682614520e-01,5.528916913210724093e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.500000000000000444e-01,4.441292687495974195e-02,5.686877780531759408e-01,-1.455722396555456447e-02,-2.245658434012351101e+00,-2.009195173132385936e-02,3.265831332693624578e+00,-1.622315048114008340e-01,2.053750200560724298e-02,-4.139456056255398364e-01,7.182435592430130855e-02,1.730391138690981157e+00,1.294158512048939821e-02,-1.463348987566577941e+00,8.706019320825417185e-02,1.282187967491367486e-02,-2.584326343992953134e-01,4.484105462962961752e-02,1.080309911340478379e+00,8.079631455289143505e-03,-9.135913723033421974e-01,5.435302314206469365e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.510000000000000453e-01,4.443347075107263733e-02,5.682737039736152074e-01,-1.448537731791482014e-02,-2.243927505822037372e+00,-2.007900612959745076e-02,3.264367529534784040e+00,-1.621444175978172531e-01,2.055021337892258895e-02,-4.142018109383338587e-01,7.186881051284080280e-02,1.731462137867973539e+00,1.294959511701741436e-02,-1.464254705081128538e+00,8.711407778567141491e-02,1.260083215455971850e-02,-2.539772897493000059e-01,4.406800074149114232e-02,1.061685510459316362e+00,7.940339670944929207e-03,-8.978411771225580651e-01,5.341598416697573848e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.520000000000000462e-01,4.445402722800043810e-02,5.678593759171123301e-01,-1.441348660233465057e-02,-2.242195515947667417e+00,-2.006605258754224491e-02,3.262902828535994892e+00,-1.620572769683226722e-01,2.056270360092988386e-02,-4.144535588145745186e-01,7.191249168452271134e-02,1.732514503899430292e+00,1.295746575635986150e-02,-1.465144665005360780e+00,8.716702488414862504e-02,1.237957767471377368e-02,-2.495177737072711288e-01,4.329422306853142333e-02,1.043043672166783509e+00,7.800917472303880995e-03,-8.820762355542628441e-01,5.247806787324504896e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.530000000000000471e-01,4.447459608448897650e-02,5.674447983431771814e-01,-1.434155259259064369e-02,-2.240462483031051555e+00,-2.005309124458024006e-02,3.261437245462178058e+00,-1.619700838608319760e-01,2.057497246651743966e-02,-4.147008451201139589e-01,7.195539872202452725e-02,1.733548219503630472e+00,1.296519690926687014e-02,-1.466018852724550348e+00,8.721903363420049904e-02,1.215811993108088795e-02,-2.450541607623497598e-01,4.251973453547919224e-02,1.024384707845207743e+00,7.661367188192713673e-03,-8.662968109267952244e-01,5.153928992727685454e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.540000000000000480e-01,4.449517709908082375e-02,5.670299757154163567e-01,-1.426957606317026846e-02,-2.238728425731129512e+00,-2.004012224026152297e-02,3.259970796092734435e+00,-1.618828392141218597e-01,2.058701977426935503e-02,-4.149436657952945695e-01,7.199753092094854368e-02,1.734563267710238499e+00,1.297278844881736767e-02,-1.466877253887303834e+00,8.727010318200791039e-02,1.193646261936634478e-02,-2.405865254036805290e-01,4.174454806706329180e-02,1.005708928876952513e+00,7.521691147438142044e-03,-8.505031665685072184e-01,5.059966599547544019e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.550000000000000488e-01,4.451577005011895377e-02,5.666149125014592336e-01,-1.419755778925890950e-02,-2.236993362723653789e+00,-2.002714571426194440e-02,3.258503496221287765e+00,-1.617955439678149254e-01,2.059884532646538008e-02,-4.151820168549467116e-01,7.203888758982177065e-02,1.735559631860297269e+00,1.298024025041914081e-02,-1.467719854405552971e+00,8.732023268941829786e-02,1.171460943527545540e-02,-2.361149421204071785e-01,4.096867658801328638e-02,9.870166466443563991e-01,7.381891678866908668e-03,-8.346955658077517270e-01,4.965921174424547946e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.560000000000000497e-01,4.453637471575051798e-02,5.661996131728828097e-01,-1.412549854672696947e-02,-2.235257312700880128e+00,-2.001416180638078066e-02,3.257035361655416406e+00,-1.617081990623641385e-01,2.061044892908099613e-02,-4.154158943883902166e-01,7.207946805009593505e-02,1.736537295606232822e+00,1.298755219180876622e-02,-1.468546640454561514e+00,8.736942133394534626e-02,1.149256407451333672e-02,-2.316394854016721183e-01,4.019213302305746360e-02,9.683081725297650877e-01,7.241971111305769981e-03,-8.188742719728718811e-01,4.871794283999059116e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.570000000000000506e-01,4.455699087393044655e-02,5.657840822051374285e-01,-1.405339911211693840e-02,-2.233520294371257986e+00,-2.000117065653840565e-02,3.255566408216391761e+00,-1.616208054390370907e-01,2.062183039178740532e-02,-4.156452945594345527e-01,7.211927163614749448e-02,1.737496242911856337e+00,1.299472415305169028e-02,-1.469357598472917026e+00,8.741766830876938899e-02,1.127033023278523061e-02,-2.271602297366199785e-01,3.941493029692527683e-02,9.495838179155313696e-01,7.101931773581440788e-03,-8.030395483922188049e-01,4.777587494911544885e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.580000000000000515e-01,4.457761830242520235e-02,5.653683240774727281e-01,-1.398126026263045787e-02,-2.231782326459114785e+00,-1.998817240477395243e-02,3.254096651738915824e+00,-1.615333640399004012e-01,2.063298952795147856e-02,-4.158702136063776589e-01,7.215829769527762338e-02,1.738436458052357469e+00,1.300175601654215279e-02,-1.470152715162539980e+00,8.746497282273690832e-02,1.104791160579629561e-02,-2.226772496143927249e-01,3.863708133434518022e-02,9.308438941839884961e-01,6.961775994520566502e-03,-7.871916583941391821e-01,4.683302373802444851e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.590000000000000524e-01,4.459825677881647937e-02,5.649523432728625894e-01,-1.390908277611541989e-02,-2.230043427704349490e+00,-1.997516719124301995e-02,3.252626108070857391e+00,-1.614458758078039236e-01,2.064392615463581798e-02,-4.160906478420070553e-01,7.219654558771226860e-02,1.739357925614312128e+00,1.300864766700322514e-02,-1.470931977488675990e+00,8.751133410036079918e-02,1.082531188925185683e-02,-2.181906195241358759e-01,3.785859906004668263e-02,9.120887127174945874e-01,6.821506102950000705e-03,-7.713308653069850251e-01,4.588940487312204164e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.600000000000000533e-01,4.461890608050485263e-02,5.645361442779308625e-01,-1.383686743105302756e-02,-2.228303616862116421e+00,-1.996215515621529990e-02,3.251154793072986493e+00,-1.613583416863652309e-01,2.065464009259870143e-02,-4.163065936535995659e-01,7.223401468660203828e-02,1.740260630495675365e+00,1.301539899148682761e-02,-1.471695372679899805e+00,8.755675138182061890e-02,1.060253477885697571e-02,-2.137004139549918413e-01,3.707949639875829373e-02,8.933185848983882238e-01,6.681124427696416568e-03,-7.554574324591056822e-01,4.494503402081240218e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.610000000000000542e-01,4.463956598471354592e-02,5.641197315828768710e-01,-1.376461500654484887e-02,-2.226562912702518826e+00,-1.994913644007226955e-02,3.249682722618714603e+00,-1.612707626199538780e-01,2.066513116629414143e-02,-4.165180475029206519e-01,7.227070437802235459e-02,1.741144557905784929e+00,1.302200987937367563e-02,-1.472442888228116420e+00,8.760122392296212923e-02,1.037958397031699120e-02,-2.092067073961034751e-01,3.629978627520907830e-02,8.745338221090186437e-01,6.540633297586515016e-03,-7.395716231788407313e-01,4.399992684749942651e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.620000000000000551e-01,4.466023626849203315e-02,5.637031096814012487e-01,-1.369232628229995197e-02,-2.224821334010292251e+00,-1.993611118330487417e-02,3.248209912593829074e+00,-1.611831395536757472e-01,2.067539920387186439e-02,-4.167250059262249673e-01,7.230661406097332877e-02,1.742009693365364154e+00,1.302848022237332315e-02,-1.473174511888556415e+00,8.764475099529744906e-02,1.015646315933714516e-02,-2.047095743366149634e-01,3.551948161412793459e-02,8.557347357317297565e-01,6.400035041447066364e-03,-7.236737007945466260e-01,4.305409901958784369e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.630000000000000560e-01,4.468091670871982696e-02,5.632862830706303336e-01,-1.362000203862189646e-02,-2.223078899584497670e+00,-1.992307952651116779e-02,3.246736378896230235e+00,-1.610954734333573113e-01,2.068544403717724467e-02,-4.169274655342568581e-01,7.234174314737967793e-02,1.742856022706514185e+00,1.303480991452416089e-02,-1.473890231679780616e+00,8.768733188600522088e-02,9.933176041622568397e-03,-2.002090892656704924e-01,3.473859534024398288e-02,8.369216371488725770e-01,6.259331988104799294e-03,-7.077639286345700498e-01,4.210756620348243828e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.640000000000000568e-01,4.470160708211010081e-02,5.628692562510435593e-01,-1.354764305639590341e-02,-2.221335628238207072e+00,-1.991004161039401296e-02,3.245262137435667604e+00,-1.610077652055302011e-01,2.069526550175142254e-02,-4.171254230122489193e-01,7.237609106209111354e-02,1.743683532072720643e+00,1.304099885219340768e-02,-1.474590035883677208e+00,8.772896589793044431e-02,9.709726312878544374e-03,-1.957053266724129159e-01,3.395714037828617693e-02,8.180948377427927909e-01,6.118526466386484119e-03,-6.918425700272594625e-01,4.116034406558671810e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.650000000000000577e-01,4.472230716521345684e-02,5.624520337263967384e-01,-1.347525011707582931e-02,-2.219591538798195263e+00,-1.989699757575873196e-02,3.243787204133480095e+00,-1.609200158174150797e-01,2.070486343683123134e-02,-4.173188751199237712e-01,7.240965724288178640e-02,1.744492207918852289e+00,1.304704693407709309e-02,-1.475273913045462182e+00,8.776965234958462869e-02,9.486117668810203907e-03,-1.911983610459837557e-01,3.317512965298308192e-02,7.992546488958236495e-01,5.977620805118682989e-03,-6.759098883009597714e-01,4.021244827230485708e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.660000000000000586e-01,4.474301673442153404e-02,5.620346200036497875e-01,-1.340282400267134646e-02,-2.217846650104624562e+00,-1.988394756351080303e-02,3.242311594922324680e+00,-1.608322262169065431e-01,2.071423768534918011e-02,-4.175078186914929490e-01,7.244244114045091110e-02,1.745282037011159471e+00,1.305295406120007481e-02,-1.475941851973681773e+00,8.780939057514547397e-02,9.262353805122830464e-03,-1.866882668755294183e-01,3.239257608906426222e-02,7.804013819903268256e-01,5.836617333128332752e-03,-6.599661467840256535e-01,3.926389449004236143e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.670000000000000595e-01,4.476373556597080389e-02,5.616170195928904540e-01,-1.333036549573493948e-02,-2.216100981010735271e+00,-1.987089171465349774e-02,3.240835325745922813e+00,-1.607443973525570780e-01,2.072338809393351258e-02,-4.176922506356567921e-01,7.247444221842203049e-02,1.746053006427274346e+00,1.305872013691605077e-02,-1.476593841740209578e+00,8.784817992445716206e-02,9.038438417521624246e-03,-1.821751186501918696e-01,3.160949261125828302e-02,7.615353484086426761e-01,5.695518379242078821e-03,-6.440116088048064569e-01,3.831469838520235038e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.680000000000000604e-01,4.478446343594616463e-02,5.611992370072607095e-01,-1.325787537934899549e-02,-2.214354550382535702e+00,-1.985783017028557029e-02,3.239358412558789535e+00,-1.606565301735614071e-01,2.073231451290814820e-02,-4.178721679356046659e-01,7.250565995334364022e-02,1.746805103556211769e+00,1.306434506690753138e-02,-1.477229871680246109e+00,8.788601976303042629e-02,8.814375201711785457e-03,-1.776589908591161837e-01,3.082589214429432012e-02,7.426568595331168865e-01,5.554326272286622124e-03,-6.280465376916435360e-01,3.736487562419005259e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.690000000000000613e-01,4.480520012028471610e-02,5.607812767628822526e-01,-1.318535443711291860e-02,-2.212607377098488648e+00,-1.984476307159894343e-02,3.237880871325974130e+00,-1.605686256297410297e-01,2.074101679629275843e-02,-4.180475676490160164e-01,7.253609383468909155e-02,1.747538316098369959e+00,1.306982875918587077e-02,-1.477849931392324345e+00,8.792290947204228768e-02,8.590167853398528175e-03,-1.731399579914438824e-01,3.004178761290093869e-02,7.237662267460969190e-01,5.413043341088691340e-03,-6.120711967728897918e-01,3.641444187340875382e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.700000000000000622e-01,4.482594539477941648e-02,5.603631433787816807e-01,-1.311280345313016113e-02,-2.210859480049200965e+00,-1.983169055987635265e-02,3.236402718022796776e+00,-1.604806846715284008e-01,2.074949480180269049e-02,-4.182184469080584832e-01,7.256574336485624444e-02,1.748252632065528722e+00,1.307517112409124077e-02,-1.478454010738299962e+00,8.795884844833616600e-02,8.365820068287052602e-03,-1.686180945363195960e-01,2.925719194180753657e-02,7.048637614299249066e-01,5.271671914475070664e-03,-5.960858493768892430e-01,3.546341279926351620e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.710000000000000631e-01,4.484669903508278765e-02,5.599448413768161048e-01,-1.304022321199530335e-02,-2.209110878137111822e+00,-1.981861277648902173e-02,3.234923968634581204e+00,-1.603927082499512491e-01,2.075774839084897072e-02,-4.183848029193891205e-01,7.259460805916775894e-02,1.748948039780847896e+00,1.308037207429262570e-02,-1.479042099843361768e+00,8.799383610442185200e-02,8.141335542082683840e-03,-1.640934749828857342e-01,2.847211805574278998e-02,6.859497749669500877e-01,5.130214321272461020e-03,-5.800907588319965669e-01,3.451180406815895774e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.720000000000000639e-01,4.486746081671062064e-02,5.595263752815993197e-01,-1.296761449878116104e-02,-2.207361590276181840e+00,-1.980552986289436240e-02,3.233444639156396683e+00,-1.603046973166170619e-01,2.076577742853837755e-02,-4.185466329641543415e-01,7.262268744587095648e-02,1.749624527878874458e+00,1.308543152478786227e-02,-1.479614189096023269e+00,8.802787186847563228e-02,7.916717970490524947e-03,-1.595661738202869273e-01,2.768657887943587470e-02,6.670245787395181480e-01,4.988672890307549457e-03,-5.640861884665593351e-01,3.355963134649841972e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
