t,q0,q1,q2,q3,q4,q5,q6,dq0,dq1,dq2,dq3,dq4,dq5,dq6,ddq0,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,tau0,tau1,tau2,tau3,tau4,tau5,tau6
1.239999999999999991e-01,3.895303830343457147e-02,6.787350895894516123e-01,-3.365170682725707185e-02,-2.705682384336389301e+00,-2.353246814259376055e-02,3.654862209534745610e+00,-1.853764303141587078e-01,2.813082359550359273e-03,-5.669935324562207918e-02,9.837994347197358616e-03,2.370167893858197705e-01,1.772647169900628747e-03,-2.004392365568854750e-01,1.192489201784716589e-02,4.021067711343070950e-02,-8.104701869676076420e-01,1.406259624059285063e-01,3.387958250173156216e+00,2.533851977099744329e-02,-2.865112496507123296e+00,1.704564322172294200e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000000e-01,3.895587152508121070e-02,6.786779843168597726e-01,-3.364179840120289783e-02,-2.705443670707539106e+00,-2.353068280477151053e-02,3.654660335323022480e+00,-1.853644200500141059e-01,2.853394807916102924e-03,-5.751187469289692489e-02,9.978976227019481851e-03,2.404133223922182705e-01,1.798049820222861550e-03,-2.033116005126495984e-01,1.209577986693714802e-02,4.041392242176122113e-02,-8.145667174134453292e-01,1.413367578747002085e-01,3.405082722293456765e+00,2.546659359698569269e-02,-2.879594239033156811e+00,1.713180061227167761e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.260000000000000009e-01,3.895874516050181618e-02,6.786200644805425730e-01,-3.363174863890999733e-02,-2.705201552008474231e+00,-2.352887200044920940e-02,3.654455581527637165e+00,-1.853522384684926361e-01,2.893909610617244332e-03,-5.832847471252659149e-02,1.012066578637363899e-02,2.438269048016430962e-01,1.823579982929772383e-03,-2.061983827268638048e-01,1.226752551302364228e-02,4.061538640017781782e-02,-8.186273440921243427e-01,1.420413236241165056e-01,3.422057108122968039e+00,2.559354492849032908e-02,-2.893949057295211347e+00,1.721720288213227090e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.270000000000000018e-01,3.896165941116068454e-02,6.785613260198669616e-01,-3.362155683581154186e-02,-2.704956011264781690e+00,-2.352703560267532454e-02,3.654247933793749681e+00,-1.853398847155703633e-01,2.934624988171722661e-03,-5.914911743798850069e-02,1.026305680200284218e-02,2.472573866834947565e-01,1.849236536691289913e-03,-2.090994564069281747e-01,1.244012141273296949e-02,4.081507274438574140e-02,-8.226521414927880915e-01,1.427396725789064347e-01,3.438881719044033947e+00,2.571937609433807767e-02,-2.908177214621634477e+00,1.730185159794515037e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.280000000000000027e-01,3.896461447674447187e-02,6.785017649100294479e-01,-3.361122229355748697e-02,-2.704707031651826021e+00,-2.352517348561850019e-02,3.654037377893180505e+00,-1.853273579447587416e-01,2.975539164793180539e-03,-5.997376707724921124e-02,1.040614306357481866e-02,2.507046184185557913e-01,1.875018362506171345e-03,-2.120146950235712868e-01,1.261356003835785271e-02,4.101298515009017820e-02,-8.266411841045800957e-01,1.434318176637989217e-01,3.455556866439003283e+00,2.584408942335567408e-02,-2.922278974340776436e+00,1.738574832635074729e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.290000000000000036e-01,3.896761055516588523e-02,6.784413771619811628e-01,-3.360074432000168670e-02,-2.704454596494433538e+00,-2.352328552456521213e-02,3.653823899724148561e+00,-1.853146573170891820e-01,3.016650368390969266e-03,-6.080238791276441901e-02,1.054991837368204899e-02,2.541684506989914660e-01,1.900924343702000037e-03,-2.149439723108500788e-01,1.278783387785742583e-02,4.120912731299635617e-02,-8.305945464166439862e-01,1.441177718035228927e-01,3.472082861690220845e+00,2.596768724436983658e-02,-2.936254599780983465e+00,1.746889463398950126e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000044e-01,3.897064784256740883e-02,6.783801588223535850e-01,-3.359012222918891094e-02,-2.704198689266581912e+00,-2.352137159591744311e-02,3.653607485311005654e+00,-1.853017820010973704e-01,3.057956830570143173e-03,-6.163494430147897774e-02,1.069437654784172187e-02,2.576487345283491881e-01,1.926953365935185711e-03,-2.178871622661497087e-01,1.296293543485722323e-02,4.140350292880948246e-02,-8.345123029181228391e-01,1.447975479228072737e-01,3.488460016180031875e+00,2.609017188620731120e-02,-2.950104354270605356e+00,1.755129208750183245e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.310000000000000053e-01,3.897372653332494691e-02,6.783181059733842666e-01,-3.357935534134198069e-02,-2.703939293591092419e+00,-2.351943157719035837e-02,3.653388120803975792e+00,-1.852887311728073638e-01,3.099456786631460056e-03,-6.247140067482685744e-02,1.083951141449576022e-02,2.611453212215585351e-01,1.953104317190965328e-03,-2.208441391501839157e-01,1.313885722864917803e-02,4.159611569323478503e-02,-8.383945280981603965e-01,1.454711589463811017e-01,3.504688641290783835e+00,2.621154567769481622e-02,-2.963828501137990123e+00,1.763294225352817490e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.320000000000000062e-01,3.897684682005159162e-02,6.782552147328413383e-01,-3.356844298284877848e-02,-2.703676393239311970e+00,-2.351746534700997412e-02,3.653165792478890950e+00,-1.852755040157163247e-01,3.141148475571384647e-03,-6.331172153873119990e-02,1.098531681501082290e-02,2.646580624049318375e-01,1.979376087783400913e-03,-2.238147774869944373e-01,1.331559179419163422e-02,4.178696930197747794e-02,-8.422412964459001783e-01,1.461386177989732749e-01,3.520769048404822854e+00,2.633181094765908725e-02,-2.977427303711486672e+00,1.771384669870897099e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.330000000000000071e-01,3.898000889360123816e-02,6.781914812539506787e-01,-3.355738448624939058e-02,-2.703409972130809802e+00,-2.351547278511082265e-02,3.652940486736925063e+00,-1.852620997207783948e-01,3.183030140082089045e-03,-6.415587147360427012e-02,1.113178660367829080e-02,2.681868100161634572e-01,2.005767570355384329e-03,-2.267989520639516754e-01,1.349313168210934145e-02,4.197606745074277529e-02,-8.460526824504855936e-01,1.467999374053127748e-01,3.536701548904493286e+00,2.645097002492685298e-02,-2.990901025319443463e+00,1.779400698968464922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.340000000000000080e-01,3.898321294307236645e-02,6.781269017253196418e-01,-3.354617919022310352e-02,-2.703140014333058172e+00,-2.351345377233363815e-02,3.652712190104335566e+00,-1.852485174863893747e-01,3.225100026551446647e-03,-6.500381513434749792e-02,1.127891464771427384e-02,2.717314163043301201e-01,2.032277659878631640e-03,-2.297965379317542800e-01,1.367146945869344814e-02,4.216341383523588421e-02,-8.498287606010601625e-01,1.474551306901285552e-01,3.552486454172142594e+00,2.656902523832483862e-02,-3.004249929290209398e+00,1.787342469309562976e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.350000000000000089e-01,3.898645915581164939e-02,6.780614723708643377e-01,-3.353482643957559489e-02,-2.702866504061125497e+00,-2.351140819062301143e-02,3.652480889232196493e+00,-1.852347565183709577e-01,3.267356385063038653e-03,-6.585551725035143633e-02,1.142669482725961437e-02,2.752917338298911387e-01,2.058905253653685926e-03,-2.328074104044291492e-01,1.385059770590150660e-02,4.234901215116203266e-02,-8.535696053867676270e-01,1.481042105781495422e-01,3.568124075590117350e+00,2.668597891667977631e-02,-3.017474278952131606e+00,1.795210137558236052e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.360000000000000098e-01,3.898974771741772066e-02,6.779951894497334708e-01,-3.352332558522588130e-02,-2.702589425677365043e+00,-2.350933592302506536e-02,3.652246570896135580e+00,-1.852208160299549933e-01,3.309797469396150160e-03,-6.671094262549578935e-02,1.157512103537988377e-02,2.788676154646878569e-01,2.085649251309918805e-03,-2.358314450593316791e-01,1.403050902135748179e-02,4.253286609422641390e-02,-8.572752912967509520e-01,1.487471899941047171e-01,3.583614724540761465e+00,2.680183338881839475e-02,-3.030574337633559878e+00,1.803003860378525613e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.370000000000000107e-01,3.899307881174483154e-02,6.779280492562349547e-01,-3.351167598419346055e-02,-2.702308763691101845e+00,-2.350723685368513727e-02,3.652009221996073141e+00,-1.852066952417679158e-01,3.352421537025773203e-03,-6.757005613814941192e-02,1.172418717806537891e-02,2.824589143919443157e-01,2.112508554805526961e-03,-2.388685177371455692e-01,1.421119601835173218e-02,4.271497936013426283e-02,-8.609458928201537686e-01,1.493840818627229505e-01,3.598958712406422400e+00,2.691659098356741914e-02,-3.043550368662842232e+00,1.810723794434476452e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.380000000000000115e-01,3.899645262090656317e-02,6.778600481197610828e-01,-3.349987699958539150e-02,-2.702024502758322289e+00,-2.350511086784544054e-02,3.651768829555955165e+00,-1.851923933818150070e-01,3.395226849122601979e-03,-6.843282274117029607e-02,1.187388717423112743e-02,2.860654841062665876e-01,2.139482068427533013e-03,-2.419185045418827673e-01,1.439265132584103060e-02,4.289535564459081435e-02,-8.645814844461198190e-01,1.500148991087333072e-01,3.614156350569447174e+00,2.703025402975359204e-02,-3.056402635368327125e+00,1.818370096390130586e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.390000000000000124e-01,3.899986932527948341e-02,6.777911824047141431e-01,-3.348792800058335989e-02,-2.701736627681361913e+00,-2.350295785184272623e-02,3.651525380723493974e+00,-1.851779096854646867e-01,3.438211670553038488e-03,-6.929920746190557090e-02,1.202421495571688592e-02,2.896871784136431649e-01,2.166568698791788549e-03,-2.449812818408837745e-01,1.457486758844855033e-02,4.307399864330125477e-02,-8.681821406637924010e-01,1.506396546568646855e-01,3.629207950412178807e+00,2.714282485620363519e-02,-3.069131401078363020e+00,1.825942922909532251e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000133e-01,3.900332910350692156e-02,6.777214485104317010e-01,-3.347582836243074428e-02,-2.701445123408594995e+00,-2.350077769310598627e-02,3.651278862769901767e+00,-1.851632433954331081e-01,3.481374269879190363e-03,-7.016917540219148874e-02,1.217516446728714001e-02,2.933238514314449596e-01,2.193767354842970658e-03,-2.480567262648171456e-01,1.475783746646386514e-02,4.325091205197078431e-02,-8.717479359623149238e-01,1.512583614318461223e-01,3.644113823316966538e+00,2.725430579174427381e-02,-3.081736929121298374e+00,1.833442430656724298e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.410000000000000142e-01,3.900683213250258352e-02,6.776508428711121024e-01,-3.346357746641967501e-02,-2.701149975034122352e+00,-2.349857028015407689e-02,3.651029263089627719e+00,-1.851483937617681430e-01,3.524712919358868272e-03,-7.104269173835352225e-02,1.232672966663110430e-02,2.969753575884251928e-01,2.221076947854582796e-03,-2.511447147076800723e-01,1.494155363584295619e-02,4.342609956630466561e-02,-8.752789448308312403e-01,1.518710323584063770e-01,3.658874280666155165e+00,2.736469916520224005e-02,-3.094219482825482093e+00,1.840868776295748743e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.420000000000000151e-01,3.901037858745429882e-02,6.775793619557402003e-01,-3.345117469987816256e-02,-2.700851167797461816e+00,-2.349633550259344617e-02,3.650776569200096855e+00,-1.851333600418339498e-01,3.568225894945589814e-03,-7.191972172120619788e-02,1.247890452436272238e-02,3.006415516247195052e-01,2.248496391428956524e-03,-2.542451243267979666e-01,1.512600878820821206e-02,4.359956488200807112e-02,-8.787752417584844267e-01,1.524776803612745979e-01,3.673489633842089042e+00,2.747400730540426259e-02,-3.106579325519262635e+00,1.848222116490650380e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.430000000000000160e-01,3.901396864182769125e-02,6.775070022680130810e-01,-3.343861945615712178e-02,-2.700548687083233368e+00,-2.349407325111574699e-02,3.650520768741444932e+00,-1.851181415002951525e-01,3.611911476288576488e-03,-7.280023067605324860e-02,1.263168302402066859e-02,3.043222885918457910e-01,2.276024601497248900e-03,-2.573578325428245717e-01,1.531119563084841831e-02,4.377131169478624961e-02,-8.822369012344178918e-01,1.530783183651796275e-01,3.687960194227116961e+00,2.758223254117707010e-02,-3.118816720530988018e+00,1.855502607905470946e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.440000000000000169e-01,3.901760246736986348e-02,6.774337603462649016e-01,-3.342591113461747254e-02,-2.700242518420850057e+00,-2.349178341749556115e-02,3.650261849476253762e+00,-1.851027374091013533e-01,3.655767946732754996e-03,-7.368418400268751667e-02,1.278505916206833758e-02,3.080174238527041974e-01,2.303660496319443352e-03,-2.604827170397420733e-01,1.549710688671876967e-02,4.394134370034438047e-02,-8.856639977477754888e-01,1.536729592948504475e-01,3.702286273203584166e+00,2.768937720134740169e-02,-3.130931931189007589e+00,1.862710407204254959e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.449999999999999900e-01,3.902128023411315788e-02,6.773596327633931713e-01,-3.341304914061720560e-02,-2.699932647484208470e+00,-2.348946589458802275e-02,3.649999799289291857e+00,-1.850871470474712843e-01,3.699793593318759406e-03,-7.457154717539098143e-02,1.293902694789386340e-02,3.117268130815774585e-01,2.331402996484350544e-03,-2.636196557648607386e-01,1.568373529444086825e-02,4.410966459438770554e-02,-8.890566057877004047e-01,1.542616160750160115e-01,3.716468182153834565e+00,2.779544361474197561e-02,-3.142925220821668475e+00,1.869845671051044711e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.459999999999999909e-01,3.902500211037875089e-02,6.772846161267834786e-01,-3.340003288549846239e-02,-2.699619060091372535e+00,-2.348712057632653186e-02,3.649734606187247543e+00,-1.850713697018772363e-01,3.743986706782926818e-03,-7.546228574293480096e-02,1.309358040381010911e-02,3.154503122641305057e-01,2.359251024909609674e-03,-2.667685269288196381e-01,1.587107360830270972e-02,4.427627807262145970e-02,-8.924147998433363815e-01,1.548443016304053288e-01,3.730506232460216953e+00,2.790043411018753097e-02,-3.154796852757320913e+00,1.876908556109884163e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.469999999999999918e-01,3.902876826278044858e-02,6.772087070782354390e-01,-3.338686178657461479e-02,-2.699301742204267107e+00,-2.348474735772039176e-02,3.649466258298466492e+00,-1.850554046660294605e-01,3.788345581557300400e-03,-7.635636532857925651e-02,1.324871356505465635e-02,3.191877776974106906e-01,2.387203506841684576e-03,-2.699292090055858129e-01,1.605911459825871274e-02,4.444118783075082235e-02,-8.957386544038268283e-01,1.554210288857472422e-01,3.744400735505077016e+00,2.800435101651079298e-02,-3.166547090324312475e+00,1.883899219044816165e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.479999999999999927e-01,3.903257885622830881e-02,6.771319022938884213e-01,-3.337353526711733798e-02,-2.698980679928362214e+00,-2.348234613485250880e-02,3.649194743872688829e+00,-1.850392512408603474e-01,3.832868515769628521e-03,-7.725375163007378032e-02,1.340442047978982962e-02,3.229390659898476179e-01,2.415259369855866315e-03,-2.731015807324547739e-01,1.624785104992967563e-02,4.460439756448100757e-02,-8.990282439583151541e-01,1.559918107657708164e-01,3.758152002670758662e+00,2.810719666253848337e-02,-3.178176196850991175e+00,1.890817816519883288e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.489999999999999936e-01,3.903643405393237426e-02,6.770541984841467187e-01,-3.336005275634365552e-02,-2.698655859512364419e+00,-2.347991680487704694e-02,3.648920051280787558e+00,-1.850229087345087731e-01,3.877553811243364748e-03,-7.815441041965692781e-02,1.356069520910266855e-02,3.267040340612532567e-01,2.443417543856272328e-03,-2.762855211100505581e-01,1.643727576460283016e-02,4.476591096951725024e-02,-9.022836429959448790e-01,1.565566601952049219e-01,3.771760345339609799e+00,2.820897337709734470e-02,-3.189684435665706363e+00,1.897664505199129492e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.499999999999999944e-01,3.904033401740635706e-02,6.769755923936051634e-01,-3.334641368940307465e-02,-2.698327267347905956e+00,-2.347745926601708596e-02,3.648642169014500780e+00,-1.850063764623046669e-01,3.922399773497667851e-03,-7.905830754405643312e-02,1.371753182700495219e-02,3.304825391428220516e-01,2.471676961075846852e-03,-2.794809094023250617e-01,1.662738155923177905e-02,4.492573174156476445e-02,-9.055049260058594118e-01,1.571155900987785403e-01,3.785226074893977000e+00,2.830968348901408832e-02,-3.201072070096806055e+00,1.904439441746597350e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.509999999999999953e-01,3.904427890647133026e-02,6.768960808009741870e-01,-3.333261750736461054e-02,-2.697994889969231203e+00,-2.347497341756232467e-02,3.648361085686171901e+00,-1.849896537467529967e-01,3.967404711747399629e-03,-7.996540892448912585e-02,1.387492442043318334e-02,3.342744387771304782e-01,2.500036556076362226e-03,-2.826876251365590398e-01,1.681816126643655498e-02,4.508386357632877123e-02,-9.086921674772022728e-01,1.576686134012206253e-01,3.798549502716204174e+00,2.840932932711546371e-02,-3.212339363472639597e+00,1.911142782826330544e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.519999999999999962e-01,3.904826887925944012e-02,6.768156605190064345e-01,-3.331866365720388690e-02,-2.697658714052886264e+00,-2.347245915986673204e-02,3.648076790028486283e+00,-1.849727399175183640e-01,4.012566938903132721e-03,-8.087568055666102818e-02,1.403286708924859211e-02,3.380795908181378207e-01,2.528495265748414988e-03,-2.859055481033613844e-01,1.700960773450358593e-02,4.524031016951444995e-02,-9.118454418991170929e-01,1.582157430272601306e-01,3.811730940188638783e+00,2.850791322022819263e-02,-3.223486579121554563e+00,1.917774685102372201e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.529999999999999971e-01,3.905230409221759763e-02,6.767343283944210475e-01,-3.330455159179020186e-02,-2.697318726417407664e+00,-2.346991639434622620e-02,3.647789270894206126e+00,-1.849556343114092394e-01,4.057884771571138027e-03,-8.178908851076727160e-02,1.419135394623714623e-02,3.418978534311852835e-01,2.557052029311431083e-03,-2.891345583566692912e-01,1.720171382738570898e-02,4.539507521682706326e-02,-9.149648237607470591e-01,1.587569919016260378e-01,3.824770698693627402e+00,2.860543749717900722e-02,-3.234513980371899411e+00,1.924335305238765170e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.539999999999999980e-01,3.905638470011114222e-02,6.766520813078300556e-01,-3.329028076987359391e-02,-2.696974914023011038e+00,-2.346734502347632562e-02,3.647498517255908013e+00,-1.849383362723622803e-01,4.103356530053396851e-03,-8.270559893149215247e-02,1.435037911710953379e-02,3.457290850929967685e-01,2.585705788313661952e-03,-2.923745362137484816e-01,1.739447242470215649e-02,4.554816241397180443e-02,-9.180503875512359135e-01,1.592923729490472173e-01,3.837669089613513940e+00,2.870190448679462922e-02,-3.245421830552022602e+00,1.930824799899553135e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.549999999999999989e-01,3.906051085602760264e-02,6.765689161736636592e-01,-3.327585065607195636e-02,-2.696627263971279387e+00,-2.346474495078985228e-02,3.647204518205720003e+00,-1.849208451514267326e-01,4.148980538347593963e-03,-8.362517803800907645e-02,1.450993674050117012e-02,3.495731445916780977e-01,2.614455486632184539e-03,-2.956253622551927585e-01,1.758787642173856997e-02,4.569957545665386672e-02,-9.211022077597272872e-01,1.598218990942527062e-01,3.850426424330646746e+00,2.879731651790179425e-02,-3.256210392990274372e+00,1.937243325748778666e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.559999999999999998e-01,3.906468271138030524e-02,6.764848299400950671e-01,-3.326126072085804769e-02,-2.696275763504852652e+00,-2.346211608087457601e-02,3.646907262955057849e+00,-1.849031603067487206e-01,4.194755124147118465e-03,-8.454779212398064181e-02,1.467002096797220823e-02,3.534298910267179017e-01,2.643300070472904759e-03,-2.988869173249244504e-01,1.778191872944699659e-02,4.584931804057851279e-02,-9.241203588753640341e-01,1.603455832619714583e-01,3.863043014227371064e+00,2.889167591932723100e-02,-3.266879931015000960e+00,1.943591039450486002e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.570000000000000007e-01,3.906890041591215557e-02,6.763998195889673326e-01,-3.324651044054663385e-02,-2.695920400007113749e+00,-2.345945831937091067e-02,3.646606740834360760e+00,-1.848852811035555932e-01,4.240678618841068129e-03,-8.547340755755858388e-02,1.483062596400752664e-02,3.572991838089868422e-01,2.672238488370553590e-03,-3.021590825301943561e-01,1.797659227444588226e-02,4.599739386145092895e-02,-9.271049153872902293e-01,1.608634383769323717e-01,3.875519170686031689e+00,2.898498501989766121e-02,-3.277430707954550826e+00,1.949868097668716882e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.580000000000000016e-01,3.907316411769927444e-02,6.763138821357173036e-01,-3.323159929728151246e-02,-2.695561161001881256e+00,-2.345677157296955501e-02,3.646302941292831168e+00,-1.848672069141401586e-01,4.286749357514238121e-03,-8.640199078138370570e-02,1.499174590601672769e-02,3.611808826607380563e-01,2.701269691188690550e-03,-3.054417392415813004e-01,1.817188999902008897e-02,4.614380661497634317e-02,-9.300559517846490598e-01,1.613754773638643725e-01,3.887855205088976529e+00,2.907724614843982744e-02,-3.287862987137274651e+00,1.956074657067515543e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.590000000000000024e-01,3.907747396315472410e-02,6.762270146293029027e-01,-3.321652677902264122e-02,-2.695198034153095001e+00,-2.345405574940919238e-02,3.645995853898167383e+00,-1.848489371178451968e-01,4.332965678947140083e-03,-8.733350831258607228e-02,1.515337498433415482e-02,3.650748476156069899e-01,2.730392632119699788e-03,-3.087347690929927446e-01,1.836780486112087399e-02,4.628855999685995565e-02,-9.329735425565841567e-01,1.618817131474965532e-01,3.900051428818550825e+00,2.916846163378045143e-02,-3.298177031891519562e+00,1.962210874310924558e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000033e-01,3.908183009703219968e-02,6.761392141521266330e-01,-3.320129237953313439e-02,-2.694831007264504308e+00,-2.345131075747413155e-02,3.645685468336302915e+00,-1.848304711010477219e-01,4.379325925615979581e-03,-8.826792674278477469e-02,1.531550740221886663e-02,3.689809390186115090e-01,2.759606266684793124e-03,-3.120380539816643428e-01,1.856432983436589676e-02,4.643165770280699434e-02,-9.358577621922389289e-01,1.623821586525576732e-01,3.912108153257099818e+00,2.925863380474626879e-02,-3.308373105545634019e+00,1.968276906062987608e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.610000000000000042e-01,3.908623266242971378e-02,6.760504778199630804e-01,-3.318589559836642583e-02,-2.694460068279359799e+00,-2.344853650699201680e-02,3.645371774411140908e+00,-1.848118082571431620e-01,4.425828443692676056e-03,-8.920521273808816598e-02,1.547813737585465588e-02,3.728990175261516216e-01,2.788909552734009610e-03,-3.153514760681600526e-01,1.876145790803922589e-02,4.657310342852267332e-02,-9.387086851807567855e-01,1.628768268037768807e-01,3.924025689786970528e+00,2.934776499016400128e-02,-3.318451471427966482e+00,1.974272908987747543e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.620000000000000051e-01,3.909068180079330879e-02,6.759608027818827525e-01,-3.317033594085327941e-02,-2.694085205280098094e+00,-2.344573290883146879e-02,3.645054762044295238e+00,-1.847929479865300095e-01,4.472471583044849812e-03,-9.014533303909362527e-02,1.564125913435004955e-02,3.768289441060099776e-01,2.818301450446213802e-03,-3.186749177763724128e-01,1.895918208709133565e-02,4.671290086971222055e-02,-9.415263860112816907e-01,1.633657305258830184e-01,3.935804349790509971e+00,2.943585751886038451e-02,-3.328412392866866742e+00,1.980199039749247769e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
