t,q1,q2,q3,q4,q5,q6,q7,qdot1,qdot2,qdot3,qdot4,qdot5,qdot6,qdot7,u1,u2,u3,u4,u5,u6,u7
5.000000000000000000e-01,1.276544876012026809e-10,-1.293875740609476077e+00,-2.998062006874579683e-10,-7.000000000000000666e-02,1.610791591837148885e-10,3.234168546192055071e+00,1.021980927333938314e-10,6.255925773076846045e-10,1.353194003088584729e+00,-1.469251393392649494e-09,-1.492982089595455975e+00,7.893958781856846196e-10,4.614890131998016787e-01,5.008391747945979689e-10,6.255925773076846045e-10,1.353194003088584729e+00,-1.469251393392649494e-09,-1.492982089595455975e+00,7.893958781856846196e-10,4.614890131998016787e-01,5.008391747945979689e-10
5.100000000000000089e-01,1.339832825229071939e-10,-1.280186180270245888e+00,-3.146698533177822119e-10,-7.000000000000000666e-02,1.690650669554736364e-10,3.238837190656685294e+00,1.072648223286712641e-10,6.401246980293837493e-10,1.384627845698087167e+00,-1.503381175928105535e-09,-1.527663121225831588e+00,8.077330462006498468e-10,4.722091117029189045e-01,5.124733527153050663e-10,6.401246980293837493e-10,1.384627845698087167e+00,-1.503381175928105535e-09,-1.527663121225831588e+00,8.077330462006498468e-10,4.722091117029189045e-01,5.124733527153050663e-10
5.200000000000000178e-01,1.404561236427442192e-10,-1.266185039425506087e+00,-3.298718093183764649e-10,-7.000000000000000666e-02,1.772327375537088486e-10,3.243612095553812136e+00,1.124468729517579942e-10,6.543994567826977661e-10,1.415504999042284107e+00,-1.536906524452717608e-09,-1.561729956295570210e+00,8.257454653544322401e-10,4.827393586554687976e-01,5.239014908578161147e-10,6.543994567826977661e-10,1.415504999042284107e+00,-1.536906524452717608e-09,-1.561729956295570210e+00,8.257454653544322401e-10,4.827393586554687976e-01,5.239014908578161147e-10
5.300000000000000266e-01,1.470703672237594136e-10,-1.251878036635741598e+00,-3.454058596734294696e-10,-7.000000000000000666e-02,1.855788350132404992e-10,3.248491310643610852e+00,1.177421280701332960e-10,6.684028988409344477e-10,1.445795278216239987e+00,-1.569794665237416152e-09,-1.595149291728881424e+00,8.434155270561831186e-10,4.930694598927119476e-01,5.351124172964170902e-10,6.684028988409344477e-10,1.445795278216239987e+00,-1.569794665237416152e-09,-1.595149291728881424e+00,8.434155270561831186e-10,4.930694598927119476e-01,5.351124172964170902e-10
5.400000000000000355e-01,1.538232320435523483e-10,-1.237271187850645937e+00,-3.612654724721810667e-10,-7.000000000000000666e-02,1.940998498846619271e-10,3.253472784265579953e+00,1.231483610826793258e-10,6.821214818414714382e-10,1.475469390283061122e+00,-1.602013793021277871e-09,-1.627888808560387757e+00,8.607261430513052439e-10,5.031894254438755709e-01,5.460952902373165813e-10,6.821214818414714382e-10,1.475469390283061122e+00,-1.602013793021277871e-09,-1.627888808560387757e+00,8.607261430513052439e-10,5.031894254438755709e-01,5.460952902373165813e-10
5.500000000000000444e-01,1.607118035179164387e-10,-1.222370797489441330e+00,-3.774438025936020249e-10,-7.000000000000000666e-02,2.027921044377015141e-10,3.258554366380479461e+00,1.286632386209997378e-10,6.955420757857555096e-10,1.504498934273894362e+00,-1.633533071011525329e-09,-1.659917171935125779e+00,8.776607454214531300e-10,5.130895695321529004e-01,5.568395980186455819e-10,6.955420757857555096e-10,1.504498934273894362e+00,-1.633533071011525329e-09,-1.659917171935125779e+00,8.776607454214531300e-10,5.130895695321529004e-01,5.568395980186455819e-10
5.600000000000000533e-01,1.677330378244801141e-10,-1.207183449521198160e+00,-3.939337013910765576e-10,-7.000000000000000666e-02,2.116517578645856556e-10,3.263733811612271385e+00,1.342843238507392027e-10,7.086519630393031823e-10,1.532856401187928652e+00,-1.664322630883527978e-09,-1.691204031108545669e+00,8.942032865845328364e-10,5.227605105747042957e-01,5.673351591104576983e-10,7.086519630393031823e-10,1.532856401187928652e+00,-1.664322630883527978e-09,-1.691204031108545669e+00,8.942032865845328364e-10,5.227605105747042957e-01,5.673351591104576983e-10
5.700000000000000622e-01,1.748837660263471604e-10,-1.191715998545155308e+00,-4.107277263770827729e-10,-7.000000000000000666e-02,2.206748114834007478e-10,3.269008782290058868e+00,1.400090797729024760e-10,7.214388383316991737e-10,1.560515173992391924e+00,-1.694353572780798647e-09,-1.721720019446509209e+00,9.103382392947011410e-10,5.321931711826553002e-01,5.775721221147283217e-10,7.214388383316991737e-10,1.560515173992391924e+00,-1.694353572780798647e-09,-1.721720019446509209e+00,9.103382392947011410e-10,5.321931711826553002e-01,5.775721221147283217e-10
5.799999999999999600e-01,1.821606981957374511e-10,-1.175975560871039161e+00,-4.278181509078745182e-10,-7.000000000000000666e-02,2.298571139414560818e-10,3.274376851490026663e+00,1.458348725251735557e-10,7.338908087565986734e-10,1.587449527622555312e+00,-1.723597965314998500e-09,-1.751436754425294007e+00,9.260505966423671948e-10,5.413787781610989169e-01,5.875409657653558693e-10,7.338908087565986734e-10,1.587449527622555312e+00,-1.723597965314998500e-09,-1.751436754425294007e+00,9.260505966423671948e-10,5.413787781610989169e-01,5.875409657653558693e-10
5.899999999999999689e-01,1.895604275376282204e-10,-1.159969505599382167e+00,-4.451969738681640018e-10,-7.000000000000000666e-02,2.391943664186466837e-10,3.279835506077380280e+00,1.517589746832354342e-10,7.459963937717249648e-10,1.613634628981728270e+00,-1.752028845565931872e-09,-1.780326837631587722e+00,9.413258720541902465e-10,5.503088625090934993e-01,5.972324989281602332e-10,7.459963937717249648e-10,1.613634628981728270e+00,-1.752028845565931872e-09,-1.780326837631587722e+00,9.413258720541902465e-10,5.503088625090934993e-01,5.972324989281602332e-10
5.999999999999999778e-01,1.970794345133938630e-10,-1.143705445701844070e+00,-4.628559293558013626e-10,-7.000000000000000666e-02,2.486821278308150448e-10,3.285382149748284686e+00,1.577785685620885591e-10,7.577445251988719068e-10,1.639046536941264121e+00,-1.779620219081551639e-09,-1.808363854762494727e+00,9.561500992930826416e-10,5.589752594196646385e-01,6.066378606008849517e-10,7.577445251988719068e-10,1.639046536941264121e+00,-1.779620219081551639e-09,-1.808363854762494727e+00,9.561500992930826416e-10,5.589752594196646385e-01,6.066378606008849517e-10
6.099999999999999867e-01,2.047140909644471047e-10,-1.127191229101531800e+00,-4.807864963664569294e-10,-7.000000000000000666e-02,2.583158200331140402e-10,3.291014106071806111e+00,1.638907495173704813e-10,7.691245472239013487e-10,1.663662202340554730e+00,-1.806347059877954056e-09,-1.835522375625530112e+00,9.705098324582067203e-10,5.673701082798037199e-01,6.157485199131946245e-10,7.691245472239013487e-10,1.663662202340554730e+00,-1.806347059877954056e-09,-1.835522375625530112e+00,9.705098324582067203e-10,5.673701082798037199e-01,6.157485199131946245e-10
6.199999999999999956e-01,2.124606642358796549e-10,-1.110434929753316702e+00,-4.989799084783028078e-10,-7.000000000000000666e-02,2.680907330233694856e-10,3.296728621531849868e+00,1.700925292466750138e-10,7.801262163967447844e-10,1.687459467987033834e+00,-1.832185310439381645e-09,-1.861777954138622571e+00,9.843921459849763683e-10,5.754858526704682564e-01,6.245562761266768771e-10,7.801262163967447844e-10,1.687459467987033834e+00,-1.832185310439381645e-09,-1.861777954138622571e+00,9.843921459849763683e-10,5.754858526704682564e-01,6.245562761266768771e-10
6.300000000000000044e-01,2.203153213001031959e-10,-1.093444838724156210e+00,-5.174271635366950869e-10,-7.000000000000000666e-02,2.780020301454428749e-10,3.302522868569100822e+00,1.763808390908716732e-10,7.907397016314040769e-10,1.710417068656177264e+00,-1.857111881718225266e-09,-1.887107128330116623e+00,9.977846346450583611e-10,5.833152403665831098e-01,6.330532586348420507e-10,7.907397016314040769e-10,1.710417068656177264e+00,-1.857111881718225266e-09,-1.887107128330116623e+00,9.977846346450583611e-10,5.833152403665831098e-01,6.330532586348420507e-10
6.400000000000000133e-01,2.282741328804891052e-10,-1.076229455273413516e+00,-5.361190333388528416e-10,-7.000000000000000666e-02,2.880447532925929291e-10,3.308393948622963432e+00,1.827525333354242174e-10,8.009555842059485623e-10,1.732514631091499613e+00,-1.881104653135017294e-09,-1.911487420338766396e+00,1.010675413546368849e-09,5.908513233370382700e-01,6.412319269631219614e-10,8.009555842059485623e-10,1.732514631091499613e+00,-1.881104653135017294e-09,-1.911487420338766396e+00,1.010675413546368849e-09,5.908513233370382700e-01,6.412319269631219614e-10
6.500000000000000222e-01,2.363330775750106079e-10,-1.058797477933175024e+00,-5.550460733185431827e-10,-7.000000000000000666e-02,2.982138281108396784e-10,3.314338895173499555e+00,1.892043925117109670e-10,8.107648577625176352e-10,1.753732674004557124e+00,-1.904142472578438234e-09,-1.934897336413741176e+00,1.023053118133076250e-09,5.980874577446905205e-01,6.490850707688712442e-10,8.107648577625176352e-10,1.753732674004557124e+00,-1.904142472578438234e-09,-1.934897336413741176e+00,1.023053118133076250e-09,5.980874577446905205e-01,6.490850707688712442e-10
6.600000000000000311e-01,2.444880459798820597e-10,-1.041157795588572021e+00,-5.741986322307591220e-10,-7.000000000000000666e-02,3.085040692023254415e-10,3.320354676783371151e+00,1.957331266983428771e-10,8.201589283073208521e-10,1.774052608074949022e+00,-1.926205156405315895e-09,-1.957316366914624739e+00,1.034906904185601460e-09,6.050173039463635494e-01,6.566058098413673536e-10,8.201589283073208521e-10,1.774052608074949022e+00,-1.926205156405315895e-09,-1.957316366914624739e+00,1.034906904185601460e-09,6.050173039463635494e-01,6.566058098413673536e-10
6.700000000000000400e-01,2.527348448132005306e-10,-1.023319478558100126e+00,-5.935668618364034333e-10,-7.000000000000000666e-02,3.189101853286782363e-10,3.326438200139777202e+00,2.023353788224834967e-10,8.291296142106357599e-10,1.793456735950313519e+00,-1.947273489440621255e-09,-1.978724986311412248e+00,1.046226447820615577e-09,6.116348264928468392e-01,6.637875941018095287e-10,8.291296142106357599e-10,1.793456735950313519e+00,-1.947273489440621255e-09,-1.978724986311412248e+00,1.046226447820615577e-09,6.116348264928468392e-01,6.637875941018095287e-10
6.800000000000000488e-01,2.610692010385861214e-10,-1.005291769673937630e+00,-6.131407265869692053e-10,-7.000000000000000666e-02,3.294267846143740001e-10,3.332586313096394193e+00,2.090077279611679715e-10,8.376691462068091367e-10,1.811928252246328475e+00,-1.967329224977470319e-09,-1.999104653184511582e+00,1.057001945491040519e-09,6.179342941288957780e-01,6.706242036033190008e-10,8.376691462068091367e-10,1.811928252246328475e+00,-1.967329224977470319e-09,-1.999104653184511582e+00,1.057001945491040519e-09,6.179342941288957780e-01,6.706242036033190008e-10
6.900000000000000577e-01,2.694867659888227467e-10,-9.870840753622666108e-01,-6.329100133092212218e-10,-7.000000000000000666e-02,3.400483797500991725e-10,3.338795807715316588e+00,2.157466926426222535e-10,8.457701673942582328e-10,1.829451243546716066e+00,-1.986355084777128673e-09,-2.018437810224746443e+00,1.067224113986051301e-09,6.239102797932331024e-01,6.771097485309405441e-10,8.457701673942582328e-10,1.829451243546716066e+00,-1.986355084777128673e-09,-2.018437810224746443e+00,1.067224113986051301e-09,6.239102797932331024e-01,6.771097485309405441e-10
7.000000000000000666e-01,2.779831194894989166e-10,-9.687059567235906110e-01,-6.528643408898781687e-10,-7.000000000000000666e-02,3.507693931961132264e-10,3.345063423308995976e+00,2.225487341475823621e-10,8.534257332354683922e-10,1.846010688403237010e+00,-2.004334759069004449e-09,-2.036707884233351695e+00,1.076884190431072933e-09,6.295576606185471213e-01,6.832386692016404074e-10,8.534257332354683922e-10,1.846010688403237010e+00,-2.004334759069004449e-09,-2.036707884233351695e+00,1.076884190431072933e-09,6.295576606185471213e-01,6.832386692016404074e-10
7.099999999999999645e-01,2.865537739826482090e-10,-9.501671206130564151e-01,-6.729931699602928766e-10,-7.000000000000000666e-02,3.615841623856110436e-10,3.351385849482180213e+00,2.294102598106135939e-10,8.606293115569946037e-10,1.861592457335693451e+00,-2.021252906550652050e-09,-2.053899286121976253e+00,1.085973932287782695e-09,6.348716179314926045e-01,6.890057360643071418e-10,8.606293115569946037e-10,1.861592457335693451e+00,-2.021252906550652050e-09,-2.053899286121976253e+00,1.085973932287782695e-09,6.348716179314926045e-01,6.890057360643071418e-10
7.199999999999999734e-01,2.951941786503902586e-10,-9.314774107207719478e-01,-6.932858125811349416e-10,-7.000000000000000666e-02,3.724869449280856528e-10,3.357759729173853902e+00,2.363276263214296804e-10,8.673747825494620181e-10,1.876183312831930738e+00,-2.037095154387774629e-09,-2.069997410912684188e+00,1.094485617354109722e-09,6.398476372526916700e-01,6.944060496997528413e-10,8.673747825494620181e-10,1.876183312831930738e+00,-2.037095154387774629e-09,-2.069997410912684188e+00,1.094485617354109722e-09,6.398476372526916700e-01,6.944060496997528413e-10
7.299999999999999822e-01,3.038997235385713325e-10,-9.126467986521265008e-01,-7.137314419270717949e-10,-7.000000000000000666e-02,3.834719238126907607e-10,3.364181661699177539e+00,2.432971430262123596e-10,8.736564387675624323e-10,1.889770909347828765e+00,-2.051848098214213751e-09,-2.084988637737946071e+00,1.102412043764231902e-09,6.444815082967302322e-01,6.994350408207095237e-10,8.736564387675624323e-10,1.889770909347828765e+00,-2.051848098214213751e-09,-2.084988637737946071e+00,1.102412043764231902e-09,6.444815082967302322e-01,6.994350408207095237e-10
7.399999999999999911e-01,3.126657436804046986e-10,-8.936853750081108494e-01,-7.343191019714495662e-10,-7.000000000000000666e-02,3.945332126116027138e-10,3.370648205791427099e+00,2.503150752289298359e-10,8.794689851300611138e-10,1.902343793307318176e+00,-2.065499302131968007e-09,-2.098860329840657180e+00,1.109746529988583118e-09,6.487693249721641076e-01,7.040884702718351279e-10,8.794689851300611138e-10,1.902343793307318176e+00,-2.065499302131968007e-09,-2.098860329840657180e+00,1.109746529988583118e-09,6.487693249721641076e-01,7.040884702718351279e-10
7.500000000000000000e-01,3.214875232201118735e-10,-8.746033404656355925e-01,-7.550377171709753938e-10,-7.000000000000000666e-02,4.056648606833838053e-10,3.377155882643934515e+00,2.573776474926569721e-10,8.848075389197877017e-10,1.913891403102360389e+00,-2.078037298711169018e-09,-2.111600834574113517e+00,1.116482914833843314e-09,6.527074853815119093e-01,7.083624290297060690e-10,8.848075389197877017e-10,1.913891403102360389e+00,-2.078037298711169018e-09,-2.111600834574113517e+00,1.116482914833843314e-09,6.527074853815119093e-01,7.083624290297060690e-10
7.600000000000000089e-01,3.303602995365626807e-10,-8.554109968578526013e-01,-7.758761021503978745e-10,-7.000000000000000666e-02,4.168608583763439270e-10,3.383701178952025934e+00,2.644810469408934903e-10,8.896676297836454091e-10,1.924404069092966019e+00,-2.089451588990105434e-09,-2.123199483402034904e+00,1.122615557442948637e-09,6.562926918212615979e-01,7.122533382028244767e-10,8.896676297836454091e-10,1.924404069092966019e+00,-2.089451588990105434e-09,-2.123199483402034904e+00,1.122615557442948637e-09,6.562926918212615979e-01,7.122533382028244767e-10
7.700000000000000178e-01,3.392792673669167570e-10,-8.361187382544720270e-01,-7.968229713871902009e-10,-7.000000000000000666e-02,4.281151422319042377e-10,3.390280549954963085e+00,2.716214265588842939e-10,8.940451997326035782e-10,1.933873013607180891e+00,-2.099732642475203484e-09,-2.133646591898546774e+00,1.128139337295083157e-09,6.595219507818650406e-01,7.157579490316124041e-10,8.940451997326035782e-10,1.933873013607180891e+00,-2.099732642475203484e-09,-2.133646591898546774e+00,1.128139337295083157e-09,6.595219507818650406e-01,7.157579490316124041e-10
7.800000000000000266e-01,3.482395829302636621e-10,-8.167370420420840826e-01,-8.178669488962303006e-10,-7.000000000000000666e-02,4.394216001879587117e-10,3.396890422477881533e+00,2.787949084949378234e-10,8.979366031417032642e-10,1.942290350941095811e+00,-2.108871897141041047e-09,-2.142933459748193936e+00,1.133049654205685284e-09,6.623925729477423419e-01,7.188733428884161713e-10,8.979366031417032642e-10,1.942290350941095811e+00,-2.108871897141041047e-09,-2.142933459748193936e+00,1.133049654205685284e-09,6.623925729477423419e-01,7.188733428884161713e-10
7.900000000000000355e-01,3.572363680512635581e-10,-7.972764600044779382e-01,-8.389965779144820099e-10,-7.000000000000000666e-02,4.507740767822368253e-10,3.403527197973731155e+00,2.859975873617456539e-10,9.013386067500525820e-10,1.949649087358839239e+00,-2.116861759430336481e-09,-2.151052370745928588e+00,1.137342428326441560e-09,6.649021731972784011e-01,7.215969312775026427e-10,9.013386067500525820e-10,1.949649087358839239e+00,-2.116861759430336481e-09,-2.151052370745928588e+00,1.137342428326441560e-09,6.649021731972784011e-01,7.215969312775026427e-10
8.000000000000000444e-01,3.662647142837878880e-10,-7.777476094029616149e-01,-8.602003305856770735e-10,-7.000000000000000666e-02,4.621663783556660355e-10,3.410187255565214848e+00,2.932255335377014206e-10,9.042483896608307391e-10,1.955943121092583725e+00,-2.123695604253959377e-09,-2.157996592797121416e+00,1.141014100145293278e-09,6.670486706028257995e-01,7.239264558350627425e-10,9.042483896608307391e-10,1.955943121092583725e+00,-2.123695604253959377e-09,-2.157996592797121416e+00,1.141014100145293278e-09,6.670486706028257995e-01,7.239264558350627425e-10
8.100000000000000533e-01,3.753196870345606234e-10,-7.581611640566804367e-01,-8.814666176449974556e-10,-7.000000000000000666e-02,4.735922782557348284e-10,3.416866955086728996e+00,3.004747964682206744e-10,9.066635433412850368e-10,1.961167242342540140e+00,-2.129367774990920631e-09,-2.163760377917553601e+00,1.144061630486430900e-09,6.688302884307024687e-01,7.258599883292085595e-10,9.066635433412850368e-10,1.961167242342540140e+00,-2.129367774990920631e-09,-2.163760377917553601e+00,1.144061630486430900e-09,6.688302884307024687e-01,7.258599883292085595e-10
8.200000000000000622e-01,3.843963296867986849e-10,-7.385278454229367018e-01,-9.027837981037563060e-10,-7.000000000000000666e-02,4.850455220398553016e-10,3.423562640126304846e+00,3.077414079670597038e-10,9.085820716227318007e-10,1.965317133276960115e+00,-2.133873583488377413e-09,-2.168338962233418599e+00,1.146482500510296122e-09,6.702455541411928008e-01,7.273959306599745881e-10,9.085820716227318007e-10,1.965317133276960115e+00,-2.133873583488377413e-09,-2.168338962233418599e+00,1.146482500510296122e-09,6.702455541411928008e-01,7.273959306599745881e-10
8.300000000000000711e-01,3.934896677238517935e-10,-7.188584136775124644e-01,-9.241401889340771689e-10,-7.000000000000000666e-02,4.965198326787239375e-10,3.430270641067543202e+00,3.150213855176342530e-10,9.100023907005582421e-10,1.968389368032139597e+00,-2.137209310061636053e-09,-2.171728565981326575e+00,1.148274711713584150e-09,6.712932993885482036e-01,7.285330148593188656e-10,9.100023907005582421e-10,1.968389368032139597e+00,-2.137209310061636053e-09,-2.171728565981326575e+00,1.148274711713584150e-09,6.712932993885482036e-01,7.285330148593188656e-10
8.399999999999999689e-01,4.025947128528442355e-10,-6.991636587949849879e-01,-9.455240747535784644e-10,-7.000000000000000666e-02,5.080089157596862024e-10,3.436987278131559798e+00,3.223107355743394819e-10,9.109233291342199765e-10,1.970381412712413960e+00,-2.139372203494147086e-09,-2.173926393508299970e+00,1.149436785929240599e-09,6.719726600209862122e-01,7.292703030911211108e-10,9.109233291342199765e-10,1.970381412712413960e+00,-2.139372203494147086e-09,-2.173926393508299970e+00,1.149436785929240599e-09,6.719726600209862122e-01,7.292703030911211108e-10
8.499999999999999778e-01,4.117064671283157481e-10,-6.794543916290470831e-01,-9.669237175100550760e-10,-7.000000000000000666e-02,5.195064646900987151e-10,3.443708864418921323e+00,3.296054568638694593e-10,9.113441278472407130e-10,1.971291625390156455e+00,-2.140360481037503596e-09,-2.174930633271771274e+00,1.149967765326461078e-09,6.722830760806899342e-01,7.296071876511824142e-10,9.113441278472407130e-10,1.971291625390156455e+00,-2.140360481037503596e-09,-2.174930633271771274e+00,1.149967765326461078e-09,6.722830760806899342e-01,7.296071876511824142e-10
8.599999999999999867e-01,4.208199270758608023e-10,-6.597414349928294452e-01,-9.883273661661567314e-10,-7.000000000000000666e-02,5.310061659006904860e-10,3.450431708951585907e+00,3.369015436865352094e-10,9.112644401272152533e-10,1.971119256105785533e+00,-2.140173328411448241e-09,-2.174740457839590135e+00,1.149867212410694708e-09,6.722242918038096038e-01,7.295433909672278227e-10,9.112644401272152533e-10,1.971119256105785533e+00,-2.140173328411448241e-09,-2.174740457839590135e+00,1.149867212410694708e-09,6.722242918038096038e-01,7.295433909672278227e-10
8.699999999999999956e-01,4.299300878157705224e-10,-6.400356147392177730e-01,-1.009723266384071554e-09,-7.000000000000000666e-02,5.425017040489265333e-10,3.457152119714843153e+00,3.441949892175847746e-10,9.106843316258064928e-10,1.969864446867758190e+00,-2.138810899803868298e-09,-2.173356023890017585e+00,1.149135210023640602e-09,6.717963556204615827e-01,7.290789655989038580e-10,9.106843316258064928e-10,1.969864446867758190e+00,-2.138810899803868298e-09,-2.173356023890017585e+00,1.149135210023640602e-09,6.717963556204615827e-01,7.290789655989038580e-10
8.800000000000000044e-01,4.390319471866732620e-10,-6.203477508411722185e-01,-1.031099670210208167e-09,-7.000000000000000666e-02,5.539867672223704658e-10,3.463866406699254608e+00,3.514817888085226578e-10,9.096042803587467651e-10,1.967528231652572623e+00,-2.136274317870795660e-09,-2.170778472211727816e+00,1.147772361343249731e-09,6.709996201547282491e-01,7.282142942377793441e-10,9.096042803587467651e-10,1.967528231652572623e+00,-2.136274317870795660e-09,-2.170778472211727816e+00,1.147772361343249731e-09,6.709996201547282491e-01,7.282142942377793441e-10
8.900000000000000133e-01,4.481205098691742482e-10,-6.006886484720496133e-01,-1.052444845759874902e-09,-7.000000000000000666e-02,5.654550521420457213e-10,3.470570884942590695e+00,3.587579432884278683e-10,9.080251767058382554e-10,1.964112536404768905e+00,-2.132565673736410141e-09,-2.167009927703809957e+00,1.145779789883724713e-09,6.698347422246587746e-01,7.269500897073460273e-10,9.080251767058382554e-10,1.964112536404768905e+00,-2.132565673736410141e-09,-2.167009927703809957e+00,1.145779789883724713e-09,6.698347422246587746e-01,7.269500897073460273e-10
9.000000000000000222e-01,4.571907915094986392e-10,-5.810690890859177005e-01,-1.073747086901965830e-09,-7.000000000000000666e-02,5.769002693658009413e-10,3.477261877571773852e+00,3.660194622652753291e-10,9.059483234109513461e-10,1.959620179036926313e+00,-2.127688026993034520e-09,-2.162053499375763188e+00,1.143159139495518783e-09,6.683026828422682364e-01,7.252873949630171287e-10,9.059483234109513461e-10,1.959620179036926313e+00,-2.127688026993034520e-09,-2.162053499375763188e+00,1.143159139495518783e-09,6.683026828422682364e-01,7.252873949630171287e-10
9.100000000000000311e-01,4.662378228431284804e-10,-5.614998214978828006e-01,-1.094994722943633771e-09,-7.000000000000000666e-02,5.883161484916680038e-10,3.483935718844815455e+00,3.732623674272519066e-10,9.033754355820276154e-10,1.954054869429669328e+00,-2.121645405701142392e-09,-2.155913280347505623e+00,1.139912574365338892e-09,6.664047072135391714e-01,7.232275830921300329e-10,9.033754355820276154e-10,1.954054869429669328e+00,-2.121645405701142392e-09,-2.155913280347505623e+00,1.139912574365338892e-09,6.664047072135391714e-01,7.232275830921300329e-10
9.200000000000000400e-01,4.752566538184475197e-10,-5.419915529644010466e-01,-1.116176128314981490e-09,-7.000000000000000666e-02,5.996964433612291557e-10,3.490588757192757630e+00,3.804826958440789552e-10,9.003086406910767353e-10,1.947421209431660305e+00,-2.114442806389349488e-09,-2.148594347849365427e+00,1.136042779016141779e-09,6.641423847384196888e-01,7.207723573139432891e-10,9.003086406910767353e-10,1.947421209431660305e+00,-2.114442806389349488e-09,-2.148594347849365427e+00,1.136042779016141779e-09,6.641423847384196888e-01,7.207723573139432891e-10
9.300000000000000488e-01,4.842423577203786805e-10,-5.225549402636038288e-01,-1.137279732253736155e-09,-7.000000000000000666e-02,6.110349372629763901e-10,3.497217358261609732e+00,3.876765032683291221e-10,8.967504785741750242e-10,1.939724692859596811e+00,-2.106086194054412019e-09,-2.140102763222077709e+00,1.131552958307132110e-09,6.615175890108221379e-01,7.179237509796356806e-10,8.967504785741750242e-10,1.939724692859596811e+00,-2.106086194054412019e-09,-2.140102763222077709e+00,1.131552958307132110e-09,6.615175890108221379e-01,7.179237509796356806e-10
9.400000000000000577e-01,4.931900352940266020e-10,-5.032005807756148030e-01,-1.158294028489934333e-09,-7.000000000000000666e-02,6.223254481356753730e-10,3.503817907954292377e+00,3.948398674367468246e-10,8.927039014314734085e-10,1.930971705498229829e+00,-2.096582502161243631e-09,-2.130445571916803615e+00,1.126446837433773436e-09,6.585324978186295475e-01,7.146841275723129456e-10,8.927039014314734085e-10,1.930971705498229829e+00,-2.096582502161243631e-09,-2.130445571916803615e+00,1.126446837433773436e-09,6.585324978186295475e-01,7.146841275723129456e-10
9.500000000000000666e-01,5.020948188683178011e-10,-4.839390035628690079e-01,-1.179207584930602442e-09,-7.000000000000000666e-02,6.335618337717277159e-10,3.510386815472573918e+00,4.019688913715672777e-10,8.881722738271887370e-10,1.921169525100343334e+00,-2.085939632642897211e-09,-2.119630803495109461e+00,1.120728661927775791e-09,6.551895931436885201e-01,7.110561807070002295e-10,8.881722738271887370e-10,1.921169525100343334e+00,-2.085939632642897211e-09,-2.119630803495109461e+00,1.120728661927775791e-09,6.551895931436885201e-01,7.110561807070002295e-10
9.599999999999999645e-01,5.109518764796411961e-10,-4.647806604504343131e-01,-1.200009053344438230e-09,-7.000000000000000666e-02,6.447379970205335585e-10,3.516920516359010485e+00,4.090597066818354200e-10,8.831593726896057455e-10,1.910326321386759396e+00,-2.074166455900566950e-09,-2.107667471628972056e+00,1.114403197657098994e-09,6.514916611618108977e-01,7.070429341306439456e-10,8.831593726896057455e-10,1.910326321386759396e+00,-2.074166455900566950e-09,-2.107667471628972056e+00,1.114403197657098994e-09,6.514916611618108977e-01,7.070429341306439456e-10
9.699999999999999734e-01,5.197564159954886305e-10,-4.457359171063306480e-01,-1.220687179046490814e-09,-7.000000000000000666e-02,6.558478909918530138e-10,3.523415475538886898e+00,4.161084768647249420e-10,8.776693873110820200e-10,1.898451156046348842e+00,-2.061272810803601171e-09,-2.094565574100789362e+00,1.107475730825959062e-09,6.474417922427777583e-01,7.026477417221159112e-10,8.776693873110820200e-10,1.898451156046348842e+00,-2.061272810803601171e-09,-2.094565574100789362e+00,1.107475730825959062e-09,6.474417922427777583e-01,7.026477417221159112e-10
9.799999999999999822e-01,5.285036892380963274e-10,-4.268150441218476754e-01,-1.241230810582845680e-09,-7.000000000000000666e-02,6.668855242591710258e-10,3.529868190362155378e+00,4.231114006068585041e-10,8.717069193480422065e-10,1.885553982736018819e+00,-2.047269504689490327e-09,-2.080336092803368508e+00,1.099952067974820561e-09,6.430433809503346421e-01,6.978742874922083847e-10,8.717069193480422065e-10,1.885553982736018819e+00,-2.047269504689490327e-09,-2.080336092803368508e+00,1.099952067974820561e-09,6.430433809503346421e-01,6.978742874922083847e-10
9.899999999999999911e-01,5.371889961080843792e-10,-4.080282080918680165e-01,-1.261628909415300993e-09,-7.000000000000000666e-02,6.778449660630565397e-10,3.536275193645375126e+00,4.300647150856254722e-10,8.652769828209814230e-10,1.871645647080719677e+00,-2.032168313363871143e-09,-2.064990993739931113e+00,1.091838535980400946e-09,6.383001260421946599e-01,6.927265855836371672e-10,8.652769828209814230e-10,1.871645647080719677e+00,-2.032168313363871143e-09,-2.064990993739931113e+00,1.091838535980400946e-09,6.383001260421946599e-01,6.927265855836371672e-10
1.000000000000000000e+00,5.458076887080993393e-10,-3.893854626951811504e-01,-1.281870559606055908e-09,-7.000000000000000666e-02,6.887203515145293243e-10,3.542633056713653250e+00,4.369646992705030667e-10,8.583850041144629845e-10,1.856737886673440974e+00,-2.015981981100526201e-09,-2.048543227024111513e+00,1.083141982055667667e-09,6.332160304700361619e-01,6.872089802710393280e-10,8.583850041144629845e-10,1.856737886673440974e+00,-2.015981981100526201e-09,-2.048543227024111513e+00,1.083141982055667667e-09,6.332160304700361619e-01,6.872089802710393280e-10
