t,q1,q2,q3,q4,q5,q6,q7,qdot1,qdot2,qdot3,qdot4,qdot5,qdot6,qdot7,u1,u2,u3,u4,u5,u6,u7
1.010000000000000009e+00,5.543551754664528850e-10,-3.708967397748093031e-01,-1.301944977502385225e-09,-7.000000000000000666e-02,6.995058867984181080e-10,3.548938392442582135e+00,4.438076772243735814e-10,8.510368219771203683e-10,1.840843331075214584e+00,-1.998724220641383524e-09,-2.031006726879957647e+00,1.073869773749840855e-09,6.277954013795045141e-01,6.813261459609751690e-10,8.510368219771203683e-10,1.840843331075214584e+00,-1.998724220641383524e-09,-2.031006726879957647e+00,1.073869773749840855e-09,6.277954013795045141e-01,6.813261459609751690e-10
1.020000000000000018e+00,5.628269252607628578e-10,-3.525718404183246779e-01,-1.321841521421323153e-09,-7.000000000000000666e-02,7.101958543767252299e-10,3.555187858300181247e+00,4.505900214048444456e-10,8.432386875216532838e-10,1.823975501815107148e+00,-1.980409713196511615e-09,-2.012396411641924399e+00,1.064029798948388158e-09,6.220428501102094332e-01,6.750830871919250194e-10,8.432386875216532838e-10,1.823975501815107148e+00,-1.980409713196511615e-09,-2.012396411641924399e+00,1.064029798948388158e-09,6.220428501102094332e-01,6.750830871919250194e-10
1.030000000000000027e+00,5.712184715415965794e-10,-3.344204260381640204e-01,-1.341549701334349543e-09,-7.000000000000000666e-02,7.207846181919910836e-10,3.561378159388836284e+00,4.573081559655688564e-10,8.349972642248360489e-10,1.806148812390238056e+00,-1.961054108444136002e-09,-1.992728183754893134e+00,1.053630465873035280e-09,6.159632921957308715e-01,6.684851386342956465e-10,8.349972642248360489e-10,1.806148812390238056e+00,-1.961054108444136002e-09,-1.992728183754893134e+00,1.053630465873035280e-09,6.159632921957308715e-01,6.684851386342956465e-10
1.040000000000000036e+00,5.795254164561068255e-10,-3.164520094519582827e-01,-1.361059188552062279e-09,-7.000000000000000666e-02,7.312666288706517363e-10,3.567506051487237873e+00,4.639585600575619112e-10,8.263196279275070426e-10,1.787378568265755474e+00,-1.940674024530617313e-09,-1.972018929774145057e+00,1.042680703081753166e-09,6.095619473636109120e-01,6.615379650904119837e-10,8.263196279275070426e-10,1.787378568265755474e+00,-1.940674024530617313e-09,-1.972018929774145057e+00,1.042680703081753166e-09,6.095619473636109120e-01,6.615379650904119837e-10
1.050000000000000044e+00,5.877434349716764860e-10,-2.986759459628445246e-01,-1.380359825408865579e-09,-7.000000000000000666e-02,7.416364289264053378e-10,3.573568344092322047e+00,4.705377711305223253e-10,8.172132668345790448e-10,1.767680966874860538e+00,-1.919287048070471548e-09,-1.950286520365387410e+00,1.031189959468769991e-09,6.028443395353620948e-01,6.542475614945257127e-10,8.172132668345790448e-10,1.767680966874860538e+00,-1.919287048070471548e-09,-1.950286520365387410e+00,1.031189959468769991e-09,6.028443395353620948e-01,6.542475614945257127e-10
1.060000000000000053e+00,5.958682789995580543e-10,-2.811014244397860296e-01,-1.399441634947650864e-09,-7.000000000000000666e-02,7.518886579635744960e-10,3.579561903461210282e+00,4.770423882341516156e-10,8.076860815150294141e-10,1.747073097618784931e+00,-1.896911734146352289e-09,-1.927549810304729716e+00,1.019168204264560411e-09,5.958162968264599790e-01,6.466202529128069913e-10,8.076860815150294141e-10,1.747073097618784931e+00,-1.896911734146352289e-09,-1.927549810304729716e+00,1.019168204264560411e-09,5.958162968264599790e-01,6.466202529128069913e-10
1.070000000000000062e+00,6.038957815185138413e-10,-2.637374583978955300e-01,-1.418294830604475136e-09,-7.000000000000000666e-02,7.620180578804667915e-10,3.585483655653148194e+00,4.834690753194716294e-10,7.977463849019078422e-10,1.725572941866807763e+00,-1.873567606309064352e-09,-1.903828638478702207e+00,1.006625927035853212e-09,5.884839515463482496e-01,6.386626945433507613e-10,7.977463849019078422e-10,1.725572941866807763e+00,-1.873567606309064352e-09,-1.903828638478702207e+00,1.006625927035853212e-09,5.884839515463482496e-01,6.386626945433507613e-10
1.080000000000000071e+00,6.118218606984566021e-10,-2.465928770787524371e-01,-1.436909825893244116e-09,-7.000000000000000666e-02,7.720194780727381879e-10,3.591330589571445575e+00,4.898145645401450215e-10,7.874029022923308738e-10,1.703199372956244018e+00,-1.849275156577553032e-09,-1.879143827884241835e+00,9.935741376856263484e-10,5.808537401984357196e-01,6.303818717161724051e-10,7.874029022923308738e-10,1.703199372956244018e+00,-1.849275156577553032e-09,-1.879143827884241835e+00,9.935741376856263484e-10,5.808537401984357196e-01,6.303818717161724051e-10
1.090000000000000080e+00,6.196425240240910942e-10,-2.296763165307227350e-01,-1.455277244090394349e-09,-7.000000000000000666e-02,7.818878806367562344e-10,3.597099760005415980e+00,4.960756595537942819e-10,7.766647713474866629e-10,1.679972156192454991e+00,-1.824055845438914860e-09,-1.853517185628705377e+00,9.800243664531121098e-10,5.729324034800987731e-01,6.217850998932116754e-10,7.766647713474866629e-10,1.679972156192454991e+00,-1.824055845438914860e-09,-1.853517185628705377e+00,9.800243664531121098e-10,5.729324034800987731e-01,6.217850998932116754e-10
1.100000000000000089e+00,6.273538724185544979e-10,-2.129962106892775431e-01,-1.473387927919574686e-09,-7.000000000000000666e-02,7.916183455729622353e-10,3.602788290672317650e+00,5.022492388233213339e-10,7.655415420926296999e-10,1.655911948848835857e+00,-1.797932101848385394e-09,-1.826971502929855218e+00,9.659886639137900940e-10,5.647269862826782560e-01,6.128800246683281452e-10,7.655415420926296999e-10,1.655911948848835857e+00,-1.797932101848385394e-09,-1.826971502929855218e+00,9.659886639137900940e-10,5.647269862826782560e-01,6.128800246683281452e-10
1.110000000000000098e+00,6.349521043670567326e-10,-1.965607824573145646e-01,-1.491232949236326529e-09,-7.000000000000000666e-02,8.012060759892335220e-10,3.608393377259290880e+00,5.083322589182258901e-10,7.540431769170886692e-10,1.631040300166834101e+00,-1.770927323229357426e-09,-1.799530555115879338e+00,9.514796009793977509e-10,5.562448376914849169e-01,6.036746217673078256e-10,7.540431769170886692e-10,1.631040300166834101e+00,-1.770927323229357426e-09,-1.799530555115879338e+00,9.514796009793977509e-10,5.562448376914849169e-01,6.036746217673078256e-10
1.120000000000000107e+00,6.424335200405204645e-10,-1.803780347854779809e-01,-1.508803618712764482e-09,-7.000000000000000666e-02,8.106464033042448986e-10,3.613912290465299826e+00,5.143217578159247399e-10,7.421800505742560065e-10,1.605379651355925974e+00,-1.743065875473356574e-09,-1.771219101625365333e+00,9.365102688979169419e-10,5.474936109857917454e-01,5.941771970478546871e-10,7.421800505742560065e-10,1.605379651355925974e+00,-1.743065875473356574e-09,-1.771219101625365333e+00,9.365102688979169419e-10,5.474936109857917454e-01,5.941771970478546871e-10
1.130000000000000115e+00,6.497945254192236977e-10,-1.644557417524756815e-01,-1.526091495522260736e-09,-7.000000000000000666e-02,8.199347924508332924e-10,3.619342379043069879e+00,5.202148582030719670e-10,7.299629501815972047e-10,1.578953335593636931e+00,-1.714373092940063414e-09,-1.742062886007323730e+00,9.210942792535860369e-10,5.384812636388409679e-01,5.843963864995982076e-10,7.299629501815972047e-10,1.578953335593636931e+00,-1.714373092940063414e-09,-1.742062886007323730e+00,9.210942792535860369e-10,5.384812636388409679e-01,5.843963864995982076e-10
1.140000000000000124e+00,6.570316364164399880e-10,-1.488014396453987143e-01,-1.543088397024126757e-09,-7.000000000000000666e-02,8.290668470793604401e-10,3.624681072841030360e+00,5.260087707768779263e-10,7.174030752206429549e-10,1.551785578025524526e+00,-1.684875278457294035e-09,-1.712088635921168223e+00,9.052457639668892647e-10,5.292160573178379401e-01,5.743411562440866516e-10,7.174030752206429549e-10,1.551785578025524526e+00,-1.684875278457294035e-09,-1.712088635921168223e+00,9.052457639668892647e-10,5.292160573178379401e-01,5.743411562440866516e-10
1.150000000000000133e+00,6.641414830020761749e-10,-1.334224180400465087e-01,-1.559786408448287733e-09,-7.000000000000000666e-02,8.380383147610707140e-10,3.629925885845250999e+00,5.317007975464265667e-10,7.045120375370008313e-10,1.523901495765203729e+00,-1.654599703321029410e-09,-1.681324063136743874e+00,8.889793752945721190e-10,5.197065578839603628e-01,5.640208025347970996e-10,7.045120375370008313e-10,1.523901495765203729e+00,-1.654599703321029410e-09,-1.681324063136743874e+00,8.889793752945721190e-10,5.197065578839603628e-01,5.640208025347970996e-10
1.159999999999999920e+00,6.711208133263181786e-10,-1.183257108812378888e-01,-1.576177892579974614e-09,-7.000000000000000666e-02,8.468450921914609426e-10,3.635074419221384190e+00,5.372883351339977164e-10,6.913018613403387470e-10,1.495327097894311619e+00,-1.623574607295373827e-09,-1.649797863534288256e+00,8.723102858296200587e-10,5.099616353923452916e-01,5.534449517571215931e-10,6.913018613403387470e-10,1.495327097894311619e+00,-1.623574607295373827e-09,-1.649797863534288256e+00,8.723102858296200587e-10,5.099616353923452916e-01,5.534449517571215931e-10
1.169999999999999929e+00,6.779664978432669746e-10,-1.035180875631378505e-01,-1.592255499444396693e-09,-7.000000000000000666e-02,8.554832303936364793e-10,3.640124364356602804e+00,5.427688780763838889e-10,6.777849832043981891e-10,1.466089285462534697e+00,-1.591829198612588804e-09,-1.617539717104462094e+00,8.552541885012757751e-10,4.999904640920995180e-01,5.426235604283781980e-10,6.777849832043981891e-10,1.466089285462534697e+00,-1.591829198612588804e-09,-1.617539717104462094e+00,8.552541885012757751e-10,4.999904640920995180e-01,5.426235604283781980e-10
1.179999999999999938e+00,6.846755334345829427e-10,-8.900604400957212725e-02,-1.608012175991429713e-09,-7.000000000000000666e-02,8.639489399216782308e-10,3.645073505901541999e+00,5.481400221262112242e-10,6.639742520669903928e-10,1.436215851487602224e+00,-1.559393653973081921e-09,-1.584580287948340604e+00,8.378272965750334017e-10,4.898025224262964605e-01,5.315669151978075924e-10,6.639742520669903928e-10,1.436215851487602224e+00,-1.559393653973081921e-09,-1.584580287948340604e+00,8.378272965750334017e-10,4.898025224262964605e-01,5.315669151978075924e-10
1.189999999999999947e+00,6.912450475331234959e-10,-7.479579375435085886e-02,-1.623441175780290734e-09,-7.966227689261295986e-02,8.722385960640017248e-10,3.649919724812234811e+00,5.533994675532567081e-10,6.498829292299944804e-10,1.405735480955280892e+00,-1.526299118545403308e-09,-1.550951224277409057e+00,8.200463436526373771e-10,4.794075930319748324e-01,5.202856328465718258e-10,6.498829292299944804e-10,1.405735480955280892e+00,-1.526299118545403308e-09,-1.550951224277409057e+00,8.200463436526373771e-10,4.794075930319748324e-01,5.202856328465718258e-10
1.199999999999999956e+00,6.976723022465857755e-10,-6.089325902158582160e-02,-1.638536068664225194e-09,-9.500097578473210014e-02,8.803487440467219668e-10,3.654661001392057074e+00,5.585450224457694239e-10,6.355246883593609769e-10,1.374677750819383482e+00,-1.492577705966254325e-09,-1.516685158413571211e+00,8.019285836720857531e-10,4.688157627401413619e-01,5.087906602877569044e-10,6.355246883593609769e-10,1.374677750819383482e+00,-1.492577705966254325e-09,-1.516685158413571211e+00,8.019285836720857531e-10,4.688157627401413619e-01,5.087906602877569044e-10
1.209999999999999964e+00,7.039546984811470716e-10,-4.730406180600987831e-02,-1.653290750475186328e-09,-1.099939686656703497e-01,8.882761042370154030e-10,3.659295418333663008e+00,5.635746060117887018e-10,6.209136154851062263e-10,1.343073130001755544e+00,-1.458262498340473713e-09,-1.481815706789135323e+00,7.834917909076237846e-10,4.580374225757664064e-01,4.970932745663684480e-10,6.209136154851062263e-10,1.343073130001755544e+00,-1.458262498340473713e-09,-1.481815706789135323e+00,7.834917909076237846e-10,4.580374225757664064e-01,4.970932745663684480e-10
1.219999999999999973e+00,7.100897800651050364e-10,-3.403351495329687282e-02,-1.667699452708516032e-09,-1.246353938604438660e-01,8.960175773464818820e-10,3.663821163760927924e+00,5.684862518804636136e-10,6.060642090013197331e-10,1.310952979392293161e+00,-1.423387546241055579e-09,-1.446377469946833250e+00,7.647542599697534422e-10,4.470832677577898373e-01,4.852050828593377906e-10,6.060642090013197331e-10,1.310952979392293161e+00,-1.423387546241055579e-09,-1.446377469946833250e+00,7.647542599697534422e-10,4.470832677577898373e-01,4.852050828593377906e-10
1.229999999999999982e+00,7.160752378725174845e-10,-2.108661324038418883e-02,-1.681756752207625103e-09,-1.389197406200459728e-01,9.035702496345066175e-10,3.668236534270883809e+00,5.732781114033715352e-10,5.909913796661556833e-10,1.278349551848922294e+00,-1.387987868709128101e-09,-1.410406032539798682e+00,7.457348058052217278e-10,4.359642976991142116e-01,4.731380224755146393e-10,5.909913796661556833e-10,1.278349551848922294e+00,-1.387987868709128101e-09,-1.410406032539798682e+00,7.457348058052217278e-10,4.359642976991142116e-01,4.731380224755146393e-10
1.239999999999999991e+00,7.219089139468460182e-10,-8.468024455785760907e-03,-1.695457580848680308e-09,-1.528418589625570867e-01,9.109313981116256659e-10,3.672539937975664692e+00,5.779484569558391919e-10,5.757104506018414236e-10,1.245295992197618995e+00,-1.352099453253975444e-09,-1.373937963331587353e+00,7.264527636970323589e-10,4.246918160066113779e-01,4.609043608556744151e-10,5.757104506018414236e-10,1.245295992197618995e+00,-1.352099453253975444e-09,-1.373937963331587353e+00,7.264527636970323589e-10,4.246918160066113779e-01,4.609043608556744151e-10
1.250000000000000000e+00,7.275888056245927260e-10,3.817919520079815499e-03,-1.708797235225276561e-09,-1.663969695142402117e-01,9.180984957428834426e-10,3.676729897544440018e+00,5.824956852382589471e-10,5.602371572946752892e-10,1.211826337232403628e+00,-1.315759255853030528e-09,-1.337010815196173263e+00,7.069279892644423565e-10,4.132774304811207000e-01,4.485166955725161856e-10,5.602371572946752892e-10,1.211826337232403628e+00,-1.315759255853030528e-09,-1.337010815196173263e+00,7.069279892644423565e-10,4.132774304811207000e-01,4.485166955725161856e-10
1.260000000000000009e+00,7.331130696589461864e-10,1.576723163458160215e-02,-1.721771386333132260e-09,-1.795806733506584152e-01,9.250692166512028525e-10,3.680805053245360448e+00,5.869183205774124318e-10,5.445876475950156447e-10,1.177975515715318000e+00,-1.279005200951851653e-09,-1.299663125117921592e+00,6.871808584629490166e-10,4.017330531174413411e-01,4.359879543306540825e-10,5.445876475950156447e-10,1.177975515715318000e+00,-1.279005200951851653e-09,-1.299663125117921592e+00,6.871808584629490166e-10,4.017330531174413411e-01,4.359879543306540825e-10
1.270000000000000018e+00,7.384800263434150635e-10,2.737627858254043645e-02,-1.734376089254752161e-09,-1.923889618377607746e-01,9.318414413207373264e-10,3.684764165987491680e+00,5.912150182277838350e-10,5.287784817173007355e-10,1.143779348376467331e+00,-1.241876181464166552e-09,-1.261934414191635545e+00,6.672322675843138991e-10,3.900709001043464741e-01,4.233313949666330698e-10,5.287784817173007355e-10,1.143779348376467331e+00,-1.241876181464166552e-09,-1.261934414191635545e+00,6.672322675843138991e-10,3.900709001043464741e-01,4.233313949666330698e-10
1.280000000000000027e+00,7.436881636354748353e-10,3.864178972592324790e-02,-1.746607792844124370e-09,-2.048182264730011859e-01,9.384132618002427090e-10,3.688606120362758478e+00,5.953845676728842570e-10,5.128266322400331788e-10,1.109274547913987385e+00,-1.204412058771837853e-09,-1.223865187622519946e+00,6.471036332565440088e-10,3.783034918245719025e-01,4.105606054489163813e-10,5.128266322400331788e-10,1.109274547913987385e+00,-1.204412058771837853e-09,-1.223865187622519946e+00,6.471036332565440088e-10,3.783034918245719025e-01,4.105606054489163813e-10
1.290000000000000036e+00,7.487361412802078003e-10,4.956086601352138743e-02,-1.758463349411399553e-09,-2.168652687264418510e-01,9.447829869064371538e-10,3.692329927687883817e+00,5.994258959265699629e-10,4.967494841057830650e-10,1.074498718994050916e+00,-1.166653662724869905e-09,-1.185496934726189444e+00,6.268168924438956214e-10,3.664436528548185024e-01,3.976895038778884670e-10,4.967494841057830650e-10,1.074498718994050916e+00,-1.166653662724869905e-09,-1.185496934726189444e+00,6.268168924438956214e-10,3.664436528548185024e-01,3.976895038778884670e-10
1.300000000000000044e+00,7.536227949339385343e-10,6.013098890062074098e-02,-1.769940024407560836e-09,-2.285273098818438875e-01,9.509491474273585353e-10,3.695934729046324918e+00,6.033380708343579470e-10,4.805648346211925078e-10,1.039490358250878099e+00,-1.128642791641418912e-09,-1.146872128928678070e+00,6.063945024468797638e-10,3.545045119657557198e-01,3.847323384858581987e-10,4.805648346211925078e-10,1.039490358250878099e+00,-1.128642791641418912e-09,-1.146872128928678070e+00,6.063945024468797638e-10,3.545045119657557198e-01,3.847323384858581987e-10
1.310000000000000053e+00,7.583471402878813427e-10,7.035002926869493578e-02,-1.781035506109119973e-09,-2.398020008777874690e-01,9.569105013257342701e-10,3.699419798330217724e+00,6.071203043747499766e-10,4.642908934569758505e-10,1.004288854286735866e+00,-1.090422212307793755e-09,-1.108034227766439894e+00,5.858594409022626270e-10,3.424995021220212377e-01,3.717036876370592319e-10,4.642908934569758505e-10,1.004288854286735866e+00,-1.090422212307793755e-09,-1.108034227766439894e+00,5.858594409022626270e-10,3.424995021220212377e-01,3.717036876370592319e-10
1.320000000000000062e+00,7.629083771917769578e-10,8.021625634507878466e-02,-1.791747915302789937e-09,-2.506874321487673196e-01,9.626660389423398666e-10,3.702784545282312489e+00,6.107719559605489837e-10,4.479462826479099467e-10,9.689344876719176991e-01,-1.052035659978433872e-09,-1.069027672886326608e+00,5.652352057830532627e-10,3.304423604822142591e-01,3.586184598276421475e-10,4.479462826479099467e-10,9.689344876719176991e-01,-1.052035659978433872e-09,-1.069027672886326608e+00,5.652352057830532627e-10,3.304423604822142591e-01,3.586184598276421475e-10
1.330000000000000071e+00,7.673058937775346138e-10,8.972834662265105621e-02,-1.802075814970170332e-09,-2.611821434662995323e-01,9.682149881993624382e-10,3.706028518537917371e+00,6.142925357401795930e-10,4.315500365928452759e-10,9.334684309447676132e-01,-1.013527838375933860e-09,-1.029897890045613496e+00,5.445458153985178514e-10,3.183471283989035561e-01,3.454918936856833438e-10,4.315500365928452759e-10,9.334684309447676132e-01,-1.013527838375933860e-09,-1.029897890045613496e+00,5.445458153985178514e-10,3.183471283989035561e-01,3.454918936856833438e-10
1.340000000000000080e+00,7.715392705828716401e-10,9.888539277951280404e-02,-1.812018219972425568e-09,-2.712851337800235019e-01,9.735568198037619422e-10,3.709151408666834460e+00,6.176817078990059618e-10,4.151216020546991704e-10,8.979327486116651658e-01,-9.749444196910290043e-10,-9.906912891119833420e-01,5.238158083941707072e-10,3.062281514186224185e-01,3.323395579711798154e-10,4.151216020546991704e-10,8.979327486116651658e-01,-9.749444196910290043e-10,-9.906912891119833420e-01,5.238158083941707072e-10,3.062281514186224185e-01,3.323395579711798154e-10
1.350000000000000089e+00,7.756082846749560529e-10,1.076869125986703590e-01,-1.821574606734970273e-09,-2.809958710588094100e-01,9.786912524506363473e-10,3.712153051215302035e+00,6.209392939606526174e-10,3.986808381604619679e-10,8.623703971470392249e-01,-9.363320445826089253e-10,-9.514552640635413061e-01,5.030702437517824460e-10,2.941000792818732057e-01,3.191773515760538057e-10,3.986808381604619679e-10,8.623703971470392249e-01,-9.363320445826089253e-10,-9.514552640635413061e-01,5.030702437517824460e-10,2.941000792818732057e-01,3.191773515760538057e-10
1.360000000000000098e+00,7.795129137740457350e-10,1.161328578877154349e-01,-1.830744922932148295e-09,-2.903143021318608241e-01,9.836182580265822512e-10,3.715033429747932381e+00,6.240652760883230209e-10,3.822480164011874472e-10,8.268252249933465414e-01,-8.977383221776954504e-10,-9.122381929887914964e-01,4.823347007893675782e-10,2.819778659231203521e-01,3.060215035241452072e-10,3.822480164011874472e-10,8.268252249933465414e-01,-8.977383221776954504e-10,-9.122381929887914964e-01,4.823347007893675782e-10,2.819778659231203521e-01,3.060215035241452072e-10
1.370000000000000107e+00,7.832533403771290626e-10,1.242236233985023475e-01,-1.839529597171913359e-09,-2.992408625298161873e-01,9.883380668130567403e-10,3.717792678889653590e+00,6.270598003861179239e-10,3.658438206320063729e-10,7.913419725611020583e-01,-8.592118300714742548e-10,-8.730894380866701665e-01,4.616352791612018788e-10,2.698767694708003595e-01,2.928885729712226252e-10,3.658438206320063729e-10,7.913419725611020583e-01,-8.592118300714742548e-10,-8.730894380866701665e-01,4.616352791612018788e-10,2.698767694708003595e-01,2.928885729712226252e-10
1.380000000000000115e+00,7.868299558815651191e-10,1.319600557468296742e-01,-1.847929548680509723e-09,-3.077764863258547479e-01,9.928511726897400750e-10,3.720431087367645162e+00,6.299231802003548620e-10,3.494893470721096420e-10,7.559662722288418291e-01,-8.208021143272552597e-10,-8.340593456665049699e-01,4.409985988578010882e-10,2.578123522473093621e-01,2.797954492049695743e-10,3.494893470721096420e-10,7.559662722288418291e-01,-8.208021143272552597e-10,-8.340593456665049699e-01,4.409985988578010882e-10,2.578123522473093621e-01,2.797954492049695743e-10
1.390000000000000124e+00,7.902433647087277345e-10,1.393434623321259114e-01,-1.855946196987161518e-09,-3.159226159768053765e-01,9.971583383379023055e-10,3.722949101053283805e+00,6.326558994208899237e-10,3.332061043047652927e-10,7.207446483431594331e-01,-7.825596894765127511e-10,-7.951992461480555940e-01,4.204518002059421601e-10,2.458004807690154503e-01,2.667593516449982816e-10,3.332061043047652927e-10,7.207446483431594331e-01,-7.825596894765127511e-10,-7.951992461480555940e-01,4.204518002059421601e-10,2.458004807690154503e-01,2.667593516449982816e-10
1.400000000000000133e+00,7.934943884276425971e-10,1.463756202571242504e-01,-1.863581471608744720e-09,-3.236812121642449469e-01,1.001260600443760167e-09,3.725347326004078585e+00,6.352586157824335219e-10,3.170160132773073890e-10,6.857245172186828830e-01,-7.445360385188591163e-10,-7.565614540614873373e-01,4.000225438686494576e-10,2.338573257462508714e-01,2.537978298428407949e-10,3.170160132773073890e-10,6.857245172186828830e-01,-7.445360385188591163e-10,-7.565614540614873373e-01,4.000225438686494576e-10,2.338573257462508714e-01,2.537978298428407949e-10
1.409999999999999920e+00,7.965840698786273631e-10,1.530587852475400190e-01,-1.870837821734469047e-09,-3.310547636355996026e-01,1.005159274901840387e-09,3.727626531505609631e+00,6.377321641658701982e-10,3.009414073011394330e-10,6.509541871380813971e-01,-7.067836129220529091e-10,-7.181992680473789914e-01,3.797390108451988899e-10,2.219993620833142500e-01,2.409287634819516709e-10,3.009414073011394330e-10,6.509541871380813971e-01,-7.067836129220529091e-10,-7.181992680473789914e-01,3.797390108451988899e-10,2.219993620833142500e-01,2.409287634819516709e-10
1.419999999999999929e+00,7.995136772969353865e-10,1.593957005717581144e-01,-1.877718225910564821e-09,-3.380462970452562388e-01,1.008855962018345679e-09,3.729787653113471713e+00,6.400775598995792542e-10,2.850050320517334859e-10,6.164828583520635119e-01,-6.693558326219968853e-10,-6.801669708567211758e-01,3.596299024711170325e-10,2.102433688784700605e-01,2.281703623777071478e-10,2.850050320517334859e-10,6.164828583520635119e-01,-6.693558326219968853e-10,-6.801669708567211758e-01,3.596299024711170325e-10,2.102433688784700605e-01,2.281703623777071478e-10
1.429999999999999938e+00,8.022847084363978968e-10,1.653896059605173274e-01,-1.884226201724970029e-09,-3.446593867956704305e-01,1.012352551714517842e-09,3.731831795695213838e+00,6.422960020607558993e-10,2.692300455686327014e-10,5.823606230793828553e-01,-6.323070860227437930e-10,-6.425198293509222225e-01,3.397244404181840747e-10,1.986064294239504868e-01,2.155411664774074463e-10,2.692300455686327014e-10,5.823606230793828553e-01,-6.323070860227437930e-10,-6.425198293509222225e-01,3.397244404181840747e-10,1.986064294239504868e-01,2.155411664774074463e-10
1.439999999999999947e+00,8.048988946930562508e-10,1.710442465265720191e-01,-1.890365815491988859e-09,-3.508981648784512686e-01,1.015651228729991351e-09,3.733760236472273064e+00,6.443888767767234041e-10,2.536400182554498262e-10,5.486384655068345939e-01,-5.956927299964930636e-10,-6.053140945018042895e-01,3.200523666944320618e-10,1.871059312059542290e-01,2.030600458602753475e-10,2.536400182554498262e-10,5.486384655068345939e-01,-5.956927299964930636e-10,-6.053140945018042895e-01,3.200523666944320618e-10,1.871059312059542290e-01,2.030600458602753475e-10
1.449999999999999956e+00,8.073582052288137273e-10,1.763638816843959845e-01,-1.896141691937002957e-09,-3.567673307154901607e-01,1.018754477826169271e-09,3.735574428061922525e+00,6.463577605262609691e-10,2.382589328798566020e-10,5.153682617892327844e-01,-5.595690898835653762e-10,-5.686070013915786037e-01,3.006439436441315044e-10,1.757595659046387593e-01,1.907462007374477406e-10,2.382589328798566020e-10,5.153682617892327844e-01,-5.595690898835653762e-10,-5.686070013915786037e-01,3.006439436441315044e-10,1.757595659046387593e-01,1.907462007374477406e-10
1.459999999999999964e+00,8.096648510950673647e-10,1.813532940698443507e-01,-1.901559023881128100e-09,-3.622721610000450010e-01,1.021665088989573544e-09,3.737276001519203472e+00,6.482044234409163944e-10,2.231111845736123548e-10,4.826027800494716580e-01,-5.239934594924706935e-10,-5.324567692129129615e-01,2.815299539478274136e-10,1.645853293941414719e-01,1.786191614519986542e-10,2.231111845736123548e-10,4.826027800494716580e-01,-5.239934594924706935e-10,-5.324567692129129615e-01,2.815299539478274136e-10,1.645853293941414719e-01,1.786191614519986542e-10
1.469999999999999973e+00,8.118212893563529318e-10,1.860177984598432310e-01,-1.906623581925909319e-09,-3.674185195378545377e-01,1.024386162635214906e-09,3.738866769378869748e+00,6.499308326063285722e-10,2.082215808325328720e-10,4.503956803784592844e-01,-4.890241010998344352e-10,-4.969226012688585103e-01,2.627417006223001123e-10,1.536015217425565904e-01,1.666987884789141309e-10,2.082215808325328720e-10,4.503956803784592844e-01,-4.890241010998344352e-10,-4.969226012688585103e-01,2.627417006223001123e-10,1.536015217425565904e-01,1.666987884789141309e-10
1.479999999999999982e+00,8.138302272139828656e-10,1.903632506920638345e-01,-1.911341724137993709e-09,-3.722128670882358659e-01,1.026921114809949991e-09,3.740348728697324709e+00,6.515391553635439824e-10,1.936153415165120648e-10,4.188015148351635353e-01,-4.547202454504486088e-10,-4.620646849729003192e-01,2.443110070205924809e-10,1.428267472119512660e-01,1.550052724251097534e-10,1.936153415165120648e-10,4.188015148351635353e-01,-4.547202454504486088e-10,-4.620646849729003192e-01,2.443110070205924809e-10,1.428267472119512660e-01,1.550052724251097534e-10
1.489999999999999991e+00,8.156946261296934135e-10,1.943960565846178934e-01,-1.915720405733827617e-09,-3.766622712052032362e-01,1.029273682395853327e-09,3.741724064094565261e+00,6.530317626103418730e-10,1.793180988494977467e-10,3.878757274465599036e-01,-4.211420917572148372e-10,-4.279441918489002017e-01,2.262702168319794811e-10,1.322799142583475918e-01,1.435591340294111021e-10,1.793180988494977467e-10,3.878757274465599036e-01,-4.211420917572148372e-10,-4.279441918489002017e-01,2.262702168319794811e-10,1.322799142583475918e-01,1.435591340294111021e-10
1.500000000000000000e+00,8.174177059492779184e-10,1.981231808557197827e-01,-1.919767188764320764e-09,-3.807744160785555554e-01,1.031447928313569677e-09,3.742995150796115666e+00,6.544112321025470335e-10,1.653558974195200423e-10,3.576746542076932878e-01,-3.883508077012114120e-10,-3.946232775311645513e-01,2.086521940820038534e-10,1.219802355317436832e-01,1.323812241625766059e-10,1.653558974195200423e-10,3.576746542076932878e-01,-3.883508077012114120e-10,-3.946232775311645513e-01,2.086521940820038534e-10,1.219802355317436832e-01,1.323812241625766059e-10
1.510000000000000009e+00,8.190029490262297213e-10,2.015521560433741755e-01,-1.923490251799533098e-09,-3.845576123749849806e-01,1.033448246725680037e-09,3.744164557674970695e+00,6.556803517553508397e-10,1.517551941786777647e-10,3.282555230816481817e-01,-3.564085294316607235e-10,-3.621650817644114784e-01,1.914903231324590827e-10,1.119472278761035333e-01,1.214927238272865824e-10,1.517551941786777647e-10,3.282555230816481817e-01,-3.564085294316607235e-10,-3.621650817644114784e-01,1.914903231324590827e-10,1.119472278761035333e-01,1.214927238272865824e-10
